SIRET DESTINATAIRE;CODE EPCI;SIRET EPCI;ANNEE;CODE DSF;CODE COMMUNE;CODE VOIE;PREFIXE DE SECTION;SECTION CADASTRALE;NUMERO DE PLAN;NUMERO DE BATIMENT;NUMERO D ENTREE/D ESCALIER;ETAGE;NUMERO DE PORTE;NUMERO DE VOIRIE;CODE INDICE DE REPETITION;ADRESSE;CODE POSTAL;LIBELLE COMMUNE;PROPRIETAIRE;INVARIANT DU LOCAL;CODE NATURE DU LOCAL;CODE AFFECTATION DU LOCAL;CATEGORIE REVISEE;VALEUR LOCATIVE REVISEE DU DESCRIPTIF;CODE SIE                                   
21930010000019;863;20005787500011;2021;930;010;7940;;E;0086;B;01;00;01001;;;AV DU QUATORZE JUILLET;93140;BONDY;ETS ASSISTANCE PUBLIQUE HOPITAUX DE PARI;930101127464;CB;C;BUR1;104976;9300300;                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;8880;;B;0366;A;06;00;01002;24;;AV SUZANNE BUISSON;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100164813;CB;C;MAG1;11707;9300300;                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;8880;;B;0366;A;06;00;02001;24;;AV SUZANNE BUISSON;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100164814;CB;C;BUR1;9313;9300300;                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4775;;I;0090;A;02;00;01001;17;;RUE JULES GUESDE;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100168825;CB;C;MAG1;47159;9300300;                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;8155;;Q;0041;B;05;00;02001;18;;ALL DES RENONCULES;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100172485;CB;C;BUR1;11296;9300300;                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;6651;;R;0142;A;03;00;01009;9001;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100172700;CB;C;BUR1;8170;9300300;                                                                                                                                                                                                                                                                         
21930010000019;863;20005787500011;2021;930;010;6651;;R;0141;E;04;00;01001;5;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100172731;CB;C;MAG1;3408;9300300;                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;6651;;R;0141;E;05;00;02001;7;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100172742;CB;C;MAG1;8447;9300300;                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;6651;;R;0141;E;05;00;05001;7;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100172745;CB;C;BUR1;7516;9300300;                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;6651;;R;0141;E;05;00;06001;7;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100172746;CB;C;MAG1;4149;9300300;                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;6651;;R;0141;E;06;00;01001;9;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100172757;CB;C;BUR1;5065;9300300;                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;6651;;R;0141;E;07;01;01001;11;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100172766;CB;C;BUR1;7353;9300300;                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;6651;;V;0132;N;03;00;01001;43;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100172947;CB;C;MAG1;23415;9300300;                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;6651;;V;0132;N;03;00;03001;43;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100172949;CB;C;MAG1;13486;9300300;                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;6651;;V;0132;N;03;00;04001;43;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100172950;CB;C;MAG1;9633;9300300;                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;6651;;V;0132;N;05;00;04001;47;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100172973;CB;C;BUR1;9477;9300300;                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;6651;;V;0132;N;07;00;02001;51;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100172992;CB;C;MAG1;16598;9300300;                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;6651;;V;0132;N;07;00;03001;51;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100172993;CB;C;MAG1;11856;9300300;                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;6651;;R;0142;03;01;00;23001;9002;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100173033;CB;C;BUR1;8170;9300300;                                                                                                                                                                                                                                                                        
21930010000019;863;20005787500011;2021;930;010;4156;;Z;0009;M;03;00;03001;14;;PL GEORGES LYSSANDRE;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100174714;CB;C;BUR1;9720;9300300;                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;5170;;AC;0033;A;03;00;05001;39;;RUE LOUIS AUGUSTE BLANQUI;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100175799;CB;C;MAG1;1275;9300300;                                                                                                                                                                                                                                                                    
21930010000019;863;20005787500011;2021;930;010;5170;;AC;0033;A;04;00;05001;41;;RUE LOUIS AUGUSTE BLANQUI;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100175813;CB;C;MAG1;13005;9300300;                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;5170;;AC;0033;A;05;00;05001;43;;RUE LOUIS AUGUSTE BLANQUI;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100175827;CB;C;DEP2;2362;9300300;                                                                                                                                                                                                                                                                    
21930010000019;863;20005787500011;2021;930;010;4740;;AE;0209;A;01;00;01002;1;;RUE JEAN JAURES;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100177361;CB;C;MAG1;22528;9300300;                                                                                                                                                                                                                                                                              
21930010000019;863;20005787500011;2021;930;010;0020;;AJ;0098;C;10;00;01001;9;;PL ALBERT THOMAS;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100179910;CB;C;BUR1;7581;9300300;                                                                                                                                                                                                                                                                              
21930010000019;863;20005787500011;2021;930;010;0020;;AJ;0098;C;12;00;02001;11;;PL ALBERT THOMAS;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100179945;CB;C;BUR1;7776;9300300;                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;0020;;AJ;0098;B;01;00;01001;77;;PL ALBERT THOMAS;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100180023;CB;C;BUR1;12441;9300300;                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;0020;;AJ;0098;B;01;00;02001;77;;PL ALBERT THOMAS;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100180024;CB;C;MAG1;7301;9300300;                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;0020;;AJ;0098;B;01;00;03001;77;;PL ALBERT THOMAS;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100180025;CB;C;MAG1;11055;9300300;                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;0020;;AJ;0098;B;01;00;06001;77;;PL ALBERT THOMAS;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100180028;CB;C;BUR1;9720;9300300;                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;0020;;AJ;0098;B;01;00;07001;77;;PL ALBERT THOMAS;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100180029;CB;C;MAG1;10430;9300300;                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;0020;;AJ;0098;B;01;00;09001;77;;PL ALBERT THOMAS;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100180031;CB;C;MAG1;14602;9300300;                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;0020;;AJ;0098;B;01;00;11001;77;;PL ALBERT THOMAS;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100180033;CB;C;MAG1;10430;9300300;                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;0020;;AJ;0098;B;02;00;12001;93;;PL ALBERT THOMAS;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100180034;CB;C;MAG1;7301;9300300;                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;0020;;AJ;0098;B;01;00;13001;77;;PL ALBERT THOMAS;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100180035;CB;C;MAG1;8135;9300300;                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;0020;;AJ;0098;B;01;00;15001;77;;PL ALBERT THOMAS;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100180037;CB;C;MAG1;10847;9300300;                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;0020;;AJ;0098;B;01;00;17001;77;;PL ALBERT THOMAS;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100180039;CB;C;BUR1;5637;9300300;                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;0020;;AJ;0098;B;01;00;19001;77;;PL ALBERT THOMAS;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100180041;CB;C;BUR1;10108;9300300;                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;6171;;AM;0314;A;16;00;02001;4;;RUE MARTIN LUTHER KING;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100182045;CB;C;BUR1;3110;9300300;                                                                                                                                                                                                                                                                        
21930010000019;863;20005787500011;2021;930;010;8520;;AT;0196;A;07;00;01002;29;;RUE DU SERGENT BOBILLOT;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100184639;CB;C;BUR1;2301;9300300;                                                                                                                                                                                                                                                                      
21930010000019;863;20005787500011;2021;930;010;8520;;AT;0185;A;01;00;01002;16;;RUE DU SERGENT BOBILLOT;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100184800;CB;C;BUR1;2301;9300300;                                                                                                                                                                                                                                                                      
21930010000019;863;20005787500011;2021;930;010;8880;;B;0366;A;01;01;02001;14;;AV SUZANNE BUISSON;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100908426;CB;C;MAG1;7854;9300300;                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;6155;;P;0203;G;01;00;01002;14;;AV MAL DE LATTRE DE TASSIGNY;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100945858;CB;C;BUR1;1673;9300300;                                                                                                                                                                                                                                                                  
21930010000019;863;20005787500011;2021;930;010;4775;;I;0090;A;02;00;03001;17;;RUE JULES GUESDE;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100973851;CB;C;MAG1;14830;9300300;                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;4775;;I;0090;A;02;00;04001;17;;RUE JULES GUESDE;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100973853;CB;C;MAG1;3855;9300300;                                                                                                                                                                                                                                                                              
21930010000019;863;20005787500011;2021;930;010;4740;;AH;0105;B;01;00;01001;32;;RUE JEAN JAURES;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100983714;CB;C;ATE2;22558;9300300;                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;4740;;AH;0105;B;01;00;02001;32;;RUE JEAN JAURES;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100983715;CB;C;MAG1;11559;9300300;                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;6155;;P;0203;S;01;00;01005;38;;AV MAL DE LATTRE DE TASSIGNY;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100988000;CB;C;DEP2;1718;9300300;                                                                                                                                                                                                                                                                  
21930010000019;863;20005787500011;2021;930;010;6155;;P;0203;W;01;00;01004;46;;AV MAL DE LATTRE DE TASSIGNY;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100988003;CB;C;BUR1;3347;9300300;                                                                                                                                                                                                                                                                  
21930010000019;863;20005787500011;2021;930;010;6155;;P;0203;W;01;00;01005;46;;AV MAL DE LATTRE DE TASSIGNY;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100988004;CB;C;BUR1;3347;9300300;                                                                                                                                                                                                                                                                  
21930010000019;863;20005787500011;2021;930;010;6155;;P;0203;V;01;00;01005;44;;AV MAL DE LATTRE DE TASSIGNY;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100988006;CB;C;DEP2;1718;9300300;                                                                                                                                                                                                                                                                  
21930010000019;863;20005787500011;2021;930;010;6155;;P;0203;V;01;00;01004;44;;AV MAL DE LATTRE DE TASSIGNY;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100988008;CB;C;DEP2;78939;9300300;                                                                                                                                                                                                                                                                 
21930010000019;863;20005787500011;2021;930;010;4120;;J;0236;D;01;03;01001;86;;AV GALLIENI;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100999829;CB;C;BUR2;108579;9300300;                                                                                                                                                                                                                                                                                 
21930010000019;863;20005787500011;2021;930;010;4120;;J;0236;D;01;04;01001;86;;AV GALLIENI;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100999876;CB;C;BUR2;108579;9300300;                                                                                                                                                                                                                                                                                 
21930010000019;863;20005787500011;2021;930;010;4120;;J;0236;D;01;07;01001;86;;AV GALLIENI;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930100999889;CB;C;BUR2;83269;9300300;                                                                                                                                                                                                                                                                                  
21930010000019;863;20005787500011;2021;930;010;4120;;J;0236;D;01;04;02001;86;;AV GALLIENI;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101004841;CB;C;BUR1;58617;9300300;                                                                                                                                                                                                                                                                                  
21930010000019;863;20005787500011;2021;930;010;4120;;J;0236;D;01;03;02001;86;;AV GALLIENI;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101004843;CB;C;BUR1;58617;9300300;                                                                                                                                                                                                                                                                                  
21930010000019;863;20005787500011;2021;930;010;4186;;AC;0033;A;08;00;01001;18;;RUE GUILLAUME APOLLINAIRE;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101006369;CB;C;MAG1;6630;9300300;                                                                                                                                                                                                                                                                    
21930010000019;863;20005787500011;2021;930;010;5170;;AC;0033;A;03;00;01001;39;;RUE LOUIS AUGUSTE BLANQUI;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101006370;CB;C;MAG1;6630;9300300;                                                                                                                                                                                                                                                                    
21930010000019;863;20005787500011;2021;930;010;6155;;P;0203;W;01;00;01006;46;;AV MAL DE LATTRE DE TASSIGNY;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101006371;CB;C;BUR1;5020;9300300;                                                                                                                                                                                                                                                                  
21930010000019;863;20005787500011;2021;930;010;4186;;AC;0033;A;18;00;01001;4;;RUE GUILLAUME APOLLINAIRE;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101006372;CB;C;BUR1;11296;9300300;                                                                                                                                                                                                                                                                    
21930010000019;863;20005787500011;2021;930;010;4186;;AC;0033;A;14;00;01001;12;;RUE GUILLAUME APOLLINAIRE;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101006373;CB;C;BUR1;5230;9300300;                                                                                                                                                                                                                                                                    
21930010000019;863;20005787500011;2021;930;010;6651;;R;0142;01;01;00;08001;1;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101016575;CB;C;DEP2;88;9300300;                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;6651;;R;0142;01;01;00;13001;1;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101016576;CB;C;DEP2;88;9300300;                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;6651;;V;0136;01;01;00;15001;41;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101016579;CB;C;BUR1;163;9300300;                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;6651;;R;0142;A;03;00;41001;9001;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101016595;CB;C;DEP2;1244;9300300;                                                                                                                                                                                                                                                                         
21930010000019;863;20005787500011;2021;930;010;6651;;R;0142;A;03;00;42001;9001;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101016596;CB;C;DEP2;1244;9300300;                                                                                                                                                                                                                                                                         
21930010000019;863;20005787500011;2021;930;010;6651;;R;0142;04;01;00;01001;9004;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101016597;CB;C;DEP2;1066;9300300;                                                                                                                                                                                                                                                                        
21930010000019;863;20005787500011;2021;930;010;6155;;P;0203;T;01;00;01003;40;;AV MAL DE LATTRE DE TASSIGNY;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101020118;CB;C;BUR1;10250;9300300;                                                                                                                                                                                                                                                                 
21930010000019;863;20005787500011;2021;930;010;7138;;AL;0207;A;04;00;01001;10;;RUE PAUL ELUARD;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101020120;CB;C;BUR1;10460;9300300;                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;6651;;R;0142;03;01;00;12001;9002;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101021082;CB;C;DEP2;1066;9300300;                                                                                                                                                                                                                                                                        
21930010000019;863;20005787500011;2021;930;010;6651;;R;0142;01;01;00;34001;1;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101021083;CB;C;DEP2;889;9300300;                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;6651;;AJ;0098;A;01;00;01001;11;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101036124;CB;C;MAG1;6883;9300300;                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;4743;;B;0310;A;07;00;90002;9;;AV JEAN LEBAS;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101041001;CB;C;MAG1;10077;9300300;                                                                                                                                                                                                                                                                                 
21930010000019;863;20005787500011;2021;930;010;8880;;B;0310;B;01;00;01001;30;;AV SUZANNE BUISSON;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101041901;CB;C;BUR1;37908;9300300;                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;8880;;B;0310;D;01;00;01001;34;;AV SUZANNE BUISSON;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101041905;CB;C;BUR1;29248;9300300;                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;0075;;P;0086;B;01;00;03001;25;;RUE AUGUSTE POLISSARD;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101067026;CB;C;DEP1;504;9300300;                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;6651;;R;0141;E;01;00;03001;1;;PL NICOLE NEUBURGER;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101163387;CB;C;BUR1;1960;9300300;                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4120;;P;0203;AJ;01;00;01001;130;;AV GALLIENI;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101233453;CB;C;MAG1;33150;9300300;                                                                                                                                                                                                                                                                                
21930010000019;863;20005787500011;2021;930;010;3650;;P;0203;AA;04;00;01001;3;;RUE DES FRERES DARTY;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101262059;CB;C;MAG1;17085;9300300;                                                                                                                                                                                                                                                                         
21930010000019;863;20005787500011;2021;930;010;3650;;P;0203;AA;06;00;01001;52;;RUE DES FRERES DARTY;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101262070;CB;C;MAG1;13260;9300300;                                                                                                                                                                                                                                                                        
21930010000019;863;20005787500011;2021;930;010;6155;;P;0181;B;01;00;01001;70;;AV MAL DE LATTRE DE TASSIGNY;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101265760;CB;C;MAG1;24480;9300300;                                                                                                                                                                                                                                                                 
21930010000019;863;20005787500011;2021;930;010;6700;;P;0181;A;02;00;01001;2;;PL DU ONZE NOVEMBRE 1918;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101267202;CB;C;MAG1;34170;9300300;                                                                                                                                                                                                                                                                      
21930010000019;863;20005787500011;2021;930;010;6155;;P;0181;B;02;00;01001;70;B;AV MAL DE LATTRE DE TASSIGNY;93140;BONDY;"ETS BONDY HABITAT, OFFICE PUBLIC DE L'HA";930101267208;CB;C;MAG1;24225;9300300;                                                                                                                                                                                                                                                                
21930010000019;863;20005787500011;2021;930;010;7940;;C;0106;A;01;00;01001;84;;AV DU QUATORZE JUILLET;93140;BONDY;LIGUE DE SEINE SAINT DENIS DE TENNIS;930101056263;CB;C;SPE2;452598;9300300;                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;1410;;AS;0162;A;01;00;02001;34;;AV CADERAS;93140;BONDY;M Abdool CHOWTHEE;930101210064;CB;C;ATE1;1815;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;9980;;AH;0149;A;02;00;02001;10;;RUE YVONNE;93140;BONDY;M ABRAHAM HARROCH;930100178551;CB;C;DEP2;12446;9300300;                                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;3130;;E;0114;B;01;00;01001;9;;RUE EMILE ZOLA;93140;BONDY;M AHMET TURGUT;930101081075;CB;C;MAG1;11473;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4620;;AP;0031;A;01;00;01001;11;;AV DE L IDEAL;93140;BONDY;M ALAIN THOMAS;930100183337;CB;C;BUR1;1749;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;8160;;AT;0119;A;01;00;01001;159;;AV DE LA REPUBLIQUE;93140;BONDY;M ANDRE TAIEB;930100184461;CB;C;MAG1;8160;9300300;                                                                                                                                                                                                                                                                                                      
21930010000019;863;20005787500011;2021;930;010;0055;;X;0203;A;01;00;01001;27;;ALL ANDREA;93140;BONDY;M ANTOINE BUEE;930100975350;CB;C;DEP2;4618;9300300;                                                                                                                                                                                                                                                                                                                
21930010000019;863;20005787500011;2021;930;010;9625;;A;0165;A;01;00;01001;57;;RUE DE VERSAILLES;93140;BONDY;M ANTOINE NGUYEN;930101024134;CB;C;BUR1;15690;9300300;                                                                                                                                                                                                                                                                                                      
21930010000019;863;20005787500011;2021;930;010;5170;;AN;0176;A;01;00;01002;158;;RUE LOUIS AUGUSTE BLANQUI;93140;BONDY;M BRAHIM BENHIDA;930100182974;CB;C;MAG1;7410;9300300;                                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;8851;;AZ;0045;A;01;00;01001;43;;RUE SAINT LOUIS PROLONGEE;93140;BONDY;M BRUNO ZIARELLI;930100186277;CB;C;BUR1;4184;9300300;                                                                                                                                                                                                                                                                                              
21930010000019;863;20005787500011;2021;930;010;5170;;AO;0239;A;01;00;01001;212;;RUE LOUIS AUGUSTE BLANQUI;93140;BONDY;M Carlos GONCALVES COSTA;930100897523;CB;C;CLI2;1838;9300300;                                                                                                                                                                                                                                                                                     
21930010000019;863;20005787500011;2021;930;010;5170;;Y;0244;A;01;00;01002;147;;RUE LOUIS AUGUSTE BLANQUI;93140;BONDY;M DAVID BLINOFF;930100174375;CB;C;MAG1;7410;9300300;                                                                                                                                                                                                                                                                                               
21930010000019;863;20005787500011;2021;930;010;2510;;BG;0023;B;01;00;01001;29;;RUE DAVID LEDER;93140;BONDY;M DONATO PARADISO;930100187415;CB;C;ATE2;12276;9300300;                                                                                                                                                                                                                                                                                                      
21930010000019;863;20005787500011;2021;930;010;8150;;U;0103;B;01;00;01001;14;;ALL DU RENDEZ VOUS;93140;BONDY;M EKREM SEKER;930101027420;CB;C;ATE2;3124;9300300;                                                                                                                                                                                                                                                                                                         
21930010000019;863;20005787500011;2021;930;010;5109;;H;0226;E;01;00;01001;49;;CHE LATERAL;93140;BONDY;M ELIE MINGO;930100168733;CB;C;DEP2;52283;9300300;                                                                                                                                                                                                                                                                                                                
