SIRET DESTINATAIRE;CODE EPCI;SIRET EPCI;ANNEE;CODE DSF;CODE COMMUNE;CODE VOIE;PREFIXE DE SECTION;SECTION CADASTRALE;NUMERO DE PLAN;NUMERO DE BATIMENT;NUMERO D ENTREE/D ESCALIER;ETAGE;NUMERO DE PORTE;NUMERO DE VOIRIE;CODE INDICE DE REPETITION;ADRESSE;CODE POSTAL;LIBELLE COMMUNE;PROPRIETAIRE;INVARIANT DU LOCAL;CODE NATURE DU LOCAL;CODE AFFECTATION DU LOCAL;CATEGORIE REVISEE;VALEUR LOCATIVE REVISEE DU DESCRIPTIF;CODE SIE                                   
21930010000019;863;20005787500011;2021;930;010;6125;;BD;0123;A;01;00;01001;49;;RUE MARCEL DASSAULT;93140;BONDY;M JULIEN VERDIER;930100976017;CB;C;DEP2;45108;9300300;                                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;3115;;AM;0037;A;01;02;02002;115;;RUE EDOUARD VAILLANT;93140;BONDY;M LIONEL MARTIGNY;930101213838;CB;C;BUR1;3499;9300300;                                                                                                                                                                                                                                                                                                 
21930010000019;863;20005787500011;2021;930;010;5109;;H;0224;C;01;00;01001;49;;CHE LATERAL;93140;BONDY;MME ANNIE ROIG née GUILLAUME;930100168732;CB;C;DEP1;15642;9300300;                                                                                                                                                                                                                                                                                                
21930010000019;863;20005787500011;2021;930;010;5135;;AZ;0041;A;01;00;01001;3;;ALL DES LETTRES;93140;BONDY;MME CECILE BRINGUIER;930100186274;CB;C;BUR1;2092;9300300;                                                                                                                                                                                                                                                                                                     
21930010000019;863;20005787500011;2021;930;010;8531;;AM;0121;A;01;00;01001;11;;RUE DE LA SOLIDARITE;93140;BONDY;MME COLETTE DUMAZATEAU née SENOBLE;930100856095;CB;C;BUR1;2138;9300300;                                                                                                                                                                                                                                                                                 
21930010000019;863;20005787500011;2021;930;010;4775;;J;0314;A;02;00;01001;37;;RUE JULES GUESDE;93140;BONDY;MME ESTHER ZERBIB née HASSOUN;930100169195;CB;C;MAG1;13050;9300300;                                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;7290;;AO;0101;A;01;00;01001;19;;RUE DU PROGRES;93140;BONDY;MME EVE HUIN;930100183130;CB;C;BUR1;1797;9300300;                                                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;1430;;AD;0062;01;01;00;03001;44;;AV CARNOT;93140;BONDY;MME FABIENNE GIRARD née DI ROCCO;930100176424;CB;C;DEP4;782;9300300;                                                                                                                                                                                                                                                                                              
21930010000019;863;20005787500011;2021;930;010;5115;;L;0118;01;01;00;01001;8;;RUE LAUG;93140;BONDY;MME GINETTE DI MEO née CHANCENOTTE;930100170315;CB;C;BUR1;10084;9300300;                                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;8161;;AT;0202;A;04;02;02001;10;;PL DE LA REPUBLIQUE;93140;BONDY;MME HELENE SIN;930100972020;CB;C;BUR2;27467;9300300;                                                                                                                                                                                                                                                                                                     
21930010000019;863;20005787500011;2021;930;010;3110;;L;0114;A;01;00;01001;5;;RUE DES ECOLES;93140;BONDY;MME IVETTE PEKER née SIMOENS;930101013393;CB;C;DEP2;8235;9300300;                                                                                                                                                                                                                                                                                               
21930010000019;863;20005787500011;2021;930;010;3110;;L;0114;B;01;00;01001;5;;RUE DES ECOLES;93140;BONDY;MME IVETTE PEKER née SIMOENS;930101013394;CB;C;DEP2;24046;9300300;                                                                                                                                                                                                                                                                                              
21930010000019;863;20005787500011;2021;930;010;3115;;AS;0004;A;01;00;01001;28;;RUE EDOUARD VAILLANT;93140;BONDY;MME LATIFA ZAHI;930100183934;CB;C;BUR1;21129;9300300;                                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;4436;;X;0124;A;01;00;01002;177;;AV HENRI BARBUSSE;93140;BONDY;MME LENG SRON née UNG;930100174011;CB;C;MAG1;6120;9300300;                                                                                                                                                                                                                                                                                                 
21930010000019;863;20005787500011;2021;930;010;8172;;AD;0002;A;01;00;04001;25;;RUE ROGER SALENGRO;93140;BONDY;MME LJILJANA MILOSEVIC;930100916993;CB;C;DEP4;602;9300300;                                                                                                                                                                                                                                                                                                
21930010000019;863;20005787500011;2021;930;010;0050;;AQ;0165;A;01;00;01002;66;;AV ANATOLE FRANCE;93140;BONDY;MME LUCIENNE BLANCHARD née VUILLERMET;930100183753;CB;C;MAG1;7718;9300300;                                                                                                                                                                                                                                                                                 
21930010000019;863;20005787500011;2021;930;010;0082;;G;0066;A;01;00;01001;50;;RTE D AULNAY;93140;BONDY;MME MAMA BOUHERRAFA née SEFRAOUI;930100861464;CB;C;MAG1;11681;9300300;                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;8172;;AJ;0187;D;01;04;02001;41;;RUE ROGER SALENGRO;93140;BONDY;MME MARIELLE BARBUT;930100180493;CB;C;BUR1;6609;9300300;                                                                                                                                                                                                                                                                                                  
21930010000019;863;20005787500011;2021;930;010;0050;;AZ;0196;01;01;00;08001;95;;AV ANATOLE FRANCE;93140;BONDY;MME MARIE ROCHETTE;930101035334;CB;C;DEP4;2233;9300300;                                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;0030;;X;0089;A;01;00;01002;10;;ALL ALICE;93140;BONDY;MME MYRIAM EL HADJ;930100173945;CB;C;DEP2;12565;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;9610;;AU;0198;B;01;00;01001;7;;RUE DE VARSOVIE;93140;BONDY;MME OUIZA LUCHETTA née AKKOU;930101093014;CB;C;BUR2;3246;9300300;                                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;1481;;AZ;0031;A;01;00;01002;73;;RUE DU CHEM DE FER PROLONGEE;93140;BONDY;MME SANDRA PERISIC née MILANOVIC;930100186265;CB;C;DEP2;20620;9300300;                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;4436;;Y;0197;A;01;00;01002;176;;AV HENRI BARBUSSE;93140;BONDY;MME SARAH KORIM;930100174329;CB;C;BUR1;10621;9300300;                                                                                                                                                                                                                                                                                                      
21930010000019;863;20005787500011;2021;930;010;7140;;B;0245;A;02;00;01001;8;;RUE PAUL RENAUD;93140;BONDY;MME SUKRAN UCAR née AKBAS;930101078440;CB;C;MAG1;10077;9300300;                                                                                                                                                                                                                                                                                                
21930010000019;863;20005787500011;2021;930;010;4775;;AE;0195;A;01;81;11001;28;;RUE JULES GUESDE;93140;BONDY;MME SYLVIE GIANNETTO;930100176686;CB;C;CLI2;2540;9300300;                                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;8160;;AJ;0010;A;01;00;01001;96;;AV DE LA REPUBLIQUE;93140;BONDY;MME VERONIQUE NORMAND-ROUETTE née NORMAN;930100179421;CB;C;BUR1;7776;9300300;                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;0082;;H;0325;A;01;00;01001;83;;RTE D AULNAY;93140;BONDY;MME YAMNA DAMER née OURTIOUSAID;930100168362;CB;C;MAG1;18982;9300300;                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;1430;;AK;0153;C;01;81;01002;85;;AV CARNOT;93140;BONDY;M MICHEL DHAINAUT;930100989819;CB;C;DEP4;1116;9300300;                                                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;0090;;X;0014;A;01;00;01001;24;;RUE DE L AVIATION;93140;BONDY;M Mohamed NACIRI;930101130319;CB;C;BUR2;1997;9300300;                                                                                                                                                                                                                                                                                                       
21930010000019;863;20005787500011;2021;930;010;6155;;O;0073;A;01;00;01002;45;;AV MAL DE LATTRE DE TASSIGNY;93140;BONDY;M MOHAMED OUBIHI;930100170681;CB;C;MAG1;16575;9300300;                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;0740;;AL;0007;A;01;00;01001;35;;RUE BORDIER;93140;BONDY;M MOSAAD ABOUELELLA;930101102835;CB;C;BUR1;3347;9300300;                                                                                                                                                                                                                                                                                                         
21930010000019;863;20005787500011;2021;930;010;8120;;Y;0227;A;01;00;01001;30;;RUE RAOUL;93140;BONDY;M NADER KHLIF;930100174364;CB;C;BUR1;1634;9300300;                                                                                                                                                                                                                                                                                                                  
21930010000019;863;20005787500011;2021;930;010;4120;;I;0041;A;01;00;01001;33;;AV GALLIENI;93140;BONDY;M NARCISSE ZECCINEL;930100169162;CB;C;DEP1;79680;9300300;                                                                                                                                                                                                                                                                                                         
21930010000019;863;20005787500011;2021;930;010;4710;;E;0002;A;01;00;01002;38;;ALL DE LA JARDINIERE;93140;BONDY;M PARAMANANTHAN SURESHTHARAN;930101217525;CB;C;BUR1;1944;9300300;                                                                                                                                                                                                                                                                                        
21930010000019;863;20005787500011;2021;930;010;8510;;AQ;0141;A;01;00;01002;4;;AV DES SCIENCES;93140;BONDY;M PIERRE CHERON;930100183704;CB;C;BUR1;3693;9300300;                                                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;0790;;AZ;0058;A;01;00;01001;5;;RUE DE LA BUTTE;93140;BONDY;M RAIMOND FRANCHI;930101217166;CB;C;DEP2;19332;9300300;                                                                                                                                                                                                                                                                                                       
21930010000019;863;20005787500011;2021;930;010;9670;;AV;0063;A;01;00;01002;64;;RTE DE VILLEMOMBLE;93140;BONDY;M RAJAKUMAR RAJANAYAGAM;930100185460;CB;C;CLI2;2267;9300300;                                                                                                                                                                                                                                                                                              
21930010000019;863;20005787500011;2021;930;010;7950;;D;0141;B;01;00;01001;46;;RUE DU QUATRE SEPTEMBRE;93140;BONDY;M ROBERT DJORDJEVIC;930101059482;CB;C;BUR1;5443;9300300;                                                                                                                                                                                                                                                                                              
21930010000019;863;20005787500011;2021;930;010;0765;;A;0224;A;02;00;01002;4;;ALL DES BOULEAUX;93140;BONDY;M SALAH DERBAL;930101273058;CB;C;MAG1;42585;9300300;                                                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;0082;;G;0009;A;01;03;03001;38;;RTE D AULNAY;93140;BONDY;M SALIM KOURTAA;930100167766;CB;C;BUR1;16329;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;3115;;AK;0008;A;01;00;01002;35;;RUE EDOUARD VAILLANT;93140;BONDY;M SAMMY BRIKI;930100888876;CB;C;BUR1;10250;9300300;                                                                                                                                                                                                                                                                                                     
21930010000019;863;20005787500011;2021;930;010;3115;;AR;0166;A;01;04;02001;152;;RUE EDOUARD VAILLANT;93140;BONDY;M STEPHANE SOBCZAK;930101067979;CB;C;BUR1;2332;9300300;                                                                                                                                                                                                                                                                                                
21930010000019;863;20005787500011;2021;930;010;9650;;E;0036;A;01;00;02001;29;T;AV DE LA VILLAGEOISE;93140;BONDY;M THIERRY ABAD;930101013130;CB;C;BUR1;2916;9300300;                                                                                                                                                                                                                                                                                                     
21930010000019;863;20005787500011;2021;930;010;4740;;AH;0135;A;02;00;01002;49;;RUE JEAN JAURES;93140;BONDY;M XAVIER BADETS;930100178499;CB;C;BUR1;4575;9300300;                                                                                                                                                                                                                                                                                                         
21930010000019;863;20005787500011;2021;930;010;0068;;J;0236;A;03;82;01001;1;;PL ARTHUR RIMBAUD;93140;BONDY;SA BATIGERE EN ILE DE FRANCE;930100998385;CB;C;DEP2;28548;9300300;                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;4120;;I;0078;A;01;00;01001;54;;AV GALLIENI;93140;BONDY;SA BPCE LEASE IMMO;930101053911;CB;C;MAG4;143838;9300300;                                                                                                                                                                                                                                                                                                         
21930010000019;863;20005787500011;2021;930;010;4120;;I;0078;B;01;00;01001;54;;AV GALLIENI;93140;BONDY;SA BPCE LEASE IMMO;930101053912;CB;C;MAG4;291684;9300300;                                                                                                                                                                                                                                                                                                         
21930010000019;863;20005787500011;2021;930;010;4120;;O;0074;A;01;00;01001;158;;AV GALLIENI;93140;BONDY;SA CDC HABITAT SOCIAL SOCIETE ANONYME D';930101295755;CB;C;MAG4;65982;9300300;                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;4120;;O;0074;A;01;00;02001;158;;AV GALLIENI;93140;BONDY;SA CDC HABITAT SOCIAL SOCIETE ANONYME D';930101295764;CB;C;BUR2;49940;9300300;                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;4120;;O;0074;A;01;00;03001;158;;AV GALLIENI;93140;BONDY;SA CDC HABITAT SOCIAL SOCIETE ANONYME D';930101295770;CB;C;BUR2;37704;9300300;                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;4120;;O;0074;A;01;00;04001;158;;AV GALLIENI;93140;BONDY;SA CDC HABITAT SOCIAL SOCIETE ANONYME D';930101295775;CB;C;BUR2;40701;9300300;                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;6212;;AI;0150;A;01;00;01001;50;;RUE MICHELET;93140;BONDY;SA CLINIQUES CHIRURGICALES;930101051472;CB;C;BUR1;12636;9300300;                                                                                                                                                                                                                                                                                                
21930010000019;863;20005787500011;2021;930;010;6212;;AI;0150;A;01;00;04001;50;;RUE MICHELET;93140;BONDY;SA CLINIQUES CHIRURGICALES;930101051473;CB;C;BUR1;3693;9300300;                                                                                                                                                                                                                                                                                                 
21930010000019;863;20005787500011;2021;930;010;6212;;AI;0023;A;01;00;02001;48;;RUE MICHELET;93140;BONDY;SA CLINIQUES CHIRURGICALES;930101053865;CB;C;BUR1;2527;9300300;                                                                                                                                                                                                                                                                                                 
21930010000019;863;20005787500011;2021;930;010;6212;;AI;0150;A;01;00;03001;50;;RUE MICHELET;93140;BONDY;SA CLINIQUES CHIRURGICALES;930101061413;CB;C;HOT4;24981;9300300;                                                                                                                                                                                                                                                                                                
21930010000019;863;20005787500011;2021;930;010;8161;;AT;0202;C;01;00;01001;14;;PL DE LA REPUBLIQUE;93140;BONDY;SA ELINA;930101263823;CB;C;MAG4;237328;9300300;                                                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;9670;;BC;0075;B;01;00;01001;132;;RTE DE VILLEMOMBLE;93140;BONDY;SA ICF LA SABLIERE SA D'HLM;930100186721;CB;C;MAG3;28320;9300300;                                                                                                                                                                                                                                                                                        
21930010000019;863;20005787500011;2021;930;010;9670;;BC;0075;A;05;00;01001;136;B;RTE DE VILLEMOMBLE;93140;BONDY;SA ICF LA SABLIERE SA D'HLM;930100186786;CB;C;MAG3;22656;9300300;                                                                                                                                                                                                                                                                                       
21930010000019;863;20005787500011;2021;930;010;9670;;BC;0075;A;13;00;01002;150;;RTE DE VILLEMOMBLE;93140;BONDY;SA ICF LA SABLIERE SA D'HLM;930100186908;CB;C;ATE2;10337;9300300;                                                                                                                                                                                                                                                                                        
21930010000019;863;20005787500011;2021;930;010;9670;;BC;0075;A;19;00;01002;162;;RTE DE VILLEMOMBLE;93140;BONDY;SA ICF LA SABLIERE SA D'HLM;930100187087;CB;C;SPE7;18994;9300300;                                                                                                                                                                                                                                                                                        
21930010000019;863;20005787500011;2021;930;010;4159;;A;0405;A;30;00;01001;14;B;RUE GRANDGOUSIER;93140;BONDY;SA IMMOBILIERE 3F;930100163191;CB;C;BUR1;6694;9300300;                                                                                                                                                                                                                                                                                                      
21930010000019;863;20005787500011;2021;930;010;4133;;AB;0137;B;08;00;01001;2;;RUE GASTON DEFERRE;93140;BONDY;SA IMMOBILIERE 3F;930100175441;CB;C;BUR1;31380;9300300;                                                                                                                                                                                                                                                                                                    
21930010000019;863;20005787500011;2021;930;010;4133;;AB;0137;B;08;00;02001;2;;RUE GASTON DEFERRE;93140;BONDY;SA IMMOBILIERE 3F;930100175442;CB;C;BUR1;2301;9300300;                                                                                                                                                                                                                                                                                                     
21930010000019;863;20005787500011;2021;930;010;9100;;A;0405;C;12;02;01001;5;;RUE DE LA TERRE SAINT BLAISE;93140;BONDY;SA IMMOBILIERE 3F;930101115433;CB;C;BUR1;12552;9300300;                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;4133;;AB;0109;C;01;00;02001;18;;RUE GASTON DEFERRE;93140;BONDY;SA IMMOBILIERE 3F;930101148461;CB;C;BUR2;10487;9300300;                                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;4133;;AB;0109;C;01;00;04001;18;;RUE GASTON DEFERRE;93140;BONDY;SA IMMOBILIERE 3F;930101148463;CB;C;BUR2;23721;9300300;                                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;4133;;AB;0109;D;01;00;01001;20;;RUE GASTON DEFERRE;93140;BONDY;SA IMMOBILIERE 3F;930101148464;CB;C;BUR2;23721;9300300;                                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;4133;;AB;0109;D;01;00;02001;20;;RUE GASTON DEFERRE;93140;BONDY;SA IMMOBILIERE 3F;930101148465;CB;C;BUR2;11735;9300300;                                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;4133;;AB;0109;D;01;00;03001;20;;RUE GASTON DEFERRE;93140;BONDY;SA IMMOBILIERE 3F;930101148466;CB;C;BUR2;11486;9300300;                                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;4133;;AB;0109;D;01;00;04001;20;;RUE GASTON DEFERRE;93140;BONDY;SA IMMOBILIERE 3F;930101148467;CB;C;BUR2;20225;9300300;                                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;3115;;AN;0009;A;02;00;01001;155;;RUE EDOUARD VAILLANT;93140;BONDY;SA IMMOBILIERE 3F;930101204599;CB;C;BUR1;17483;9300300;                                                                                                                                                                                                                                                                                                
21930010000019;863;20005787500011;2021;930;010;3115;;AN;0009;A;02;00;02001;155;;RUE EDOUARD VAILLANT;93140;BONDY;SA IMMOBILIERE 3F;930101204601;CB;C;BUR1;25653;9300300;                                                                                                                                                                                                                                                                                                
21930010000019;863;20005787500011;2021;930;010;4133;;AB;0137;A;01;00;01001;4;;RUE GASTON DEFERRE;93140;BONDY;SA IMMOBILIERE 3F;930101246676;CB;C;MAG1;46665;9300300;                                                                                                                                                                                                                                                                                                    
21930010000019;863;20005787500011;2021;930;010;5132;;A;0325;A;05;00;01001;32;;AV LEON BLUM;93140;BONDY;SA IMMOBILIERE 3F;930101246914;CB;C;MAG1;49725;9300300;                                                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;4120;;O;0030;B;01;00;01001;140;;AV GALLIENI;93140;BONDY;SA IMMOBILIERE 3F;930101302827;CB;C;MAG1;98175;9300300;                                                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;4150;;M;0017;A;01;00;01001;46;;RUE GEORGES ELIE;93140;BONDY;SA NATIOCREDIBAIL;930101204583;CB;C;BUR1;17107;9300300;                                                                                                                                                                                                                                                                                                      
21930010000019;863;20005787500011;2021;930;010;6179;;C;0155;A;01;01;11101;10;;AV MAURICE BENHAMOU;93140;BONDY;SA RATP HABITAT;930101018877;CB;C;BUR2;16979;9300300;                                                                                                                                                                                                                                                                                                     
21930010000019;863;20005787500011;2021;930;010;5151;;AV;0231;CO;01;00;01001;14;;RUE DE LA LIBERTE;93140;BONDY;SARL AVOREV;930101308314;CB;C;DEP2;2899;9300300;                                                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;8172;;AT;0202;A;01;81;02001;9002;;RUE ROGER SALENGRO;93140;BONDY;SARL MOBIUS REM;930100972018;CB;C;DEP4;72674;9300300;                                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;8161;;AT;0212;A;05;81;01001;9002;;PL DE LA REPUBLIQUE;93140;BONDY;SARL MOBIUS REM;930100972097;CB;C;DEP2;24379;9300300;                                                                                                                                                                                                                                                                                                  
21930010000019;863;20005787500011;2021;930;010;3540;;J;0322;A;01;00;01002;4;;VLA FLEURY;93140;BONDY;SARL MS INVEST IMMO;930100841575;CB;C;BUR1;7563;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;5170;;AJ;0053;B;01;00;01001;18;;RUE LOUIS AUGUSTE BLANQUI;93140;BONDY;SARL SOCIETE TSENG;930101036127;CB;C;DEP2;25928;9300300;                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;4436;;AB;0123;B;01;00;01001;40;;AV HENRI BARBUSSE;93140;BONDY;SAS BP MIXTE;930100983690;CB;C;MAG1;273870;9300300;                                                                                                                                                                                                                                                                                                        
21930010000019;863;20005787500011;2021;930;010;4436;;AB;0123;B;01;00;01002;40;;AV HENRI BARBUSSE;93140;BONDY;SAS BP MIXTE;930101173609;CB;C;BUR1;12552;9300300;                                                                                                                                                                                                                                                                                                         
21930010000019;863;20005787500011;2021;930;010;4775;;AE;0096;A;01;00;02001;60;;RUE JULES GUESDE;93140;BONDY;SA SEQENS SOCIETE ANONYME D'HABITATIONS ;930100177567;CB;C;MAG1;17313;9300300;                                                                                                                                                                                                                                                                              
21930010000019;863;20005787500011;2021;930;010;0082;;K;0119;A;01;00;01001;18;;RTE D AULNAY;93140;BONDY;SAS ETABLISSEMENTS DARTY ET FILS;930100169806;CB;C;BUR2;461401;9300300;                                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;0082;;K;0119;B;01;00;02001;14;;RTE D AULNAY;93140;BONDY;SAS ETABLISSEMENTS DARTY ET FILS;930100992940;CB;C;ENS2;2751;9300300;                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;0082;;K;0119;B;01;00;03001;14;;RTE D AULNAY;93140;BONDY;SAS ETABLISSEMENTS DARTY ET FILS;930101007548;CB;C;BUR1;1411872;9300300;                                                                                                                                                                                                                                                                                         
21930010000019;863;20005787500011;2021;930;010;8120;;Y;0003;A;03;00;03001;2;;RUE RAOUL;93140;BONDY;SAS GUILBERT PROPRETE;930101071953;CB;C;BUR1;20588;9300300;                                                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;8120;;Y;0003;A;04;01;03001;2;;RUE RAOUL;93140;BONDY;SAS GUILBERT PROPRETE;930101233470;CB;C;BUR1;4902;9300300;                                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;8120;;Y;0003;A;04;03;02001;2;;RUE RAOUL;93140;BONDY;SAS GUILBERT PROPRETE;930101233471;CB;C;BUR1;5065;9300300;                                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;8120;;Y;0004;A;01;00;02001;6;;RUE RAOUL;93140;BONDY;SAS GUILBERT PROPRETE;930101233472;CB;C;DEP2;3200;9300300;                                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;6155;;O;0058;C;01;00;02001;35;;AV MAL DE LATTRE DE TASSIGNY;93140;BONDY;SA SOCIETE FRANCAISE DU RADIOTELEPHONE -;930100171035;CB;C;ATE2;1116;9300300;                                                                                                                                                                                                                                                                    
21930010000019;863;20005787500011;2021;930;010;7940;;C;0133;A;01;00;02001;73;;AV DU QUATORZE JUILLET;93140;BONDY;SASU SVENSKASAGAX 3;930100990554;CB;C;BUR2;109368;9300300;                                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;7940;;C;0133;A;01;00;03001;73;;AV DU QUATORZE JUILLET;93140;BONDY;SASU SVENSKASAGAX 3;930100990555;CB;C;BUR2;109368;9300300;                                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;7940;;C;0133;A;01;00;08001;73;;AV DU QUATORZE JUILLET;93140;BONDY;SASU SVENSKASAGAX 3;930100990560;CB;C;BUR2;109368;9300300;                                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;7940;;C;0133;A;01;00;10001;73;;AV DU QUATORZE JUILLET;93140;BONDY;SASU SVENSKASAGAX 3;930100990563;CB;C;BUR2;109368;9300300;                                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;7940;;C;0133;A;01;00;12001;73;;AV DU QUATORZE JUILLET;93140;BONDY;SASU SVENSKASAGAX 3;930100990569;CB;C;BUR2;109368;9300300;                                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;7940;;C;0133;A;01;00;13001;73;;AV DU QUATORZE JUILLET;93140;BONDY;SASU SVENSKASAGAX 3;930100990573;CB;C;BUR2;109368;9300300;                                                                                                                                                                                                                                                                                             
