21,Allée,des Dahlias,62,Avenue,Denise,103,Rue,Alexandra David-Neel,144,Rue,du Chalet,185,Rue ,Neuve,226,,
22,Allée,des Deux Communes,63,Avenue,des Mésarmes,104,Rue,Amédée Guyard,145,Rue,du Champart,186,Rue,Noémie,227,,
23,Allée,des Fauvettes,64,Avenue,Denise,105,Rue,Arthur Groussier,146,Rue,du Chemin de fer,187,Rue ,Paul Renaud,228,,
24,Allée,des Hètres,65,Avenue,Marie Curie,106,Rue,Arthur Raimbaud,147,Rue,du Chemin de Fer Prolongé,188,Rue,Paul Vaillant Couturier,229,,
25,Allée,des Lettres,66,Avenue,des Platanes,107,Rue,Baudin,148,Rue,du Coq Gaulois,189,Rue,Pauline Roger,230,,
26,Allée,des Tilleuls,67,Avenue,des Sciences,108,Rue,Beaudelaire,149,Rue,du Cycle,190,Rue,Philéas Collardeau,231,,
27,Allée,des Vignes,68,Avenue,du 4 septembre,109,Rue,Beauregard,150,Rue,du Levant,191,Rue,Pierre Brossolette,232,,
28,Allée,du Gros Buisson,69,Avenue,de Lattre de Tassigny,110,Rue,Béranger,151,Rue,du Lion,192,Rue,Raoul,233,,
29,Allée,du Moulin,70,Avenue,Dumesnil,111,Rue,Bernard de Jussieu,152,Rue,du Midi,193,Rue,René Dumont,234,,
30,Allée,du Rendez-vous,71,Avenue,"Geneviève Anthonioz 
de Gaulle",112,Rue,Bordier,153,Rue,du Moleret,194,Rue,Robert Bonnet,235,,
31,Allée,Eric Tabarly,72,Avenue,Gueugnon,113,Rue,Borel,154,Rue,du Potager,195,Rue,Rol Tanguy,236,,
32,Allée,Gournot,73,Avenue,Jean-Marie Tjibaou,114,Rue,César Delaine,155,Rue,du Progrès,196,Rue,Ronsard,237,,
33,Allée,Jean Courtade,74,Avenue,Marguerite,115,Rue,Charles Ferdinand,156,Rue,du Sergent Bobillot,197,Rue,Rudyard Kipling,238,,
34,Allée,José Marti,75,Avenue,Rouget de L'Isle,116,Rue,Clara Grandet,157,Rue,du Vieux Château,198,Rue,Saint Louis Prolongée,239,,
35,Allée,Léon,76,Chemin,de la Mare à la Veuve,117,Rue,Compagnon,158,Rue,du Vieux Moulin,199,Rue,Sainte Barbe,240,,
36,Allée,Louise ,77,Chemin ,des Carrouges,118,Rue,David Leder,159,Rue,Emile Zola,200,Rue,Saint-Louis,241,,
37,Allée,Marcel Sembat,78,Chemin,Latéral,119,Rue,de Bondy,160,Rue,Emmanuel Fairon,201,Rue,Théodore Monod,242,,
38,Allée,Marie Laurencin ,79,Chemin,de Merlan,120,Rue,de Cronstadt,161,Rue,Emmanuel Fairon,202,Rue,Yvonne,243,,
39,Allée,Molière,80,Impasse,Carnot,121,Rue,de la Butte,162,Rue,Eugène Masson,203,Ruelle,Sainte Barbe,244,,
40,Allée,Monplaisir,81,Impasse,de la Jardinière,122,Rue,de la Fraternité,163,Rue,Fontaine,204,Villa,Carnot,245,,
41,Allée,Mozart,82,Impasse,de la Parisienne,123,Rue,de la Philosophie,164,Rue,François Villon,205,Villa,des Abeilles,246,,
