1,Allée,Alice,42,Allée,Pablo Neruda,83,Impasse,du Castel,124,Rue,de la Solidarité,165,Rue,Gaston Defferre,206,Villa,des Cerises
2,Allée,Andréa,43,Allée,Paul Eluard,84,Impasse,Fernand Pottier,125,Rue,de l'Aviation,166,Rue,Gatine,207,Villa,des Marronniers
3,Allée,Anne Franck,44,Allée,Poque,85,Impasse,Georges Brassens,126,Rue,de l'Egalité,167,Rue,Georges Graff,208,Villa,Fleury 
4,Allée,Becquerel,45,Allée ,Potier,86,Impasse,Jacques Brel,127,Rue,de l'Union,168,Rue,Grandgoussier,209,Villa,Lavigne
5,Allée,Boileau,46,Allée ,Racine,87,Impasse,Jean Wiener,128,Rue,de Meaux,169,Rue,Guy de Maupassant,210,Villa,Madeleine
6,Allée,Claude Debussy,47,Allée,Raspail,88,Impasse,René Claire,129,Rue,de Plaisance,170,Rue,Henri Dunant,211,Villa,Parmentier
7,Allée,Condorcet,48,Allée,Rulhière,89,Impasse,de la Liberté,130,Rue,de Trémeuge,171,Rue,Jacqueline Auriol,212,Villa,Thorel
8,Allée,Corneille,49,Allée ,San Martin,90,Impasse,de la Solidarité,131,Rue,de Varsovie,172,Rue,Jean Jacques Rousseau,213,Villa,Gabriel Seailles
9,Allée,de la Jardinière,50,Allée,Simon Bolivar,91,Passage,"sous terrain entre le Chemin de 
Groslay et l'Avenue Léon Blum",132,Rue,de Versailles,173,Rue,Jean Monnet,214,Rue,Nadia Murad (rue)
10,Allée,de la Paix,51,Allée ,Surcouf,92,Passage,Michelet,133,Rue,Denys Cochin,174,Rue,Joe Carman,215,Rue,Simone Veil (rue)
11,Allée,de la Régale,52,Allée,Thèrése,93,Place,Arthur Raimbaud,134,Rue,des Droits de l'Homme,175,Rue,Jules Lecomte,216,Rue,Aretha Franklin (rue)
12,Allée,de la Villa Jeannette,53,Avenue,Blériot et Sente,94,Place,Charles de Gaulle,135,Rue,des Escholiers,176,Rue,Jules Lelong,217,Rue,Benoite Groult (rue)
13,Allée,de l'Egalité,54,Avenue,Cadéras,95,Place,de la Division Leclerc,136,Rue,des Floralies,177,Rue ,Laug,218,Rue,Gisele Halimi (rue)
14,Allée,de l'Espéranto,55,Avenue,de la Parisienne,96,Place,des Marroniers,137,Rue,des Gazelles,178,Rue ,Louis Léon Collignon,219,Rue,Françoise Héritier (rue)
15,Allée,de l'Orme,56,Avenue,de la Villégiature,97,Place,du 11 Novembre,138,Rue,des Limites,179,Rue ,Lucie Aubrac,220,Rue,Quai des jardins Hubertine Auclert
16,Allée,des Alouettes,57,Avenue,de l'Espérance,98,Place,Edith Piaf,139,Rue,des Maraîchers,180,Rue ,Marcel Dassault,221,Rue,Julie Victoire Daubié (rue)
17,Allée,des Arts,58,Avenue,de l'Est,99,Place,Marie Laurencin ,140,Rue,des Peupliers,181,Rue ,Marcel Paul,222,Rue,Hélène Boucher (rue)
18,Allée,des Bosquets,59,Avenue,de l'Idéal,100,Place,Mendès France,141,Rue,Désiré Léon,182,Rue,Marcelin Berthelot,223,Rue,Georges Sand (rue)
19,Allée,des Chênes,60,Avenue,de Metz,101,Place,Victor Schoelcher,142,Rue,du Bel-Air,183,Rue,Marguerite Duras,224,Rue,Frères Darty (rue des)
20,Allée,des Courts Sillons,61,Avenue,de Nancy,102,Pont,Avenue Anatole France,143,Rue,du Bon-Air,184,Rue,Michelet (+ carrefour),225,,
