"","x"
"1","144"
"2","145"
"3","155"
"4","156"
"5","158"
"6","441"
"7","438"
"8","437"
"9","436"
"10","435"
"11","430"
"12","429"
"13","428"
"14","413"
"15","412"
"16","411"
"17","440"
"18","409"
"19","408"
"20","407"
"21","406"
"22","405"
"23","404"
"24","403"
"25","402"
"26","401"
"27","400"
"28","439"
"29","397"
