"","AN","NOMRS","CNOMRS","NUMVOIE","INDREP","TYPVOIE","LIBVOIE","CADR","CODPOS","DEPCOM","DEP","REG","LIBCOM","DOM","SDOM","TYPEQU","SIRET","STATUT_DIFFUSION","CANTINE","INTERNAT","RPI","EP","CL_PGE","SECT","ACCES_AIRE_PRATIQUE","ACCES_LIBRE","ACCES_SANITAIRE","ACCES_VESTIAIRE","CAPACITE_D_ACCUEIL","PRES_DOUCHE","PRES_SANITAIRE","SAISONNIER","COUVERT","ECLAIRE","CATEGORIE","MULTIPLEXE","STRUCTURE_EXERCICE","SPECIALITE","ACCUEIL","ITINERANCE","MODE_GESTION","SSTYPHEB","TYPE","IMPLANTATION_STATION","CAPACITE","INDIC_CAPA","NBEQUIDENT","INDIC_NBEQUIDENT","NBSALLES","INDIC_NBSALLES","NBLIEUX","INDIC_NBLIEUX","NB_PDC","INDIC_NB_PDC","NB_PDC_PA","INDIC_NB_PDC_PA","NB_PDC_ACCELEREE","INDIC_NB_PDC_ACCELEREE","NB_PDC_LENTE","INDIC_NB_PDC_LENTE","NB_PDC_RAPIDE","INDIC_NB_PDC_RAPIDE","NB_PDC_ULTRARAPIDE","INDIC_NB_PDC_ULTRARAPIDE","NB_JOURS_OUVERT","INDIC_NB_JOURS_OUVERT","LAMBERT_X","LAMBERT_Y","LONGITUDE","LATITUDE","QUALITE_XY","EPSG","QUALITE_GEOLOC","TR_DIST_PRECISION","DCIRIS","QUALI_IRIS","IRISEE","QP2024","QUALI_QP2024","QVA","QUALI_QVA","ZUS","QUALI_ZUS","EPCI","UU2020","BV2022","AAV2020","DENS3","DENS7"
"435245",2024,"COMMISSARIAT CENTRAL – BONDY","",1,"","RUE","GASTON DEFFERRE","",93140,"93010","93",11,"BONDY","A","A1","A101",NA,"_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662311.72,6866925.93,2.48590794662695,48.9012319850964,"B",2154,"11","< 100","930100402","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435246",2024,"DIR DEP FINANCES PUB SEINE ST DENIS","SERVICE DE GESTION COMPTABLE BONDY",5,"","RUE","ARTHUR RIMBAUD","CENTRE DES FINANCES PUBLIQ",93140,"93010","93",11,"BONDY","A","A1","A121",13001107500392,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661873.2,6867303.92,2.47989246653541,48.9046052875723,"B",2154,"11","< 100","930100202","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435247",2024,"APE Bondy","",14,"","RUE","DE LA LIBERTE","",93140,"93010","93",11,"BONDY","A","A1","A122",NA,"_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661954.41,6866178.6,2.48110114006434,48.8944904677659,"B",2154,"11","< 100","930100303","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435248",2024,"FRANCE SERVICES POINT D'ACCÈS AU DROIT DE BONDY","",1,"","AV","JEAN LEBAS","",93140,"93010","93",11,"BONDY","A","A1","A128",NA,"_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","1","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661981.66,6868315.09,2.48128136997689,48.9137047354498,"B",2154,"11","< 100","930100104","1",1,"QN09314M","1","CSZ","_Z","1127020","1","200054781","00851","75056","001",1,1
"435249",2024,"FRANCE SERVICES DE BONDY - MQC BRASSENS","",49,"","AV","CARNOT","",93140,"93010","93",11,"BONDY","A","A1","A128",NA,"_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","1","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662028.2,6866826.69,2.48204954382575,48.9003228919634,"B",2154,"11","< 100","930100402","1",1,"HZ","1","CSZ","_Z","1127010","1","200054781","00851","75056","001",1,1
"435250",2024,"BONDY","",NA,"","ESP","CLAUDE FUZIER","",93140,"93010","93",11,"BONDY","A","A1","A129",NA,"_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661950,6867050,2.48096287344878,48.9023264229756,"B",2154,"11","< 100","930100403","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435251",2024,"DÉCHÈTERIE DE BONDY","SÉPUR NEUILLY SUR MARNE",85,"","RUE","DU 14 JUILLET","",93140,"93010","93",11,"BONDY","A","A1","A133",NA,"_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","ENTRE","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662726.38,6868698.37,2.49140829334949,48.9171949595735,"B",2154,"11","< 100","930100105","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435252",2024,"BNP PARIBAS","",82,"","AV","GALLIENI","",93140,"93010","93",11,"BONDY","A","A2","A203",66204244927629,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661824.02,6867365.46,2.47921605928871,48.9051557783856,"B",2154,"11","< 100","930100202","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435253",2024,"CREDIT LYONNAIS","",20,"","PL","DE LA REPUBLIQUE","",93140,"93010","93",11,"BONDY","A","A2","A203",95450974128392,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661685.07,6866208.04,2.47742509639193,48.894739239643,"B",2154,"11","< 100","930100204","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435254",2024,"BNP PARIBAS","",1,"","RUE","DE LA LIBERTE","",93140,"93010","93",11,"BONDY","A","A2","A203",66204244928239,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661730.1,6866270.3,2.47803362667857,48.8953018034721,"B",2154,"11","< 100","930100204","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435255",2024,"CAISSE DE CREDIT MUTEL DU BONDYNOIS","",25,"","RUE","AUGUSTE POLISSARD","",93140,"93010","93",11,"BONDY","A","A2","A203",50047965400021,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661913.9,6867272.6,2.48045047155053,48.9043260481103,"B",2154,"11","< 100","930100403","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435256",2024,"CAISSE EPARGNE PREVOYANCE IDF","",7,"","AV","CARNOT","",93140,"93010","93",11,"BONDY","A","A2","A203",38290094206805,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662089.05,6867050.56,2.48285953945087,48.9023396632777,"B",2154,"11","< 100","930100404","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435257",2024,"SOCIETE GENERALE","SG - BONDY (0394.1)",29,"B","RUE","AUGUSTE POLISSARD","",93140,"93010","93",11,"BONDY","A","A2","A203",55212022239185,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661937.46,6867258.47,2.48077312223897,48.90420037592,"B",2154,"11","< 100","930100403","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435258",2024,"OGF","",1,"","CRS","DE LA REPUBLIQUE","",93140,"93010","93",11,"BONDY","A","A2","A205",54207679905352,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661918.9,6867089.4,2.48053511732365,48.9026788938627,"B",2154,"11","< 100","930100403","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435259",2024,"FUNECAP IDF","ROC-ECLERC",181,"","AV","GALLIENI","",93140,"93010","93",11,"BONDY","A","A2","A205",75321670400779,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662355.03,6867566.4,2.48644188650853,48.9069940296205,"B",2154,"11","< 100","930100106","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435260",2024,"FUNECAP IDF","POMPES FUNEBRES PASCAL LECLERC",75,"","RUE","JULES GUESDE","",93140,"93010","93",11,"BONDY","A","A2","A205",75321670400381,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661915.5,6867148.5,2.48048343517082,48.9032101574962,"B",2154,"11","< 100","930100403","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435261",2024,"LB OBSEQUES","",14,"","RUE","HENRI MOULY","",93140,"93010","93",11,"BONDY","A","A2","A205",75193211200020,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661806.22,6867885.92,2.47892639283694,48.9098350096334,"B",2154,"11","< 100","930100107","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435266",2024,"BONDY LPR FRANPRIX ROUTE AULNAY RP","",24,"","RTE","D AULNAY","",93140,"93010","93",11,"BONDY","A","A2","A207",NA,"_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661910.63,6867683.84,2.48036894851647,48.9080239752683,"B",2154,"11","< 100","930100106","1",1,"HZ","1","CSZ","_Z","1127020","1","200054781","00851","75056","001",1,1
"435267",2024,"BONDY LPR FRANPRIX PHILO RP","",6,"","RUE","DE LA PHILOSOPHIE","",93140,"93010","93",11,"BONDY","A","A2","A207",NA,"_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662995.41,6865673.46,2.49534284288996,48.8900085552416,"B",2154,"11","< 100","930100302","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435268",2024,"LOPES FIGUEIREDO FERNANDO MANUEL","PRO-BOSSE ET GRELE",8,"","ALL","CHARLES MAGNE","",93140,"93010","93",11,"BONDY","A","A3","A301",81327080800013,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662745.72,6866398.04,2.49187415404643,48.8965101040679,"B",2154,"11","< 100","930100305","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435269",2024,"GT ENTRETIEN","",8,"","ALL","ERIC TABARLY","",93140,"93010","93",11,"BONDY","A","A3","A301",80747744300012,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662076.75,6868130.3,2.48259525214965,48.9120486114634,"B",2154,"11","< 100","930100105","1",1,"QN09314M","1","CSZ","_Z","1127020","1","200054781","00851","75056","001",1,1
"435270",2024,"GAZI AUTO GLASS","",185,"","AV","GALLIENI","",93140,"93010","93",11,"BONDY","A","A3","A301",79356049100029,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662384.32,6867572.85,2.48684088182987,48.9070537443593,"B",2154,"11","< 100","930100106","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435271",2024,"GRAND GARAGE DE LA GARE BONDY","",5,"","AV","JULES FERRY","005A007",93140,"93010","93",11,"BONDY","A","A3","A301",34903243300014,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661580.34,6866077.2,2.47600857424397,48.8935563926356,"B",2154,"11","< 100","930100204","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435272",2024,"MISTER Z","",108,"","AV","GALLIENI","",93140,"93010","93",11,"BONDY","A","A3","A301",82828317600026,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661967.5,6867406.79,2.48116960446816,48.9055359370674,"B",2154,"11","< 100","930100403","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435273",2024,"F&F DEPAN'","",14,"","ALL","MARYSE BASTIE","",93140,"93010","93",11,"BONDY","A","A3","A301",84209606700017,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662728.6,6866063.4,2.49167003676943,48.8934997928051,"B",2154,"11","< 100","930100302","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435274",2024,"STET VASILE","STET",121,"","AV","CARNOT","",93140,"93010","93",11,"BONDY","A","A3","A301",84116866900015,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661889,6866444.2,2.48018520063106,48.8968750588885,"B",2154,"11","< 100","930100303","1",1,"HZ","1","CSZ","_Z","1127010","1","200054781","00851","75056","001",1,1
"435275",2024,"REM AUTO","REM TRANSPORTS",56,"","AV","MAL DE LATTRE DE TASSIGNY","",93140,"93010","93",11,"BONDY","A","A3","A301",84226984700013,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662104.42,6867194.04,2.4830563814713,48.9036308319554,"B",2154,"11","< 100","930100403","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435276",2024,"DUMBUYA ABUBAKARR","BUZY AUTO",5,"","AV","JEAN MOULIN","",93140,"93010","93",11,"BONDY","A","A3","A301",82139195000028,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661633.68,6868022.47,2.47656016792026,48.9110526830876,"B",2154,"11","< 100","930100103","1",1,"QN09314M","1","CSZ","_Z","1127020","1","200054781","00851","75056","001",1,1
"435277",2024,"KIT CAR'S","",45,"","PL","NICOLE NEUBURGER","",93140,"93010","93",11,"BONDY","A","A3","A301",80355866700025,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662740.4,6866939.75,2.49175403804366,48.9013812193726,"B",2154,"11","< 100","930100405","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435278",2024,"L'ATELIER","",48,"","CHE","DE GROSLAY","",93140,"93010","93",11,"BONDY","A","A3","A301",88834353000018,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661273,6867642.8,2.47167413798091,48.9076168694406,"B",2154,"11","< 100","930100108","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435279",2024,"DEPANN DHIB FRANCE","",31,"","RUE","DU QUATRE SEPTEMBRE","",93140,"93010","93",11,"BONDY","A","A3","A301",89181405500010,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662564.73,6868114.62,2.48925418976793,48.911936177217,"B",2154,"11","< 100","930100105","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435280",2024,"AYA AUTO","",108,"","CHE","DE GROSLAY","",93140,"93010","93",11,"BONDY","A","A3","A301",90376338100014,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661526.52,6868057.78,2.47509500200326,48.9113638135391,"B",2154,"11","< 100","930100101","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435281",2024,"MTA SASU","",108,"","CHE","DE GROSLAY","",93140,"93010","93",11,"BONDY","A","A3","A301",89983565600013,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661526.52,6868057.78,2.47509500200326,48.9113638135391,"B",2154,"11","< 100","930100101","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435282",2024,"JDAINI YOUSSEF","L.V AUTO",20,"","RUE","DU POTAGER","",93140,"93010","93",11,"BONDY","A","A3","A301",82352239600022,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661338.51,6867229.48,2.47260547953591,48.9039039835265,"B",2154,"11","< 100","930100201","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435283",2024,"RABEHI HARKAT","",12,"","AV","JULES FERRY","",93140,"93010","93",11,"BONDY","A","A3","A301",90456255000015,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661512.42,6866096.2,2.47508054331951,48.8937231973119,"B",2154,"11","< 100","930100204","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435284",2024,"KHEROUA YOUCEF","DIAFULLPROG93",17,"","RUE","FONTAINE","",93140,"93010","93",11,"BONDY","A","A3","A301",82783487000020,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662207.9,6867833.1,2.48441101825471,48.909383732875,"B",2154,"11","< 100","930100106","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435285",2024,"MN PARE-BRISE","",5,"","AV","LEON JOUHAUX","",93140,"93010","93",11,"BONDY","A","A3","A301",91854403200017,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661924.62,6868801.46,2.48045948263488,48.9180750597399,"B",2154,"11","< 100","930100101","1",1,"HZ","1","CSZ","_Z","1127020","1","200054781","00851","75056","001",1,1
"435286",2024,"BESSEDIK MOHAMMED","JMR AUTO",18,"","RUE","DU BREUIL","",93140,"93010","93",11,"BONDY","A","A3","A301",92188240300014,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661579,6867140.9,2.47589400887078,48.903121816207,"B",2154,"11","< 100","930100201","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435287",2024,"AUTO 76","",41,"","AV","DE LA VILLAGEOISE","",93140,"93010","93",11,"BONDY","A","A3","A301",84522631500024,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662662.3,6867910.6,2.49060329977329,48.9101071796032,"B",2154,"11","< 100","930100105","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435288",2024,"MAACHA KOCEILA","DEPANNAGE BATTERIE",164,"","RUE","ROGER SALENGRO","",93140,"93010","93",11,"BONDY","A","A3","A301",97951257100014,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661621,6866245.48,2.47654789024006,48.8950721100023,"B",2154,"11","< 100","930100204","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
