"","NOM_1_G","NATURE","IMPORTANCE.x","NOMnumero","NOM","usage.x","nom.x","couleur.x","usage.y","IMPORTANCE.y","couleur.y","nom.y","couleur.1","geometry"
"1","ALL LOUISE WEISS","10","6","ALL LOUISE WEISS","10","privé","Remise à Jorelle","vert",NA,NA,NA,NA,NA,c(662587.3, 662581.8, 6866150, 6866127.8)
"2","ALL CONDORCET","11","5","ALL CONDORCET","11","privé","Remise à Jorelle","vert",NA,NA,NA,NA,NA,c(662649.5, 662625.9, 662615.1, 662600.9, 6866174.6, 6866180.7, 6866184.1, 6866188)
"3","ALL LOUISE MICHEL","12","6","ALL LOUISE MICHEL","12","piéton","Remise à Jorelle","vert",NA,NA,NA,NA,NA,c(662631.1, 662581.8, 662554.9, 6866110.6, 6866127.8, 6866135.5)
"4","R THEODORE MONOD","13","5","R THEODORE MONOD","13","public","Remise à Jorelle","vert",NA,NA,NA,NA,NA,c(662357.3, 662395.8, 662402.5, 662417, 662431.1, 662456.2, 662468.7, 662481.6, 6866122.4, 6866112.5, 6866111.2, 6866106.7, 6866102.3, 6866095.7, 6866092.3, 6866093.1)
"5","R RENE DUMONT","14","5","R RENE DUMONT","14","public","Remise à Jorelle","vert",NA,NA,NA,NA,NA,list(c(662387.4, 662392.6, 662437.8, 662464.5, 6866201.9, 6866200.4, 6866188.4, 6866182.4), c(662464.5, 662481.7, 6866182.4, 6866191.1), c(662464.5, 662478.2, 6866182.4, 6866174.9))
"6","SEN PIERRE BOURDIEU","15","6","SEN PIERRE BOURDIEU","15","privé","Remise à Jorelle","vert",NA,NA,NA,NA,NA,c(662367.1, 662392.4, 662417.2, 662427.8, 662436.5, 662468, 6866165, 6866157.6, 6866150.6, 6866147.7, 6866145.7, 6866138.4)
"7","ALL MANET","4","6","ALL MANET","4","privé","Saule blanc","vert",NA,NA,NA,NA,NA,c(662221.2, 662214.407554318, 6866298, 6866280.72280483)
"8","ALL RAPHAEL","5","5","ALL RAPHAEL","5","privé","Saule blanc","vert",NA,NA,NA,NA,NA,c(662254.9, 662252.9, 662246.6, 662244.149345209, 6866290.6, 6866287.8, 6866280.3, 6866273.9633069)
"9","IMP HAYDN","9","6","IMP HAYDN","9","privé","Remise à Jorelle","vert",NA,NA,NA,NA,NA,c(662557.2, 662587.3, 6866158.5, 6866150)
"10","ALL ALEXANDRE MARTHE","ALL","5",NA,"ALEXANDRE MARTHE","privé","Saule blanc","vert",NA,NA,NA,NA,NA,c(662397.9, 662393.176190929, 6866627.4, 6866613.61418985)
"11","ALL ANNE FRANK","ALL","5",NA,"ANNE FRANK",NA,"zone orange","orange",NA,NA,NA,NA,NA,c(661913.3, 661907.3, 661883.3, 661870.1, 661816.5, 6867214.9, 6867215.5, 6867222.5, 6867226, 6867240.3)
