objectid;idtup;idprocpte;idprocpt_l;idcom;idcomtxt;ccodep;typetup;npar;idpar_l;dcntpa;ctpdl;jannatmin;jannatmax;jannatminh;jannatmaxh;nsuf;ssuf;cgrnumd;cgrnumdtxt;dcntarti;dcntnaf;dcnt01;dcnt02;dcnt03;dcnt04;dcnt05;dcnt06;dcnt07;dcnt08;dcnt09;dcnt10;dcnt11;dcnt12;dcnt13;nlocal;nloccom;nloccomrdc;nloccomter;ncomtersd;nloccomsec;nlocdep;nlocburx;tlocdomin;nbat;nlogh;nloghmais;nloghappt;npevph;stoth;stotdsueic;nloghvac;nloghmeu;nloghloue;nloghpp;nloghautre;nloghnonh;nloghvac2a;nloghvac5a;nmediocre;nloghlls;stotd;sprincp;ssecp;ssecncp;sparkp;sparkncp;slocal;nparcopro;ncp;catpro2;catpro2txt;catpro3;catpropro2;catproges2;locprop;locproptxt;split_uf;nparloc;nvecteur;ncontour;rnb_id_l;rnb_n;rnb_emp;idcopro;num_immat;date_immat;date_lastm;last_syndi;admin_prov;syndic_pro;idtup_2;source;typeapp;copro_tup;copro_ff;commune;dep;nepci;nom_epci;an_const;nbat_cop;nlocal_cop;nlogh_cop;slocal_2;slogh;nloghmais_2;nloghappt_2;nrp;nrplp;nrpls;nrppo;nrpa;nrs;nmeub;nnr;nloghvac_2;nloghvac2a_2;nloghvac5a_2;nb_t1;nb_t2;nb_t3;nb_t4;nb_t5;n_pers_mor;nprop;nproplog;nlogh_prop;lovac;lovac_5a;translogh8;tr_appt8a;ind_marche;ndpemais;ndpemaisfg;ndpeappt;ndpeapptfg;dpe_imm_l;typ_syndic;repre_lega;code_ape;com_rl;mandat;dfinmandat;nom_usage;adress_ref;ad_compl1;ad_compl2;ad_compl3;nb_adr_com;date_reg;res_servic;syndic_coo;syndic_p_s;immat_p;nb_asl;nb_aful;nb_unions;tot_lots;lots_hbc;lots_hab;lots_stat;ar_sante;ar_perilpc;ar_equipc;p_constr;insee_com;prefixe;section_c;num_parcel;insee_com1;prefixe1;section1;num_parc_1;insee_com2;prefixe2;section2;num_parc_2;nb_parcell;mdt_ah_en_;ordo_caren;exe_compta;deb_exe_co;fin_exe_co;dte_ag_cpt;charge_ope;charge_tr_;dette_four;dette_copr;nb_copro_3;mont_trava;employe_sy;an_fin_con;dpe_a;dpe_b;dpe_c;dpe_d;dpe_e;dpe_f;dpe_g;dpe_indet;typchauffa;chauf_urba;nrj_non_ur;pluri_trav;date_pluri;ind_risque;tx_fiab_do;nb_ascensc;ident_ign;nlogement;anciennete;hori_vert;part_loc;idpar_l_2;idbat_l;multimill;rnb_id_l_2;rnb_n_2;rnb_emp_2;geom_rnic_;geom_rnic1;geom_ff_x;geom_ff_y;ref_geom_x;ref_geom_y;immat;abssynd_2a;abs_miseaj;pres_adpro;carence;mand_ad_ho;syndic_sec;pres_asl;pres_aful;struc_emp;syndbene_2;part_log;log_min;domi_loc;part_hlm;domi_hlm;prop_80a;prop_80a_3;pb_extd;pb_extd50;part_sci;part_sci_3;prop_30a;prop_30a_3;pdeb3_prop;deb3_prop;evol_deb3;p_impayes_;impayes_bu;evol_impay;p_dette_fo;dette_fo_1;char_chauf;char_cha_1;char_haut;part_vac_5;vac5a_5;part_vente;rotation;decrochage;adjudi;adjudi_3;copro_qpv;ppom_25;part_acc_a;part_acc_1;psurocc_le;surocc_leg;po_80a;po_80a50;part_all;part_all_5;pres_arr;cons_all;pres_dpeba;dpelogfg_1;nmediocre_2;pres_cc_7_;note_gest;note_finan;note_march;note_occup;note_bati;note_glob;nature_fra;nb_ind_glo;nb_ind_ges;nb_ind_fin;nb_ind_mar;nb_ind_occ;nb_ind_bat;classe_fra;st_area(shape);st_perimeter(shape);energieurbs;dpeurbs;inscription_cc;date_insc_cc;acte_sare_cc;a1_cc;a2_cc;a4_cc;sare_recent_cc;energie;dpe;concat_dpe_r;x;y
"7 716";930100000V0018;93010*00279;"[""93010*00279""]";93010;BONDY;93;PDLMP;"2";"[""930100000V0018"",""930100000V0019""]";"733";CL;"1 967";"1 967";"1 967";"1 967";"2";"733";13;SOL;"733";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"733";"35";"0";"0";"0";"0";"0";"26";"0";DEPENDANCE;"4";"9";"0";"9";"9";"401";"0";"1";"0";"2";"6";"0";"0";"0";"0";"0";"0";"268";"0";"0";"0";"0";"0";"669";"2";"19";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"2";"2";"2";"[""AP3SCZ9YCWYK"",""MNNQAPHTMW1Q"",""WAK6BT593PEC"",""ZDM695WZY2Z8""]";"4";"345";RNC_AD7845878;AD7845878;2018-11-16 00:00:00.0;2024-09-20 00:00:00.0;M Jonathan Marvane;non;non;930100000V0018;Copropriété immatriculée;3_2;"1";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 967";"4";"35";"9";"669";"401";"0";"9";"7";"2";"0";"5";"0";"1";"0";"0";"1";"0";"0";"0";"7";"2";"0";"0";"0";"18";"9";"1";"1";"0";"7";6;-45.67;"0";"0";"7";"6";;bénévole;M Jonathan Marvane;non connu;BONDY;Mandat en cours;2026-03-19 00:00:00.0;CINQ ORMES - 19/21;19-21 r des 5 ormes 93140 BONDY;non connu;non connu;non connu;0;1972-02-09 00:00:00.0;non;non;oui;non connu;0;0;0;36;9;9;18;0;0;0;DE_1961_A_1974;;;;;;;;;;;;;0;non;non connu;non;2023-07-01 00:00:00.0;2024-06-30 00:00:00.0;19/09/2024;22563.0;0.0;382.0;6281.0;2;6752.0;non;non renseigné;0;0;0;0;0;0;0;4;collectif;non;electricite;Non;Sans objet;15;90.0;0;non connu;"9";DE_1961_A_1974;V;"0,286";{930100000V0018,930100000V0019};{930100000V0018A,930100000V0018B,930100000V0018C,930100000V0018D};2_RNIC_FF;AP3SCZ9YCWYK,MNNQAPHTMW1Q,WAK6BT593PEC,ZDM695WZY2Z8;"4";"345";662797.0468725277;6866925.127433618;"662 790,875";"6 866 945,941";"662 797,047";"6 866 925,127";"0";0;0;0;"0";"0";0;0;0;0;0;1;"0";"0";0;"0";"18";"0";"50";"0";"0";"0";"12";"0";0.1111111111111111;0;0;0.27837610246864335416;0;0;0.01693037273412223552;0;2507.0000000000000000;;0;0;"0";"0,778";"1";1;"0";"0";"0";"0";"-1";"0";"-1";"1";"17";"0";-1;"0";0;"0";"0";"1";"0";"0";"0";0;3.3333333333333335;3.3333333333333335;"5";"1,4";bati;"25";"9";"5";"5";"4";"2";autres;"730,428";"108,501";Fioul;G;;;;;;;;electricite;G;;;
"7 735";930100000V0044;93010*00467;"[""93010*00467""]";93010;BONDY;93;SIMPLE;"1";"[""930100000V0044""]";"298";CL;"1 973";"1 973";"1 973";"1 973";"1";"62";13;SOL;"62";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"62";"10";"0";"0";"0";"0";"0";"8";"0";DEPENDANCE;"2";"2";"0";"2";"2";"155";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"166";"0";"0";"0";"0";"0";"321";"1";"3";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""D3DC59SKFK6F"",""F14ZVEGNR593""]";"2";"169";FF_930100000V0044;;;;;;;930100000V0044;Copropriété non immatriculée;;"0";;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 973";"2";"10";"2";"321";"155";"0";"2";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"2";"2";"1";"0";"0";"0";;;"0";"0";"0";"0";;;;;;;;;25 RUE DU CHALET, BONDY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";DE_1961_A_1974;V;"0";{930100000V0044};{930100000V0044A,930100000V0044B};2_FF;D3DC59SKFK6F,F14ZVEGNR593;"2";"169";;;"662 954,073";"6 866 903,852";"662 954,073";"6 866 903,852";"1";;;;"0";"0";;;;;;1;"0";"0";0;"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;0;"0";"0";"0";;"0";"0";"0";"0";"-1";"-1";"-1";"-1";"0";"0";-1;"-1";;"-1";"0";"0";"0";"0";"3,333";;0;0;"0";"1,304";gestion;"12";"4";"0";"3";"5";"0";autres;"296,171";"79,333";Autre;G;;;;;;;; ;;;;
"7 741";930100000V0050;93010*00491;"[""93010*00491""]";93010;BONDY;93;SIMPLE;"1";"[""930100000V0050""]";"308";CL;"1 910";"1 910";"1 910";"1 910";"1";"75";13;SOL;"75";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"75";"4";"0";"0";"0";"0";"0";"0";"0";APPARTEMENT;"1";"4";"0";"4";"4";"144";"0";"1";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"144";"1";"5";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""CN81C5TZNH1S""]";"1";"106";RNC_AG8158032;AG8158032;2021-04-21 00:00:00.0;2021-04-21 00:00:00.0;non connu;non connu;non connu;930100000V0050;Copropriété immatriculée;1_1;"1";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 910";"1";"4";"4";"144";"144";"0";"4";"3";"0";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"4";"0";"0";"0";"0";"4";"4";"1";"1";"0";"2";2;-48.00;"0";"0";"2";"1";;non connu;non connu;non connu;non connu;Pas de mandat en cours;non connu;13 rue du Chalet;13 r du chalet 93140 Bondy;non connu;non connu;non connu;0;1988-06-15 00:00:00.0;non;non connu;oui;non connu;0;0;0;10;4;4;0;0;0;0;NON_CONNUE;93010;000;0V;0050;;;;;;;;;1;non;non connu;non renseigné;non connu;non connu;non connu;;;;;;;non renseigné;non renseigné;0;0;0;0;0;0;0;1;non renseigné;non renseigné;non renseigné;Non renseigné;Non renseigné;non connu;non connu;0;ADRNIVX_0000000268259887;"4";AVANT_1949;V;"0";{930100000V0050};{930100000V0050A};2_RNIC_FF;CN81C5TZNH1S;"1";"106";662950.7716462349;6866843.1866286965;"662 934,861";"6 866 847,042";"662 950,772";"6 866 843,187";"0";1;1;;"0";"0";0;0;0;0;;1;"0";"0";0;"0";"0";"0";"0";"0";"0";"0";"25";"0";;;;;;;;;;;;0;"0";"0,5";"1";1;"0";"0";"0";"0";"-1";"-1";"-1";"-1";"0";"0";-1;"-1";0;"-1";"0";"1";"0";"0";"3,529";;3.3333333333333335;0;"5";"2,895";bati;"19";"7";"0";"5";"5";"2";a surveiller;"307,754";"81,332";Electricité;E;;;;;;;;electricite;E;;;
"7 747";930100000V0056;93010*00099;"[""93010*00099""]";93010;BONDY;93;SIMPLE;"1";"[""930100000V0056""]";"318";CL;"1 959";"1 960";"1 959";"1 960";"1";"115";13;SOL;"115";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"115";"3";"0";"0";"0";"0";"0";"0";"0";MAISON;"2";"3";"3";"0";"3";"143";"87";"3";"0";"0";"0";"0";"0";"3";"2";"1";"0";"0";"0";"0";"0";"0";"0";"230";"1";"3";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""JWT8GYZ71QAM"",""QV8QKHF9NZGV""]";"2";"148";FF_930100000V0056;;;;;;;930100000V0056;Copropriété non immatriculée;;"0";;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 959";"2";"3";"3";"230";"230";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"2";"2";"2";"0";"0";"0";"1";"0";"2";"2";"1,5";"3";"2";"0";;;"0";"0";"0";"0";;;;;;;;;3 B RUE DU CHALET, BONDY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3";DE_1949_A_1960;H;"0";{930100000V0056};{930100000V0056A,930100000V0056B};2_FF;JWT8GYZ71QAM,QV8QKHF9NZGV;"2";"148";;;"662 915,622";"6 866 790,362";"662 915,622";"6 866 790,362";"1";;;;"0";"0";;;;;;1;"0";"0";0;"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;0.6666666666666666;"1";"0";"0";;"0";"0";"0";"0";"-1";"-1";"-1";"-1";"0";"0";-1;"-1";;"-1";"0";"0";"1";"1";"5";;3.3333333333333335;0;"0";"3,571";gestion;"7";"3";"0";"3";"1";"0";présumée fragile;"318,784";"83,291";Fioul;G;;;;;;;; ;;;;
"7 751";930100000V0060;93010*00045;"[""93010*00045""]";93010;BONDY;93;SIMPLE;"1";"[""930100000V0060""]";"158";CL;"1 927";"2 014";"1 927";"2 014";"1";"158";13;SOL;"158";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"158";"2";"0";"0";"0";"0";"0";"0";"0";MAISON;"2";"2";"2";"0";"2";"145";"41";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"186";"1";"3";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""AE1G32F8S4BT""]";"1";"127";FF_930100000V0060;;;;;;;930100000V0060;Copropriété non immatriculée;;"0";;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 927";"2";"2";"2";"186";"186";"2";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"2";"2";"1";"0";"0";"0";;;"0";"0";"0";"0";;;;;;;;;143 AV HENRI BARBUSSE, BONDY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";AVANT_1949;H;"0";{930100000V0060};{930100000V0060A,930100000V0060B};2_FF;AE1G32F8S4BT;"1";"127";;;"662 918,598";"6 866 767,385";"662 918,598";"6 866 767,385";"1";;;;"0";"0";;;;;;1;"0";"0";0;"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;0;"0";"0";"0";;"0";"0";"0";"0";"-1";"-1";"-1";"-1";"0";"0";-1;"-1";;"-1";"0";"0";"0";"0";"3,333";;0;0;"0";"1,304";gestion;"12";"4";"0";"3";"5";"0";autres;"159,354";"51,296";Gaz;D;;;;;;;; ;;;;
"7 791";930100000V0116;93010*00105;"[""93010*00105""]";93010;BONDY;93;SIMPLE;"1";"[""930100000V0116""]";"304";CL;"1 920";"1 920";"1 920";"1 920";"1";"304";13;SOL;"304";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"304";"2";"0";"0";"0";"0";"0";"0";"0";MAISON;"1";"2";"2";"0";"2";"97";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"97";"1";"3";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""15MNF8NYGZX4"",""28SPRT795M8R"",""9Q7DNXKA6P4T"",""EFHCAGDZNR8F"",""KM2YN522WW1Z""]";"5";"130";FF_930100000V0116;;;;;;;930100000V0116;Copropriété non immatriculée;;"0";;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 920";"1";"2";"2";"97";"97";"2";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1";"2";"2";"1";"0";"0";"1";;;"0";"0";"0";"0";;;;;;;;;25 RUE DES CINQ ORMES, BONDY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";AVANT_1949;H;"0";{930100000V0116};{930100000V0116A};2_FF;15MNF8NYGZX4,28SPRT795M8R,9Q7DNXKA6P4T,EFHCAGDZNR8F,KM2YN522WW1Z;"5";"130";;;"662 802,192";"6 866 965,996";"662 802,192";"6 866 965,996";"1";;;;"0";"0";;;;;;1;"0";"0";0;"0";"100";"1";"0";"0";"0,5";"1";"0";"0";;;;;;;;;;;;0;"0";"0,5";"1";;"0";"0";"0";"0";"-1";"-1";"-1";"-1";"100";"1";-1;"-1";;"-1";"0";"0";"0";"0";"5,556";;1.4285714285714286;1.6666666666666667;"0";"3,182";gestion;"12";"4";"0";"4";"4";"0";a surveiller;"306,207";"77,357";Gaz;C;;;;;;;; ;;;;
"7 800";930100000V0132;93010*00572;"[""93010*00572""]";93010;BONDY;93;PDLMP;"2";"[""930100000V0132"",""930100000V0133""]";"1 335";CV;"1 957";"1 957";"1 957";"1 957";"2";"1 335";13;SOL;"1 335";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1 335";"147";"17";"17";"17";"17";"0";"65";"68";MIXTE;"1";"65";"0";"65";"65";"3 186";"0";"5";"0";"60";"0";"0";"0";"1";"0";"0";"0";"195";"1 132";"0";"0";"0";"0";"4 513";"0";"3";G2;PROPRIETE DIVISEE EN LOT;G2c;G2;99;1;MEME COMMUNE;;"2";"2";"2";"[""312PAZYZ6QZJ"",""8F8RK567D938"",""FS72SA9D9T9H""]";"3";"1 183";FF_930100000V0132;;;;;;;930100000V0132;Copropriété non immatriculée;;"0";;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 957";"1";"147";"65";"4 513";"3 186";"0";"65";"60";"0";"60";"0";"0";"0";"0";"0";"5";"0";"0";"17";"23";"17";"8";"0";"0";"2";"1";"65";"5";"0";"0";;;"0";"0";"0";"0";;;;;;;;;43 PL NICOLE NEUBURGER, BONDY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"65";DE_1949_A_1960;V;"1";{930100000V0132,930100000V0133};{930100000V0132N};2_FF;312PAZYZ6QZJ,8F8RK567D938,FS72SA9D9T9H;"3";"1 183";;;"662 738,798";"6 866 940,48";"662 738,798";"6 866 940,48";"1";;;;"0";"0";;;;;;0.7926829268292683;"0";"1";0.9230769230769231;"1";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;0;"0";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;"0";;"0";"0";"0";"0";"0";"8,571";;0;0;"0";"3,529";gestion;"8";"3";"0";"3";"2";"0";présumée fragile;"1 306,824";"296,352";Gaz;E;;;;;;;;gaz;;;;
"7 810";930100000X0012;93010*00089;"[""93010*00089""]";93010;BONDY;93;SIMPLE;"1";"[""930100000X0012""]";"150";CL;"1 924";"1 936";"1 924";"1 936";"1";"150";13;SOL;"150";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"150";"4";"0";"0";"0";"0";"0";"2";"0";MIXTE;"2";"2";"2";"0";"2";"103";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"16";"0";"0";"0";"0";"0";"119";"1";"3";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""VFECWWX33T8Q""]";"1";"94";FF_930100000X0012;;;;;;;930100000X0012;Copropriété non immatriculée;;"0";;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 924";"2";"4";"2";"119";"103";"2";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"2";"2";"1";"1";"0";"0";;;"1";"0";"0";"0";;;;;;;;;20 B RUE DE L AVIATION, BONDY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";AVANT_1949;H;"0";{930100000X0012};{930100000X0012A,930100000X0012B};2_FF;VFECWWX33T8Q;"1";"94";;;"663 062,834";"6 866 898,966";"663 062,834";"6 866 898,966";"1";;;;"0";"0";;;;;;1;"0";"0";0;"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;0;"0";"0";"0";;"0";"0";"0";"0";"-1";"-1";"-1";"-1";"0";"0";-1;"-1";;"-1";"0";"0";"1";"1";"3,333";;0;0;"0";"1,2";gestion;"13";"4";"0";"3";"5";"1";autres;"146,707";"65,697";Gaz;F;;;;;;;; ;;;;
"7 852";930100000X0061;93010*00549;"[""93010*00549""]";93010;BONDY;93;PDLMP;"2";"[""930100000X0061"",""930100000X0165""]";"351";CL;"1 902";"1 902";"1 902";"1 902";"2";"351";13;SOL;"351";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"351";"3";"0";"0";"0";"0";"0";"1";"0";MAISON;"2";"2";"2";"0";"2";"128";"65";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"203";"2";"3";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"2";"2";"2";"[""7BTP25E1PJPQ"",""8CKQJJ8F3G3M""]";"2";"140";FF_930100000X0061;;;;;;;930100000X0061;Copropriété non immatriculée;;"0";;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 902";"2";"3";"2";"203";"193";"2";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"2";"2";"1";"0";"0";"0";;;"0";"0";"0";"0";;;;;;;;;16 ALL MARCEL SEMBAT, BONDY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";AVANT_1949;H;"0";{930100000X0061,930100000X0165};{930100000X0061A,930100000X0061B};2_FF;7BTP25E1PJPQ,8CKQJJ8F3G3M;"2";"140";;;"663 126,693";"6 866 929,66";"663 126,693";"6 866 929,66";"1";;;;"0";"0";;;;;;1;"0";"0";0;"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;0;"0";"0";"0";;"0";"0";"0";"1";"-1";"-1";"-1";"-1";"0";"0";-1;"-1";;"-1";"0";"0";"0";"0";"3,333";;0;2.5;"0";"2,174";gestion;"12";"4";"0";"3";"5";"0";autres;"351,955";"81,58";Electricité;E;;;;;;;;electricite;;;;
"7 882";930100000X0100;93010*00197;"[""93010*00197""]";93010;BONDY;93;SIMPLE;"1";"[""930100000X0100""]";"341";CL;"1 926";"1 926";"1 926";"1 926";"2";"53";13;SOL;"53";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"53";"10";"0";"0";"0";"0";"0";"4";"0";APPARTEMENT;"1";"6";"0";"6";"6";"201";"0";"0";"0";"4";"2";"0";"0";"0";"0";"0";"0";"49";"0";"0";"0";"0";"0";"250";"1";"6";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""1RJ1BW2S7HTK"",""4BBKG1ACQX49""]";"2";"143";RNC_AH3867066;AH3867066;2022-02-28 00:00:00.0;2022-03-15 00:00:00.0;SYNDIC ONE 82091825800014;non;non;930100000X0100;Copropriété immatriculée;3_2;"1";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 926";"1";"10";"6";"250";"201";"0";"6";"5";"4";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"5";"1";"0";"0";"1";"5";"5";"1,2";"0";"0";"1";0;;"0";"0";"3";"2";;professionnel;SYNDIC ONE 82091825800014;6832A;WASQUEHAL;Mandat en cours;2024-09-30 00:00:00.0;34 allée alice;34 all alice 93140 Bondy;non connu;non connu;non connu;0;1970-01-16 00:00:00.0;non;non;oui;non connu;0;0;0;13;11;6;0;0;0;0;AVANT_1949;;;;;;;;;;;;;0;non;non connu;non;2020-01-01 00:00:00.0;2020-12-31 00:00:00.0;31/01/2022;8765.0;0.0;0.0;0.0;0;0.0;non;non renseigné;0;0;0;0;0;0;0;3;individuel;non renseigné;non renseigné;Non renseigné;Non renseigné;non connu;non connu;0;ADRNIVX_0000000268258272;"6";AVANT_1949;V;"0,8";{930100000X0100};{930100000X0100A};2_RNIC_FF;1RJ1BW2S7HTK,4BBKG1ACQX49;"2";"143";663172.82597451;6866933.511132006;"663 189,244";"6 866 928,948";"663 172,826";"6 866 933,511";"0";0;1;0;"0";"0";0;0;0;0;0;1;"0";"0";0;"0";"0";"0";"25";"1";"0";"0";"0";"0";0;0;0;0.00000000000000000000;0;0;0.00000000000000000000;0;;796.8181818181818182;0;0;"0";"0,167";"0";;"1";"1";"0";"1";"-1";"0";"-1";"0";"0";"0";-1;"0";0;"0";"0";"1";"0";"0";"2,381";0;4.285714285714286;2.5;"5";"2,4";bati;"25";"9";"5";"4";"5";"2";autres;"339,307";"87,503";Electricité;E;;;;;;;;electricite;E;;;
"7 883";930100000X0102;93010*00439;"[""93010*00439""]";93010;BONDY;93;SIMPLE;"1";"[""930100000X0102""]";"338";CL;"1 940";"1 940";"1 940";"1 940";"1";"338";13;SOL;"338";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"338";"2";"0";"0";"0";"0";"0";"0";"0";MAISON;"1";"2";"2";"0";"2";"137";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"137";"1";"3";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""B423E7RS3X6D"",""FA48TNNACFC1""]";"2";"115";RNC_AF7929789;AF7929789;2019-12-10 00:00:00.0;2019-12-10 00:00:00.0;non connu;non connu;non connu;930100000X0102;Copropriété immatriculée;1_1;"1";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 940";"1";"2";"2";"137";"137";"2";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"2";"2";"1";"0";"0";"1";0;;"0";"0";"0";"0";;non connu;non connu;non connu;non connu;Pas de mandat en cours;non connu;SDC 40 ALLEE ALICE;40 all alice 93140 Bondy;non connu;non connu;non connu;0;1977-01-24 00:00:00.0;non;non connu;oui;non connu;;;;2;2;2;0;0;0;0;non renseigné;93010;000;0X;0102;;;;;;;;;1;non;non connu;non renseigné;non connu;non connu;non connu;;;;;;;non renseigné;non renseigné;0;0;0;2;0;0;0;0;non renseigné;non renseigné;non renseigné;Non renseigné;Non renseigné;non connu;non connu;;ADRNIVX_0000000268258277;"2";AVANT_1949;H;"0";{930100000X0102};{930100000X0102A};2_RNIC_FF;B423E7RS3X6D,FA48TNNACFC1;"2";"115";663181.0055244905;6866963.149978842;"663 197,944";"6 866 963,339";"663 181,006";"6 866 963,15";"0";1;1;;"0";"0";0;;;;;1;"0";"0";0;"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;0;"0";"0,5";"1";;"0";"0";"0";"1";"-1";"-1";"-1";"-1";"0";"0";-1;"-1";0;"-1";"0";"0";"0";"0";"4";;1.4285714285714286;2.5;"0";"2,813";gestion;"16";"6";"0";"4";"5";"1";a surveiller;"338,17";"87,527";Gaz;F;;;;;;;;gaz;;;;
