objectid;idtup;idprocpte;idprocpt_l;idcom;idcomtxt;ccodep;typetup;npar;idpar_l;dcntpa;ctpdl;jannatmin;jannatmax;jannatminh;jannatmaxh;nsuf;ssuf;cgrnumd;cgrnumdtxt;dcntarti;dcntnaf;dcnt01;dcnt02;dcnt03;dcnt04;dcnt05;dcnt06;dcnt07;dcnt08;dcnt09;dcnt10;dcnt11;dcnt12;dcnt13;nlocal;nloccom;nloccomrdc;nloccomter;ncomtersd;nloccomsec;nlocdep;nlocburx;tlocdomin;nbat;nlogh;nloghmais;nloghappt;npevph;stoth;stotdsueic;nloghvac;nloghmeu;nloghloue;nloghpp;nloghautre;nloghnonh;nloghvac2a;nloghvac5a;nmediocre;nloghlls;stotd;sprincp;ssecp;ssecncp;sparkp;sparkncp;slocal;nparcopro;ncp;catpro2;catpro2txt;catpro3;catpropro2;catproges2;locprop;locproptxt;split_uf;nparloc;nvecteur;ncontour;rnb_id_l;rnb_n;rnb_emp;idcopro;num_immat;date_immat;date_lastm;last_syndi;admin_prov;syndic_pro;idtup_2;source;typeapp;copro_tup;copro_ff;commune;dep;nepci;nom_epci;an_const;nbat_cop;nlocal_cop;nlogh_cop;slocal_2;slogh;nloghmais_2;nloghappt_2;nrp;nrplp;nrpls;nrppo;nrpa;nrs;nmeub;nnr;nloghvac_2;nloghvac2a_2;nloghvac5a_2;nb_t1;nb_t2;nb_t3;nb_t4;nb_t5;n_pers_mor;nprop;nproplog;nlogh_prop;lovac;lovac_5a;translogh8;tr_appt8a;ind_marche;ndpemais;ndpemaisfg;ndpeappt;ndpeapptfg;dpe_imm_l;typ_syndic;repre_lega;code_ape;com_rl;mandat;dfinmandat;nom_usage;adress_ref;ad_compl1;ad_compl2;ad_compl3;nb_adr_com;date_reg;res_servic;syndic_coo;syndic_p_s;immat_p;nb_asl;nb_aful;nb_unions;tot_lots;lots_hbc;lots_hab;lots_stat;ar_sante;ar_perilpc;ar_equipc;p_constr;insee_com;prefixe;section_c;num_parcel;insee_com1;prefixe1;section1;num_parc_1;insee_com2;prefixe2;section2;num_parc_2;nb_parcell;mdt_ah_en_;ordo_caren;exe_compta;deb_exe_co;fin_exe_co;dte_ag_cpt;charge_ope;charge_tr_;dette_four;dette_copr;nb_copro_3;mont_trava;employe_sy;an_fin_con;dpe_a;dpe_b;dpe_c;dpe_d;dpe_e;dpe_f;dpe_g;dpe_indet;typchauffa;chauf_urba;nrj_non_ur;pluri_trav;date_pluri;ind_risque;tx_fiab_do;nb_ascensc;ident_ign;nlogement;anciennete;hori_vert;part_loc;idpar_l_2;idbat_l;multimill;rnb_id_l_2;rnb_n_2;rnb_emp_2;geom_rnic_;geom_rnic1;geom_ff_x;geom_ff_y;ref_geom_x;ref_geom_y;immat;abssynd_2a;abs_miseaj;pres_adpro;carence;mand_ad_ho;syndic_sec;pres_asl;pres_aful;struc_emp;syndbene_2;part_log;log_min;domi_loc;part_hlm;domi_hlm;prop_80a;prop_80a_3;pb_extd;pb_extd50;part_sci;part_sci_3;prop_30a;prop_30a_3;pdeb3_prop;deb3_prop;evol_deb3;p_impayes_;impayes_bu;evol_impay;p_dette_fo;dette_fo_1;char_chauf;char_cha_1;char_haut;part_vac_5;vac5a_5;part_vente;rotation;decrochage;adjudi;adjudi_3;copro_qpv;ppom_25;part_acc_a;part_acc_1;psurocc_le;surocc_leg;po_80a;po_80a50;part_all;part_all_5;pres_arr;cons_all;pres_dpeba;dpelogfg_1;nmediocre_2;pres_cc_7_;note_gest;note_finan;note_march;note_occup;note_bati;note_glob;nature_fra;nb_ind_glo;nb_ind_ges;nb_ind_fin;nb_ind_mar;nb_ind_occ;nb_ind_bat;classe_fra;st_area(shape);st_perimeter(shape);energieurbs;dpeurbs;inscription_cc;date_insc_cc;acte_sare_cc;a1_cc;a2_cc;a4_cc;sare_recent_cc;energie;dpe;concat_dpe_r;x;y
"9 034";93010000AK0001;93010*00323;"[""93010*00323""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AK0001""]";"272";CL;"1 977";"1 977";"1 977";"1 977";"1";"272";13;SOL;"272";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"272";"14";"0";"0";"0";"0";"0";"9";"0";DEPENDANCE;"1";"5";"0";"5";"5";"248";"0";"0";"0";"4";"1";"0";"0";"0";"0";"0";"0";"68";"0";"0";"0";"0";"0";"316";"1";"6";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;2;MEME DEPARTEMENT;;"1";"1";"1";"[""STZQPB3RKJV9""]";"1";"181";RNC_AE0795740;AE0795740;2018-12-13 00:00:00.0;2022-05-31 00:00:00.0;SOCIETE DE GERANCE RICHELIEU 60205776200034;non connu;non connu;93010000AK0001;Plusieurs copropriétés immatriculées;1_1;"2";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 977";"1";"14";"5";"316";"248";"0";"5";"5";"4";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1";"2";"0";"1";"5";"5";"1";"0";"0";"1";2;-24.00;"0";"0";"0";"0";;non connu;non connu;non connu;non connu;Pas de mandat en cours;2023-06-10 00:00:00.0;SDC Le Chêne Rond;129 av carnot 93140 Bondy;27 r edouard vaillant 93140 Bondy;non connu;non connu;1;1975-07-01 00:00:00.0;non;non;oui;non connu;0;0;0;15;5;5;5;0;0;0;DE_1975_A_1993;93010;000;AK;0001;;;;;;;;;1;non;non connu;non;2020-04-01 00:00:00.0;2021-03-31 00:00:00.0;11/03/2022;8851.0;64.0;0.0;554.0;1;879.0;non;non renseigné;0;0;0;0;0;0;0;1;individuel;non renseigné;non renseigné;Non renseigné;Non renseigné;non connu;non connu;0;ADRNIVX_0000000268267044;"5";DE_1975_A_1993;V;"0,8";{93010000AK0001};{93010000AK0001A};2_RNIC;STZQPB3RKJV9;"1";"181";661871.9654857441;6866387.036865064;"661 880,046";"6 866 388,218";"661 871,965";"6 866 387,037";"0";1;1;;"0";"0";0;0;0;0;;1;"0";"0";0;"0";"0";"0";"67";"0";"0";"0";"25";"0";0.2;0;0;0.06214245653393157600;0;0;0.00000000000000000000;0;;1770.2000000000000000;1;0;"0";"0,2";"0";;"0";"0";"0";"0";"-1";"0";"-1";"0";"0";"0";-1;"0";0;"0";"0";"0";"0";"0";"5";1;0;0;"0";"2,593";gestion;"13";"5";"5";"1";"1";"1";a surveiller;"270,354";"65,35";Electricité;E;;;;;;;;electricite;;;;
"9 038";93010000AK0005;93010*00153;"[""93010*00153""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AK0005""]";"494";CL;"1 911";"1 911";"1 911";"1 911";"1";"494";13;SOL;"494";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"494";"12";"0";"0";"0";"0";"0";"6";"0";MIXTE;"1";"6";"0";"6";"6";"365";"0";"1";"0";"2";"3";"0";"0";"0";"0";"0";"0";"54";"0";"0";"0";"0";"0";"419";"1";"7";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;3;MEME REGION;;"1";"1";"1";"[""ZKZZ15YAB8N7""]";"1";"165";RNC_AC5659941;AC5659941;2018-05-24 00:00:00.0;2022-08-26 00:00:00.0;ATM SARL 34863116900045;non;non;93010000AK0005;Copropriété immatriculée;1_1;"1";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 911";"1";"12";"6";"419";"365";"0";"6";"5";"2";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"6";"0";"0";"0";"6";"6";"1";"1";"0";"0";0;;"1";"1";"4";"0";;professionnel;ATM SARL 34863116900045;6832A;BONDY;Mandat en cours;2024-12-28 00:00:00.0;123 CARNOT;123 av carnot 93140 Bondy;non connu;non connu;non connu;0;1953-02-11 00:00:00.0;non;non;oui;non connu;0;0;0;6;6;6;0;0;0;0;NON_CONNUE;93010;000;AK;0005;;;;;;;;;1;non;non connu;non;2021-05-01 00:00:00.0;2022-04-30 00:00:00.0;16/06/2022;8721.0;8213.0;617.0;379.0;1;534.0;non;non renseigné;0;0;0;0;0;0;0;1;individuel;non renseigné;non renseigné;Non renseigné;Non renseigné;non connu;non connu;0;ADRNIVX_0000000268266328;"6";AVANT_1949;V;"0,4";{93010000AK0005};{93010000AK0005A};2_RNIC_FF;ZKZZ15YAB8N7;"1";"165";661882.9662635744;6866420.880865928;"661 896,231";"6 866 417,463";"661 882,966";"6 866 420,881";"0";0;1;0;"0";"0";0;0;0;0;0;1;"0";"0";0;"0";"17";"0";"50";"0";"0";"0";"0";"0";0.16666666666666666;0;0;0.02238100862170780678;0;0;0.03643557340262194402;0;;1453.5000000000000000;0;0;"0";"0";"0";;"0";"0";"0";"0";"-1";"0";"-1";"0";"0";"0";-1;"0";0;"0";"0";"1";"0";"0";"1,429";0;0;0;"5";"1";bati;"25";"9";"5";"4";"5";"2";autres;"494,258";"90,987";Gaz;D;;;;;;;;gaz;D;;;
"9 042";93010000AK0010;93010*00209;"[""93010*00209""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AK0010""]";"2 981";CL;"0";"0";"0";"0";"1";"2 981";13;SOL;"2 981";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2 981";"176";"2";"2";"2";"2";"0";"129";"8";DEPENDANCE;"3";"45";"0";"45";"45";"2 556";"0";"9";"0";"13";"21";"2";"0";"1";"0";"0";"0";"802";"341";"0";"0";"0";"0";"3 699";"1";"56";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""2ZZPCDRXHRG8"",""N9C3NNBB6RRR"",""ZCAYC2VKS6H7""]";"3";"1 200";RNC_AB4295309;AB4295309;2017-11-10 00:00:00.0;2024-02-23 00:00:00.0;ATM SARL 34863116900045;non connu;non connu;93010000AK0010;Copropriété immatriculée;3_2;"1";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"0";"3";"176";"45";"3 699";"2 556";"0";"45";"34";"13";"0";"19";"2";"2";"0";"0";"9";"1";"0";"2";"15";"28";"0";"0";"1";"55";"43";"1,047";"9";"0";"13";0;;"0";"0";"9";"1";;non connu;non connu;non connu;non connu;Pas de mandat en cours;2023-09-26 00:00:00.0;SDC 119/121 AVENUE CARNOT;119-121 av carnot 93140 Bondy;non connu;non connu;non connu;0;1963-02-12 00:00:00.0;non;non;oui;;0;0;0;196;53;45;45;0;0;0;DE_1961_A_1974;;;;;;;;;;;;;0;non;non connu;non;2022-04-01 00:00:00.0;2023-03-31 00:00:00.0;02/10/2023;111057.0;13100.0;40692.0;14850.0;8;29735.0;non;non renseigné;0;0;0;0;0;0;0;2;collectif;non;gaz_naturel;Non renseigné;Non renseigné;non connu;non connu;1;non connu;"45";DE_1961_A_1974;V;"0,382";{93010000AK0010};{93010000AK001001,93010000AK001002,93010000AK0010A};2_RNIC_FF;2ZZPCDRXHRG8,N9C3NNBB6RRR,ZCAYC2VKS6H7;"3";"1 200";661890.9485440443;6866452.854340393;"661 909,571";"6 866 457,325";"661 890,949";"6 866 452,854";"0";0;0;;"0";"0";0;0;0;0;;0.9574468085106383;"0";"0";0;"0";"19";"0";"46";"1";"0,022";"0";"4";"0";0.14545454545454545;0;0;0.11960662709311597413;0;0;0.32774632119010607537;0;2057.6792452830188679;;0;0;"0";"0,289";"0";;"0";"0";"0";"0";"-1";"0";"-1";"0";"33";"1";-1;"0";0;"0";"0";"0";"0";"0";"1,053";0;0;1.25;"0";"0,625";occup;"24";"8";"5";"4";"5";"2";autres;"2 986,117";"306,092";Gaz;F;;;;;;;;gaz;F;;;
"9 043";93010000AK0032;93010*00111;"[""93010*00111""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AK0032""]";"263";CL;"1 923";"1 923";"1 923";"1 923";"1";"65";13;SOL;"65";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65";"4";"0";"0";"0";"0";"0";"2";"0";MIXTE;"1";"2";"0";"2";"2";"106";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"45";"0";"0";"0";"0";"0";"151";"1";"3";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""BF43YYK3Y3A3""]";"1";"69";FF_93010000AK0032;;;;;;;93010000AK0032;Copropriété non immatriculée;;"0";;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 923";"1";"4";"2";"151";"106";"0";"2";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"2";"2";"1";"0";"0";"0";;;"0";"0";"0";"0";;;;;;;;;57 RUE EDOUARD VAILLANT, BONDY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";AVANT_1949;V;"0";{93010000AK0032};{93010000AK0032A};2_FF;BF43YYK3Y3A3;"1";"69";;;"662 031,765";"6 866 358,454";"662 031,765";"6 866 358,454";"1";;;;"0";"0";;;;;;1;"0";"0";0;"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;0;"0";"0";"0";;"0";"0";"0";"0";"-1";"-1";"-1";"-1";"0";"0";-1;"-1";;"-1";"0";"0";"0";"0";"3,333";;0;0;"0";"1,304";gestion;"12";"4";"0";"3";"5";"0";autres;"264,895";"76,014";Autre;D;;;;;;;; ;;;;
"9 045";93010000AK0012;93010*00795;"[""93010*00795""]";93010;BONDY;93;PDLMP;"4";"[""93010000AK0012"",""93010000AK0013"",""93010000AK0125"",""93010000AK0136""]";"2 738";CLV;"2 017";"2 017";"2 017";"2 017";"4";"2 738";13;SOL;"2 738";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2 738";"180";"0";"0";"0";"0";"0";"80";"0";APPARTEMENT;"3";"100";"0";"100";"100";"5 982";"113";"6";"0";"77";"16";"1";"0";"2";"1";"0";"72";"960";"0";"0";"0";"0";"0";"7 055";"4";"51";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;4;FRANCE METROPOLITAINE;;"4";"4";"4";"[""F63KDDTGDVSQ""]";"1";"1 585";RNC_AF6629737;AF6629737;2019-10-31 00:00:00.0;2019-10-24 00:00:00.0;ATM SARL 34863116900045;non connu;non connu;93010000AK0012;Copropriété immatriculée;3_2;"1";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"2 017";"3";"180";"100";"7 055";"6 095";"0";"100";"93";"31";"46";"15";"1";"1";"0";"0";"6";"2";"1";"1";"33";"36";"29";"1";"0";"50";"50";"2";"9";"2";"0";0;;"0";"0";"54";"0";C;non connu;non connu;non connu;non connu;Pas de mandat en cours;2023-06-30 00:00:00.0;SDC COEUR BONDY;111 av carnot 93140 Bondy;103 av carnot 93140 Bondy;non connu;non connu;1;2016-06-24 00:00:00.0;oui;non;oui;non connu;0;0;0;69;28;28;41;0;0;0;A_COMPTER_DE_2011;;;;;;;;;;;;;0;non;non connu;non;2018-01-01 00:00:00.0;2018-12-31 00:00:00.0;18/03/2019;54854.0;0.0;14205.0;6935.0;13;0.0;non;2015;0;0;0;0;0;0;0;1;collectif;oui;non renseigné;Non renseigné;Non renseigné;non connu;non connu;1;non connu;"100";A_COMPTER_DE_2011;V;"0,828";{93010000AK0012,93010000AK0013,93010000AK0125,93010000AK0136};{93010000AK0012A,93010000AK0012B,93010000AK0012C};2_RNIC_FF;F63KDDTGDVSQ;"1";"1 585";661905.4746481061;6866498.796161657;"661 931,733";"6 866 489,649";"661 905,475";"6 866 498,796";"0";1;1;;"0";"0";0;0;0;0;;1;"0";"0";0.46;"0";"0";"0";"35";"1";"0";"0";"8";"0";0.26;1;0;0.12642651401903234039;0;0;0.25896014875852262369;1;1887.6428571428571429;;0;0.01;"0";"0";"0";;"0";"0";"0";"0";"-1";"0";"-1";"0";"0";"0";0.053763440860215055;"0";0;"0";"0";"0";"0";"0";"4,211";3;0;0;"0";"2,292";gestion;"24";"8";"5";"4";"4";"3";autres;"2 740,71";"209,644";Gaz;C;;;;;;;;gaz;C;;;
"9 046";93010000AK0014;93010*00215;"[""93010*00215""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AK0014""]";"274";CL;"1 933";"1 933";"1 933";"1 933";"2";"152";13;SOL;"152";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"152";"4";"0";"0";"0";"0";"0";"1";"0";APPARTEMENT;"1";"3";"0";"3";"3";"216";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"220";"1";"4";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""E6VYNAM4WW91""]";"1";"107";RNC_AF0819680;AF0819680;2019-04-20 00:00:00.0;2024-02-14 00:00:00.0;ATM SARL 34863116900045;non;non;93010000AK0014;Copropriété immatriculée;2;"1";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 933";"1";"4";"3";"220";"216";"0";"3";"3";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"3";"3";"1";"0";"0";"1";1;-26.00;"0";"0";"3";"0";;professionnel;ATM SARL 34863116900045;6832A;BONDY;Mandat en cours;2024-10-26 00:00:00.0;103 avenue Carnot 93140 BONDY;103 av carnot 93140 Bondy;non connu;non connu;non connu;0;2017-07-03 00:00:00.0;non;non;oui;non connu;0;1;0;46;28;28;18;0;0;0;A_COMPTER_DE_2011;93010;000;AK;0136;93010;000;AK;0125;93010;000;AK;0013;4;non;non connu;non;2022-01-01 00:00:00.0;2022-12-31 00:00:00.0;05/12/2023;70436.0;0.0;52780.0;22529.0;18;0.0;non;2017;0;0;0;0;0;0;0;1;individuel;non renseigné;non renseigné;Non;Sans objet;non connu;non connu;1;non connu;"3";AVANT_1949;V;"0,667";{93010000AK0014};{93010000AK0014A};2_RNIC_FF;E6VYNAM4WW91;"1";"107";661920.0738404712;6866544.737554513;"661 928,779";"6 866 532,76";"661 920,074";"6 866 544,738";"0";0;0;0;"0";"0";0;0;1;1;0;1;"0";"0";0;"0";"0";"0";"0";"1";"0";"0";"0";"0";6;1;;0.31985064455676074735;1;;0.74933272758248622863;1;;2444.1428571428571429;1;0;"0";"0,333";"1";1;"0";"0";"0";"0";"-1";"-1";"-1";"-1";"0";"0";-1;"-1";0;"-1";"0";"0";"0";"0";"1,905";10;3.3333333333333335;0;"0";"2,979";finan;"24";"9";"4";"5";"4";"2";a surveiller;"276,585";"66,473";Electricité;C;;;;;;;;electricite;;;;
"9 053";93010000AK0021;93010*00155;"[""93010*00155""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AK0021""]";"273";CL;"1 924";"1 924";"1 924";"1 924";"2";"49";13;SOL;"49";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"49";"8";"0";"0";"0";"0";"0";"5";"0";DEPENDANCE;"1";"3";"0";"3";"3";"133";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"0";"168";"1";"4";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""1YQSBNEDK532"",""AR5SH84WD2E6"",""DRMCZ63DJKYF"",""PQ1CAMV8KYWT""]";"4";"115";RNC_AI7223480;AI7223480;2024-06-27 00:00:00.0;2024-06-27 00:00:00.0;non connu;non connu;non connu;93010000AK0021;Copropriété immatriculée;1_1;"1";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 924";"1";"7";"3";"163";"133";"0";"3";"2";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"1";"0";"3";"3";"1";"1";"0";"1";0;;"0";"0";"0";"0";;non connu;non connu;non connu;non connu;Pas de mandat en cours;non connu;sdc 14 Villa Carnot 93140 BONDY;14 Villa Carnot 93140 Bondy;non connu;non connu;non connu;0;1965-04-30 00:00:00.0;non;non connu;oui;non connu;0;0;0;10;4;4;0;0;0;0;AVANT_1949;93010;000;AK;0021;;;;;;;;;1;non;non connu;oui;2024-01-01 00:00:00.0;2024-12-31 00:00:00.0;non connu;;;;;;;non;1928;0;0;0;0;0;1;0;3;non renseigné;non renseigné;non renseigné;Non;Sans objet;non connu;non connu;;Bondy;"3";AVANT_1949;V;"1";{93010000AK0021};{93010000AK0021A};0;1YQSBNEDK532,AR5SH84WD2E6,DRMCZ63DJKYF,PQ1CAMV8KYWT;"4";"115";662010.2695408071;6866513.564532923;"662 005,389";"6 866 500,63";"662 010,27";"6 866 513,565";"0";0;1;;"0";"0";0;0;0;0;;1;"0";"1";0;"0";"0";"0";"50";"0";"0";"0";"0";"0";;;;;;;;;;;;0;"0";"0,333";"1";;"0";"0";"0";"0";"-1";"-1";"-1";"-1";"0";"0";-1;"-1";0;"-1";"0";"0";"0";"0";"3,158";;1.4285714285714286;0;"0";"2,188";gestion;"15";"8";"0";"4";"2";"1";autres;"271,474";"72,897";Autre;G;;;;;;;; ;;;;
"9 067";93010000AK0043;93010*00272;"[""93010*00272""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AK0043""]";"724";CL;"1 923";"1 923";"1 923";"1 923";"2";"724";09;JARDINS;"724";"0";"0";"0";"0";"0";"0";"0";"0";"0";"600";"0";"0";"0";"124";"3";"0";"0";"0";"0";"0";"1";"0";MAISON;"1";"2";"2";"0";"2";"154";"77";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"7";"0";"0";"0";"0";"0";"238";"1";"3";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""G6J6HR6ZG7F9""]";"1";"99";RNC_AI5392394;AI5392394;2024-02-22 00:00:00.0;2024-02-22 00:00:00.0;non connu;non connu;non connu;93010000AK0043;Copropriété immatriculée;1_1;"1";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 923";"1";"3";"2";"238";"231";"2";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"2";"2";"1";"0";"0";"1";0;;"1";"1";"0";"0";;non connu;non connu;non connu;non connu;Pas de mandat en cours;non connu;30 et 30 Bis rue Bordier 93140 BONDY;30 Rue Bordier 93140 Bondy;non connu;non connu;non connu;0;1972-02-22 00:00:00.0;non;non connu;oui;non connu;0;0;0;2;2;2;0;0;0;0;AVANT_1949;93010;000;AK;0043;;;;;;;;;1;non;non connu;oui;non connu;2024-12-31 00:00:00.0;non connu;;;;;;;non;1930;0;0;0;0;0;2;0;0;individuel;non renseigné;non renseigné;Non;Sans objet;non connu;non connu;0;Bondy;"2";AVANT_1949;H;"0";{93010000AK0043};{93010000AK0043A};0;G6J6HR6ZG7F9;"1";"99";662063.6652954891;6866494.310122734;"662 070,847";"6 866 492,929";"662 063,665";"6 866 494,31";"0";0;1;;"0";"0";0;0;0;0;;1;"0";"0";0;"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;0;"0";"0,5";"1";;"0";"0";"0";"0";"-1";"-1";"-1";"-1";"0";"0";-1;"-1";0;"-1";"0";"1";"1";"1";"1,765";;1.4285714285714286;0;"5";"1,765";bati;"17";"7";"0";"4";"4";"2";autres;"671,132";"135,387";Fioul;F;;;;;;;;gaz;F;;;
"9 103";93010000AK0090;93010*00032;"[""93010*00032""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AK0090""]";"549";CL;"1 929";"1 929";"1 929";"1 929";"2";"436";13;SOL;"436";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"436";"14";"0";"0";"0";"0";"0";"7";"0";MIXTE;"1";"7";"0";"7";"7";"275";"0";"1";"0";"5";"1";"0";"0";"1";"0";"2";"0";"38";"0";"0";"0";"0";"0";"313";"1";"8";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""ZPRZ1C4E1V7V""]";"1";"84";RNC_AE2491025;AE2491025;2019-01-16 00:00:00.0;2021-02-22 00:00:00.0;SOGIM SARL 42936632100041;non connu;non connu;93010000AK0090;Copropriété immatriculée;1_1;"1";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 929";"1";"14";"7";"313";"275";"0";"7";"6";"5";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"6";"0";"1";"0";"1";"7";"7";"1";"1";"0";"3";1;-38.00;"0";"0";"3";"1";;non connu;non connu;non connu;non connu;Pas de mandat en cours;2021-09-30 00:00:00.0;RCP CARNOT;63 av carnot 93140 Bondy;non connu;non connu;non connu;0;1963-04-30 00:00:00.0;non;non;oui;non connu;0;0;0;16;7;7;0;0;0;0;DE_1949_A_1960;93010;000;AK;0090;;;;;;;;;1;non;non connu;non;2019-01-01 00:00:00.0;2019-12-31 00:00:00.0;30/09/2020;11221.0;0.0;2808.0;8607.0;3;1097.0;non;non renseigné;0;0;0;0;0;0;0;1;individuel;non renseigné;non renseigné;Non renseigné;Non renseigné;non connu;non connu;0;ADRNIVX_0000000268261723;"7";AVANT_1949;V;"0,833";{93010000AK0090};{93010000AK0090A};2_RNIC_FF;ZPRZ1C4E1V7V;"1";"84";661981.5062576127;6866733.376592155;"662 009,872";"6 866 724,05";"661 981,506";"6 866 733,377";"0";1;1;;"0";"0";0;0;0;0;;1;"0";"0";0;"0";"0";"0";"50";"0";"0,143";"0";"17";"0";0.42857142857142855;1;0;0.76704393547812137956;1;0;0.25024507619641743160;1;;1603.0000000000000000;1;0;"0";"0,429";"1";1;"0";"0";"0";"0";"-1";"1";"-1";"0";"0";"0";-1;"0";0;"0";"0";"1";"2";"1";"3,158";7;3.3333333333333335;1.25;"5";"3,8";finan;"25";"8";"5";"5";"5";"2";présumée fragile;"545,667";"129,988";Mixte (gaz + élec);E;;;;;;;;mixte;E;;;
"9 104";93010000AK0092;93010*00503;"[""93010*00503""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AK0092""]";"303";CL;"1 924";"1 964";"1 924";"1 964";"2";"303";13;SOL;"303";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"303";"2";"0";"0";"0";"0";"0";"0";"0";MAISON;"2";"2";"2";"0";"2";"119";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"119";"1";"3";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""4P6XPJ9NTZSM"",""NQN6MYCA35CZ""]";"2";"111";FF_93010000AK0092;;;;;;;93010000AK0092;Copropriété non immatriculée;;"0";;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 924";"2";"2";"2";"119";"119";"2";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"2";"2";"1";"0";"0";"0";;;"0";"0";"0";"0";;;;;;;;;34 RUE LOUIS AUGUSTE BLANQUI, BONDY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";AVANT_1949;H;"0";{93010000AK0092};{93010000AK0092A,93010000AK0092B};2_FF;4P6XPJ9NTZSM,NQN6MYCA35CZ;"2";"111";;;"661 999,186";"6 866 748,591";"661 999,186";"6 866 748,591";"1";;;;"0";"0";;;;;;1;"0";"0";0;"0";"50";"1";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;0;"0";"0";"0";;"0";"0";"0";"0";"-1";"-1";"-1";"-1";"50";"1";-1;"-1";;"-1";"0";"0";"0";"0";"5,556";;0;1.25;"0";"2,609";gestion;"12";"4";"0";"3";"5";"0";a surveiller;"305,402";"80,269";Fioul;G;;;;;;;;fioul;;;;
