depcom,id_ea,principal,numero,repetition,complement,type_voie,libelle,rivoli,categorie,type,nombre_logements,actualité,numero_permis,commentaire,annee_construction,nombre_immeubles,nombre_niveaux,sous_type,enseigne,lien_cmt,x,y,code_epsg,type_localisation,numero_parcelle,iris,ilot,qp,canton,liste_insee,id_rp,dernier_tirage,echantillon,grp_rotation,datemaj_ea,com_anc_idft,com_sous_categorie,com_statut,com_nb_log,com_nom,com_date_creation,com_date_fermeture,com_capacite,envoi_modif_importante,envoi_commentaire
93010,930100001137157,O,2,,BAT 500,R,GISELE HALIMI,4163,HABIT,23,15,4,PC9301018B0025,MAIRIE 26/10/2023: 5 rue nadia murad = bat 300 400 = 46¶7 rue nadia murad = bat 200 = 26¶7 rue simone veil = bat 100 = 25¶5 rue simone veil = bat 600 = 26 ¶2 rue gisèle halimi = bat 500 = 15        ¶INSEE 06/10/2023: Adresse dont il faut revoir le dégroupement (nombre de logements par adresse + adressage complet des bâtiments).¶Pour rappel, vous indiquiez 'MAIRIE 17/07/2023: dégroupement 7 rue nadia murad, bat 100 (12 BAL) et bat 200 (au 7 toujours) (14 BAL) - bat 300 et 400 (46 BAL) au 2 gisèle Halimi, bat 500 (15 BAL) au 2 g. halimi également, au 5 simone veil bat 600 (26 bal).' ¶¶INSEE 26/04/2023: Îlot C8 : ¶1-3-5-7 rue Simone Veil + 5-7 rue Nadia Murad + 2-4 rue Gisèle Halimi + 1-3 quai Hubertine Auclert. ¶Merci de nous communiquer le dégroupement lorsqu'il sera connu (adresse + bâtiment + nombre de logements).¶MAIRIE 11/04/2023: à revoir dans 6 mois¶MAIRIE 09/12/2022: Idem¶MAIRIE 19/05/2022: idem¶INSEE 23/09/2021: LOT C08 ZAC DES RIVES DE L'OURCQ¶MAIRIE 03/03/2021:  Immeubles en cours de construction¶INSEE 05/09/2019: Création EA suite 1er flux de pc je l'ai plaçe a la ref cadastrale une EA existe déjà merci de la périmer si necessaire .¶MAIRIE 23/06/2020:   Construction en cours,2023,,6,,,1,661807.91780,6867621.26598,2154,MAN,0H0384,108,,,6,O,,,N,,,,,,,,
93010,930100001137158,O,5,,BAT 300-400,R,NADIA MURAD,6600,HABIT,23,46,4,PC9301018B0025,MAIRIE 26/10/2023: 5 rue nadia murad = bat 300 400 = 46¶7 rue nadia murad = bat 200 = 26¶7 rue simone veil = bat 100 = 25¶5 rue simone veil = bat 600 = 26 ¶2 rue gisèle halimi = bat 500 = 15        ¶INSEE 06/10/2023: Adresse dont il faut revoir le dégroupement (nombre de logements par adresse + adressage complet des bâtiments).¶Pour rappel, vous indiquiez 'MAIRIE 17/07/2023: dégroupement 7 rue nadia murad, bat 100 (12 BAL) et bat 200 (au 7 toujours) (14 BAL) - bat 300 et 400 (46 BAL) au 2 gisèle Halimi, bat 500 (15 BAL) au 2 g. halimi également, au 5 simone veil bat 600 (26 bal).' ¶¶INSEE 26/04/2023: Îlot C8 : ¶1-3-5-7 rue Simone Veil + 5-7 rue Nadia Murad + 2-4 rue Gisèle Halimi + 1-3 quai Hubertine Auclert. ¶Merci de nous communiquer le dégroupement lorsqu'il sera connu (adresse + bâtiment + nombre de logements).¶MAIRIE 11/04/2023: à revoir dans 6 mois¶MAIRIE 09/12/2022: Idem¶MAIRIE 19/05/2022: idem¶INSEE 23/09/2021: LOT C08 ZAC DES RIVES DE L'OURCQ¶MAIRIE 03/03/2021:  Immeubles en cours de construction¶INSEE 05/09/2019: Création EA suite 1er flux de pc je l'ai plaçe a la ref cadastrale une EA existe déjà merci de la périmer si necessaire .¶MAIRIE 23/06/2020:   Construction en cours,2023,,6,,,1,661776.45562,6867650.48828,2154,MAN,0H0384,108,,,6,O,,,N,,,,,,,,
93010,930100001137159,O,7,,BAT 200,R,NADIA MURAD,6600,HABIT,23,26,4,PC9301018B0025,MAIRIE 26/10/2023: 5 rue nadia murad = bat 300 400 = 46¶7 rue nadia murad = bat 200 = 26¶7 rue simone veil = bat 100 = 25¶5 rue simone veil = bat 600 = 26 ¶2 rue gisèle halimi = bat 500 = 15        ¶INSEE 06/10/2023: Adresse dont il faut revoir le dégroupement (nombre de logements par adresse + adressage complet des bâtiments).¶Pour rappel, vous indiquiez 'MAIRIE 17/07/2023: dégroupement 7 rue nadia murad, bat 100 (12 BAL) et bat 200 (au 7 toujours) (14 BAL) - bat 300 et 400 (46 BAL) au 2 gisèle Halimi, bat 500 (15 BAL) au 2 g. halimi également, au 5 simone veil bat 600 (26 bal).' ¶¶INSEE 26/04/2023: Îlot C8 : ¶1-3-5-7 rue Simone Veil + 5-7 rue Nadia Murad + 2-4 rue Gisèle Halimi + 1-3 quai Hubertine Auclert. ¶Merci de nous communiquer le dégroupement lorsqu'il sera connu (adresse + bâtiment + nombre de logements).¶MAIRIE 11/04/2023: à revoir dans 6 mois¶MAIRIE 09/12/2022: Idem¶MAIRIE 19/05/2022: idem¶INSEE 23/09/2021: LOT C08 ZAC DES RIVES DE L'OURCQ¶MAIRIE 03/03/2021:  Immeubles en cours de construction¶INSEE 05/09/2019: Création EA suite 1er flux de pc je l'ai plaçe a la ref cadastrale une EA existe déjà merci de la périmer si necessaire .¶MAIRIE 23/06/2020:   Construction en cours,2023,,6,,,1,661741.84254,6867649.14861,2154,MAN,0H0396,108,,,6,O,,,N,,,,,,,,
93010,930100001137160,O,7,,BAT 100,R,SIMONE VEIL,8529,HABIT,23,25,4,PC9301018B0025,MAIRIE 26/10/2023: 5 rue nadia murad = bat 300 400 = 46¶7 rue nadia murad = bat 200 = 26¶7 rue simone veil = bat 100 = 25¶5 rue simone veil = bat 600 = 26 ¶2 rue gisèle halimi = bat 500 = 15        ¶INSEE 06/10/2023: Adresse dont il faut revoir le dégroupement (nombre de logements par adresse + adressage complet des bâtiments).¶Pour rappel, vous indiquiez 'MAIRIE 17/07/2023: dégroupement 7 rue nadia murad, bat 100 (12 BAL) et bat 200 (au 7 toujours) (14 BAL) - bat 300 et 400 (46 BAL) au 2 gisèle Halimi, bat 500 (15 BAL) au 2 g. halimi également, au 5 simone veil bat 600 (26 bal).' ¶¶INSEE 26/04/2023: Îlot C8 : ¶1-3-5-7 rue Simone Veil + 5-7 rue Nadia Murad + 2-4 rue Gisèle Halimi + 1-3 quai Hubertine Auclert. ¶Merci de nous communiquer le dégroupement lorsqu'il sera connu (adresse + bâtiment + nombre de logements).¶MAIRIE 11/04/2023: à revoir dans 6 mois¶MAIRIE 09/12/2022: Idem¶MAIRIE 19/05/2022: idem¶INSEE 23/09/2021: LOT C08 ZAC DES RIVES DE L'OURCQ¶MAIRIE 03/03/2021:  Immeubles en cours de construction¶INSEE 05/09/2019: Création EA suite 1er flux de pc je l'ai plaçe a la ref cadastrale une EA existe déjà merci de la périmer si necessaire .¶MAIRIE 23/06/2020:   Construction en cours,2023,,6,,,1,661725.80205,6867631.80670,2154,MAN,0H0396,108,,,6,O,,,N,,,,,,,,
93010,930100001137161,O,5,,BAT 600,R,SIMONE VEIL,8529,HABIT,23,26,4,PC9301018B0025,MAIRIE 26/10/2023: 5 rue nadia murad = bat 300 400 = 46¶7 rue nadia murad = bat 200 = 26¶7 rue simone veil = bat 100 = 25¶5 rue simone veil = bat 600 = 26 ¶2 rue gisèle halimi = bat 500 = 15        ¶INSEE 06/10/2023: Adresse dont il faut revoir le dégroupement (nombre de logements par adresse + adressage complet des bâtiments).¶Pour rappel, vous indiquiez 'MAIRIE 17/07/2023: dégroupement 7 rue nadia murad, bat 100 (12 BAL) et bat 200 (au 7 toujours) (14 BAL) - bat 300 et 400 (46 BAL) au 2 gisèle Halimi, bat 500 (15 BAL) au 2 g. halimi également, au 5 simone veil bat 600 (26 bal).' ¶¶INSEE 26/04/2023: Îlot C8 : ¶1-3-5-7 rue Simone Veil + 5-7 rue Nadia Murad + 2-4 rue Gisèle Halimi + 1-3 quai Hubertine Auclert. ¶Merci de nous communiquer le dégroupement lorsqu'il sera connu (adresse + bâtiment + nombre de logements).¶MAIRIE 11/04/2023: à revoir dans 6 mois¶MAIRIE 09/12/2022: Idem¶MAIRIE 19/05/2022: idem¶INSEE 23/09/2021: LOT C08 ZAC DES RIVES DE L'OURCQ¶MAIRIE 03/03/2021:  Immeubles en cours de construction¶INSEE 05/09/2019: Création EA suite 1er flux de pc je l'ai plaçe a la ref cadastrale une EA existe déjà merci de la périmer si necessaire .¶MAIRIE 23/06/2020:   Construction en cours,2023,,6,,,1,661733.87550,6867603.91489,2154,MAN,0H0384,108,,,6,O,,,N,,,,,,,,
93010,930100001102120,O,11,,HALL B-C-D,R,SIMONE VEIL,8529,HABIT,23,40,3,PC9301018B0044,INSEE 25/04/2023: Le nombre de logements est donné pour l'ensemble du Carré des Rives qui comporte 2 EA (9 et 11 rue Simone Veil). Merci de répartir les 66 logements sur ces 2 EA quand la répartition sera connue (par défaut, nous avons mis 66 logements au 11 rue Simone Veil, et 0 logement au 9 rue Simone Veil).¶INSEE 25/04/2023: Suite à l'arrêté de numérotation n°A2022_406 du 12 août 2022, la numérotation du Carré des Rives (îlot C11A) sera la suivante : ¶- Hall A : 9 rue Simone Veil | ¶- Hall B : 11 rue Simone Veil | ¶- Local : 13 Chemin Latéral.¶MAIRIE 11/04/2023: en voie de finition¶MAIRIE 09/12/2022: Carré des rives toujours en travaux¶MAIRIE 19/05/2022: idem¶MAIRIE 03/03/2021 constructions en cours ¶INSEE 05/09/2019: Création nouvelle EA suite 1 er flux de PC 2019/2020.merci de verifier le placement des PC du chemin latéral et le nombres de logements voir dégroupement quant actu 0¶MAIRIE 23/06/2020:  construction en cours,0,,5,,,1,661723.73218,6867698.96097,2154,MAN,0H0397,108,,,6,O,,,N,,20231030,,,,,,,
93010,930100001102119,O,9,,HALL A,R,SIMONE VEIL,8529,HABIT,23,26,3,PC9301018B0044,INSEE 25/04/2023: Le nombre de logements est donné pour l'ensemble du Carré des Rives qui comporte 2 EA (9 et 11 rue Simone Veil). Merci de répartir les 66 logements sur ces 2 EA quand la répartition sera connue (par défaut, nous avons mis 66 logements au 11 rue Simone Veil, et 0 logement au 9 rue Simone Veil).¶INSEE 25/04/2023: Suite à l'arrêté de numérotation n°A2022_406 du 12 août 2022, la numérotation du Carré des Rives (îlot C11A) sera la suivante : ¶- Hall A : 9 rue Simone Veil | ¶- Hall B : 11 rue Simone Veil | ¶- Local : 13 Chemin Latéral.¶MAIRIE 11/04/2023: en voie de finition¶MAIRIE 09/12/2022: Carré des rives toujours en travaux¶MAIRIE 19/05/2022: idem¶MAIRIE 03/03/2021 constructions en cours ¶INSEE 05/09/2019: Création nouvelle EA suite 1 er flux de PC 2019/2020.merci de verifier le placement des PC du chemin latéral et le nombres de logements voir dégroupement quant actu 0¶MAIRIE 23/06/2020:  construction en cours,0,,5,,,1,661724.55186,6867674.25414,2154,MAN,0H0397,108,,,6,O,,,N,,20231030,,,,,,,
93010,930100001079925,O,20,,,R,BOREL,750,HABIT,23,85,2,PC9301022B0016,MAIRIE 31/10/2023: travaux non commencés, donc pas de péremption de l'EA¶MAIRIE 12/04/2023: travaux non commencés¶INSEE 09/12/2022: Une EA existe déjà à cette adresse, et plusieurs EA existent déjà sur les parcelles cadastrales concernées. Il y a un PD rattaché à ce PC (PD9301021B0008) qui indique 9 habitations à démolir.¶Faut-il périmer l'ancienne EA du 20 rue Borel et conserver la nouvelle ? Merci de faire les modifications nécessaires.,0,,5,,,1,662358.00000,6867673.10000,2154,BDA1,L0094,106,,,6,O,,,N,,,,,,,,,,
93010,930100001079916,O,1,,,ALL,DES HETRES,4450,HABIT,23,15,3,PC9301021B0078,MAIRIE 31/10/2023: aucun travaux¶MAIRIE 04/04/2023: travaux non commencés¶INSEE 09/12/2022: Une EA existe déjà à cette adresse. Le PC indique 'construction nouvelle : construction d'un immeuble de 15 logements sur 5 étages'. Faut-il périmer l'ancienne EA et conserver la nouvelle ? Merci de faire les modifications nécessaires.,0,,5,,,1,661889.10000,6866060.80000,2154,BDA1,AV0140,301,,,6,O,,,N,,,,,,,,,,,,
93010,930100001079828,O,19,,PC9301021B0034,CHE,DE LA MARE A LA VEUVE,6150,HABIT,21,1,3,PC9301021B0034,MAIRIE 31/10/2023: vu le propriétaire. le pc porte une maison mais il en a construit 3. pb finalisation chantier car viabilisation coûteuse. Les adresses sont bien 19 - 21 - 23.¶MAIRIE 04/04/2023: travaux en cours d'achèvement (6 mois)¶INSEE 08/12/2022: Merci de vérifier l'actualité et le positionnement de l'entité adressée.,0,,0,,,1,661727.56743,6865617.51143,2154,MAN,BF0002,301,,,6,O,,,N,,,,,,,,,,,,
93010,930100001016978,O,2,,,AV,DE LA VILLAGEOISE,9650,HABIT,21,1,3,PC9301020B0041,MAIRIE 31/10/2023: travaux commencés¶MAIRIE 11/04/2023: idem¶MAIRIE 15/11/2022: idem¶MAIRIE 30/03/2022: rien (pelouse)¶INSEE 11/02/2022: Suite PC 3ème flux 21-22 création de l'EA sur existant.¶D'après descriptif : Construction d'une maison individuelle de 190 m² habitables sur trois niveaux (R+2) - Que devient l'ancien bâti au 2 avenue de la Villageoise ? détruite ? rénovation ? si pas habitable il faudra la périmer et garder l'EA avec le PC|,0,,,,,1,662416.40000,6867956.10000,2154,BDA1,E0122,105,,QN09314M,6,O,,,N,,,,,,,,,,,,
93010,930100000907995,O,6,,,R,DU QUATRE SEPTEMBRE,7950,HABIT,21,1,3,PC9301019B0056,MAIRIE 31/10/2023: 2 étages dressés (immobilière 3 F)¶MAIRIE 11/04/2023: idem¶MAIRIE 19/05/2022: idem¶MAIRIE 03/03/2021:  PC 9301019B0035 travaux pas commencés¶INSEE 05/11/2020: Suite PC 2E FLUX 20-21 création EA sur existant  - d'après descriptif des travaux : DEMOLITION DE 2 BATIMENTS EXISTANTS - CONSTRUCTION D'UNE MAISON SUR 4 NIVEAUX - A Vérifier - ATTENTION EA échantillonnée -,0,,,,,1,662391.60000,6868102.20000,2154,BDA1,F0058,105,,QN09314M,6,O,,,N,,,,,,,,,,,,
93010,930100000997693,O,25,,,R,FONTAINE,3550,HABIT,23,9,2,PC9301020B0048,MAIRIE 12/04/2023: idem¶MAIRIE 15/11/2022: immeubles muré squatté¶MAIRIE 30/03/2022: idem, bailleurs villogia¶MAIRIE 16/11/2021: travaux de réhabilitation. pas de destruction ancien bâti¶INSEE 23/09/2021: Suite PC 1ER FLUX 21-22 EA créée remplace EA existante ? Destruction de l'ancien bâti ?¶Descriptif des travaux :¶    RESTRUCTURATION IMMEUBLE EXISTANT ET CREATION DE 9 LOGEMENTS.,0,,,,,1,662244.40000,6867833.10000,2154,BDA1,F0155,106,,,6,O,,,N,,,,,,,,,,,
93010,930100001085138,O,42,,,R,ETIENNE DOLET,3160,HABIT,22,2,3,PC9301022B0037,MAIRIE 31/10/2023: monceaux de gravats¶MAIRIE 04/04/2023: travaux¶INSEE 10/02/2023: Une EA existe déjà à cette adresse. Le permis indique 'nombre de logements démolis=1' et la 'construction de deux maisons individuelles'. Faut-il périmer l'ancienne EA et conserver la nouvelle ? Merci de faire les modifications nécessaires.,0,,5,,,1,661688.50000,6865781.10000,2154,BDA1,BH0044,204,,,6,O,,,N,,,,,,,,,,,,
93010,930100001079920,O,36,,,R,FONTAINE,3550,HABIT,23,15,3,PC9301021B0055,MAIRIE 31/10/2023: immobilière 3F travaux en cours¶MAIRIE 12/04/2023: travaux en cours. la maison a été détruite.¶INSEE 09/12/2022: Une EA existe déjà à cette adresse. Le PC indique qu''une opération de démolition d'une maison individuelle est prévue pour permettre l'opération d'habitations collectives de 15 logements'. ¶Faut-il périmer l'ancienne EA et conserver la nouvelle ? Merci de faire les modifications nécessaires.,0,,4,,,1,662289.80000,6867824.00000,2154,BDA1,0F0088,106,,,6,O,,,N,,,,,,,,,,,,
93010,930100001122504,O,14,,,R,LUCIEN CHAPELAIN,5600,HABIT,23,2,2,PC9301022B0072,MAIRIE 31/10/2023: permis affichés, non commencés¶INSEE 03/08/2023: Le permis indique la construction d'une maison famliale de deux logements. Merci de vérifier l'actualité et le positionnement de l'entité adressée.,0,,2,,,1,662260.29684,6868111.40422,2154,MAN,0F0188,105,,QN09314M,6,O,,,N,,,,,,,,,,,
93010,930100000892555,O,7,,,R,JOE CARMAN,4760,HABIT,21,1,2,PC9301019B0063,MAIRIE 02/12/2022: Travaux abandonnés¶MAIRIE 10/03/2021:  PC affiché¶MAIRIE 22/10/2020:  pc AFFICHE PAS DE TRAVAUX VISIBLE TERRAIN ABANDONNE¶INSEE 24/08/2020: Suite PC 1ER FLUX 20-21 EA créée remplace EA existante? que devient l'ancien bâti ?¶si destruction, merci de périmer l'ancien bâti existant.,0,,2,,,1,661796.70000,6865690.20000,2154,BDA1,BF0035,301,,,6,O,,,N,,,,,,,,,,,
93010,930100001085152,O,15,,15-21,AV,JULES FERRY,4770,HABIT,23,136,3,PC9301021B0102,MAIRIE 04/04/2023: démolition effectuée¶INSEE 10/02/2023: Plusieurs EA existent aux adresses du PC, mais également sur les parcelles cadastrales du PC (correspondant à d'autres adresses). Merci de vérifier les EA alentours (adresse du PC = 15-21 av. Jules Ferry + parcelles AU0020 AU0022 AU0023). Le permis indique 'nombre de logements démolis=12' et la construction de 136 logements. Merci de faire les modifications nécessaires.,0,,5,,,1,661456.91990,6866049.27200,2154,MAN,AU0020,204,,,6,O,,,N,,,,,,,,,,,
93010,930100000997705,O,49,,,R,DU QUATRE SEPTEMBRE,7950,HABIT,21,1,2,PC9301019B0066,MAIRIE 11/04/2023: idem¶MAIRIE 09/12/2022: Une seule bal¶INSEE 23/09/2021: Suite PC 1ER FLUX 21-22 EA créée remplace EA existante ? D'après descriptif des travaux : rajout d'un appartement à la construction existante - donc peut-être 2 logts 1 fois les travaux terminés. A vérifier à la fin des travaux.,0,,,,,1,662658.50000,6868118.00000,2154,BDA1,D0171,105,,QN09314M,6,O,,,N,,,,,,,,,,,,
93010,930100001079782,O,25,,,R,DU CYCLE,1590,HABIT,21,1,4,PC9301022B0001,INSEE 03/08/2023: Cette EA correspond à la nouvelle construction. Si elle est habitable, merci de l'activer.  ¶INSEE 03/08/2023:  DAACT 26/06/2023¶MAIRIE 12/04/2023: maison détruite¶INSEE 08/12/2022: Une EA existe déjà à cette adresse. Faut-il périmer l'ancienne EA et conserver la nouvelle ? Merci de faire les modifications nécessaires selon le cas.,0,,,,,1,663067.00000,6867346.60000,2154,BDA1,0T0029,405,,,6,O,,,N,,,,,,,,,,,
93010,930100001137274,O,5,,HALL LIBERTE,ALL,GEORGES SAND,4152,HABIT,23,187,3,PC9301019B0065,INSEE 02/11/2023: Merci de nous indiquer la répartition des 187 logements quand elle sera connue. Par défaut, nous avons mis les 187 logements au 5 allée Georges Sand, et 0 sur les 5 autres EA (2 et 4 rue Daubié, 34-36 et 38-40 et 42 av Maréchal de Lattre de Tassigny).¶MAIRIE 31/10/2023: demande de dégroupement : 5 rue georges sand (hall liberté) / 2 rue Daubié (hall afluence) / 4 rue Daubié (hall confiance)¶42 mal de lattre de tassigny (hall équilibre)¶38/40 mal de lattre de tassigny (halls fraternité et harmonie)¶34/36 mal de lattre de tassigny (halls partage et symphonie)¶MAIRIE 11/04/2023: travaux commencés¶MAIRIE 07/12/2022: travaux non commencés¶MAIRIE 30/03/2022: idem¶INSEE 28/10/2021: Suite PC 2ème flux 21-22 création de l'EA nouvelle pour 187 logts - Vu sur google maps image de Mars 2021 : Démolition des logts du 38 au 48 av de Lattre de Tassigny : sur Rorcal les EA du 38 au 48 sont bien périmées.,0,,6,,,1,662082.75162,6867364.06006,2154,MAN,0P0192,403,,QN09314M,6,O,,,N,,,,,,,,,
93010,930100001137275,O,2,,HALL AFFLUENCE,R,JULIE-VICTOIRE DAUBIE,,HABIT,23,0,3,PC9301019B0065,INSEE 02/11/2023: Merci de nous indiquer la répartition des 187 logements quand elle sera connue. Par défaut, nous avons mis les 187 logements au 5 allée Georges Sand, et 0 logement sur les 5 autres EA (2 + 4 rue Daubié, 34-36 + 38-40 + 42 av Maréchal de Lattre de Tassigny).¶¶MAIRIE 31/10/2023: demande de dégroupement : 5 rue georges sand (hall liberté) / 2 rue Daubié (hall afluence) / 4 rue Daubié (hall confiance)¶42 mal de lattre de tassigny (hall équilibre)¶38/40 mal de lattre de tassigny (halls fraternité et harmonie)¶34/36 mal de lattre de tassigny (halls partage et symphonie)¶MAIRIE 11/04/2023: travaux commencés¶MAIRIE 07/12/2022: travaux non commencés¶MAIRIE 30/03/2022: idem¶INSEE 28/10/2021: Suite PC 2ème flux 21-22 création de l'EA nouvelle pour 187 logts - Vu sur google maps image de Mars 2021 : Démolition des logts du 38 au 48 av de Lattre de Tassigny : sur Rorcal les EA du 38 au 48 sont bien périmées.,0,,6,,,1,662072.86974,6867236.29642,2154,MAN,0P0193,403,,QN09314M,6,O,,,N,,,,,,,,,
93010,930100001137276,O,4,,HALL CONFIANCE,R,JULIE-VICTOIRE DAUBIE,,HABIT,23,0,3,PC9301019B0065,INSEE 02/11/2023: Merci de nous indiquer la répartition des 187 logements quand elle sera connue. Par défaut, nous avons mis les 187 logements au 5 allée Georges Sand, et 0 logement sur les 5 autres EA (2 + 4 rue Daubié, 34-36 + 38-40 + 42 av Maréchal de Lattre de Tassigny).¶¶MAIRIE 31/10/2023: demande de dégroupement : 5 rue georges sand (hall liberté) / 2 rue Daubié (hall afluence) / 4 rue Daubié (hall confiance)¶42 mal de lattre de tassigny (hall équilibre)¶38/40 mal de lattre de tassigny (halls fraternité et harmonie)¶34/36 mal de lattre de tassigny (halls partage et symphonie)¶MAIRIE 11/04/2023: travaux commencés¶MAIRIE 07/12/2022: travaux non commencés¶MAIRIE 30/03/2022: idem¶INSEE 28/10/2021: Suite PC 2ème flux 21-22 création de l'EA nouvelle pour 187 logts - Vu sur google maps image de Mars 2021 : Démolition des logts du 38 au 48 av de Lattre de Tassigny : sur Rorcal les EA du 38 au 48 sont bien périmées.,0,,6,,,1,662099.97769,6867232.19771,2154,MAN,0P0193,403,,QN09314M,6,O,,,N,,,,,,,,,
93010,930100001137277,O,42,,HALL EQUILIBRE,AV,DU MAL DE LATTRE DE TASSIGNY,6155,HABIT,23,0,3,PC9301019B0065,INSEE 02/11/2023: Merci de nous indiquer la répartition des 187 logements quand elle sera connue. Par défaut, nous avons mis les 187 logements au 5 allée Georges Sand, et 0 logement sur les 5 autres EA (2 + 4 rue Daubié, 34-36 + 38-40 + 42 av Maréchal de Lattre de Tassigny).¶¶MAIRIE 31/10/2023: demande de dégroupement : 5 rue georges sand (hall liberté) / 2 rue Daubié (hall afluence) / 4 rue Daubié (hall confiance)¶42 mal de lattre de tassigny (hall équilibre)¶38/40 mal de lattre de tassigny (halls fraternité et harmonie)¶34/36 mal de lattre de tassigny (halls partage et symphonie)¶MAIRIE 11/04/2023: travaux commencés¶MAIRIE 07/12/2022: travaux non commencés¶MAIRIE 30/03/2022: idem¶INSEE 28/10/2021: Suite PC 2ème flux 21-22 création de l'EA nouvelle pour 187 logts - Vu sur google maps image de Mars 2021 : Démolition des logts du 38 au 48 av de Lattre de Tassigny : sur Rorcal les EA du 38 au 48 sont bien périmées.,0,,6,,,1,662117.53178,6867270.51005,2154,MAN,0P0192,403,,QN09314M,6,O,,,N,,,,,,,,,
93010,930100001137278,O,38,,38-40 -HALLS FRATERNITE HARMONIE,AV,DU MAL DE LATTRE DE TASSIGNY,6155,HABIT,23,0,3,PC9301019B0065,INSEE 02/11/2023: Merci de nous indiquer la répartition des 187 logements quand elle sera connue. Par défaut, nous avons mis les 187 logements au 5 allée Georges Sand, et 0 logement sur les 5 autres EA (2 + 4 rue Daubié, 34-36 + 38-40 + 42 av Maréchal de Lattre de Tassigny).¶¶MAIRIE 31/10/2023: demande de dégroupement : 5 rue georges sand (hall liberté) / 2 rue Daubié (hall afluence) / 4 rue Daubié (hall confiance)¶42 mal de lattre de tassigny (hall équilibre)¶38/40 mal de lattre de tassigny (halls fraternité et harmonie)¶34/36 mal de lattre de tassigny (halls partage et symphonie)¶MAIRIE 11/04/2023: travaux commencés¶MAIRIE 07/12/2022: travaux non commencés¶MAIRIE 30/03/2022: idem¶INSEE 28/10/2021: Suite PC 2ème flux 21-22 création de l'EA nouvelle pour 187 logts - Vu sur google maps image de Mars 2021 : Démolition des logts du 38 au 48 av de Lattre de Tassigny : sur Rorcal les EA du 38 au 48 sont bien périmées.,0,,6,,,1,662117.06094,6867318.74290,2154,MAN,0P0192,403,,QN09314M,6,O,,,N,,,,,,,,,
93010,930100001137279,O,34,,34-36  HALLS PARTAGE & SYMPHONIE,AV,DU MAL DE LATTRE DE TASSIGNY,6155,HABIT,23,0,3,PC9301019B0065,INSEE 02/11/2023: Merci de nous indiquer la répartition des 187 logements quand elle sera connue. Par défaut, nous avons mis les 187 logements au 5 allée Georges Sand, et 0 logement sur les 5 autres EA (2 + 4 rue Daubié, 34-36 + 38-40 + 42 av Maréchal de Lattre de Tassigny).¶¶MAIRIE 31/10/2023: demande de dégroupement : 5 rue georges sand (hall liberté) / 2 rue Daubié (hall afluence) / 4 rue Daubié (hall confiance)¶42 mal de lattre de tassigny (hall équilibre)¶38/40 mal de lattre de tassigny (halls fraternité et harmonie)¶34/36 mal de lattre de tassigny (halls partage et symphonie)¶MAIRIE 11/04/2023: travaux commencés¶MAIRIE 07/12/2022: travaux non commencés¶MAIRIE 30/03/2022: idem¶INSEE 28/10/2021: Suite PC 2ème flux 21-22 création de l'EA nouvelle pour 187 logts - Vu sur google maps image de Mars 2021 : Démolition des logts du 38 au 48 av de Lattre de Tassigny : sur Rorcal les EA du 38 au 48 sont bien périmées.,0,,6,,,1,662114.95303,6867357.18338,2154,MAN,0P0192,403,,QN09314M,6,O,,,N,,,,,,,,,
