ville;idpc;ame_diff;typ_ame;nom_ope;nom_moe;mod_prod;nom_ssect;pnrqad;sect_plui;nom_qpv;qpv;qpv_300m;pru1;npnru;nom_prom;nom_bail;nom_gest_ofs;typ_mou_lls;nom_prog;adr;cad;typ_fonc;etat_prog;date_pc;ann_pc;date_droc;ann_droc;ann_lvr;duree_pc_livr;etat_anru;nb_log_crees_(ab);nb_log_livr_(a);nb_log_suppr_(b);log_nc;log_acclib;log_acclib_suppr;log_brs;red_brs;log_accsoc;log_psla;log_lli;log_lli_suppr;lli_al;log_lls;log_lls_suppr;lls_plai;lls_plus;lls_pls;lls_nc;ann_agr;ann_capl;plai_ro;plus_ro;nb_lls_ro;loy_lls;log_spe;log_lls_spe;typ_log_spe;log_matype;typ_matype;t1;t2;t3;t4;t5p;t_nc;couconst_hors_pkvrd;coucons-incl_pkvrd;cf_acclib;cf_accpxmait;cf_brs;cf_psla;cf_res_spe;cf_lli;cflls;rem;pers_ref;source;dat_maj
Bondy;;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;Jerad Rouy Naresh;;;;;17 avenue des Platanes;AV 74;;Livré;01/09/2012;2012;;;2016;4;;1;1;0;;1;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;NC;NC;NC;NC;NC;1;;;;;;;;;;1 pavillon;Hélène BENASSY DHRU;Ville ;nov.-18
Bondy;09301014B0070;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;2 rue du Vieux Château;AS 66;;Livré;10/02/2015;2015;10/08/2015;2015;2016;1;;1;1;0;;1;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;0;1;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;juil-19
Bondy;09301014B0013;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;42 Rue du Levant ;AO 266;;Livré;10/06/2014;2014;29/05/2015;2015;2016;2;;1;1;0;;1;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;;;;;;1;;;;;;;;;;;N Chopin DHRU;Sitadel2 terrain;juil-19
Bondy;09301013B0081;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Non;Non;;ADOMA;ADOMA;MOD;Desserement Vaillant site Ourcq;58 route d'Aulnay;G 159;;Livré;06/05/2014;2014;11/12/2014;2014;2016;2;;101;101;0;;0;;;;0;0;0;;;101;;101;0;0;0;2021;;;;;;101;101;Résidence sociale;0;;101;0;0;0;0;0;;;;;;;;;;Extension du FTM création de studios à priori PLAI;N Chopin DHRU;Sitadel2;juil-19
Bondy;09301014B0064;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Bourja;;;;;6 rue du Vieux Château;AS 208;;Livré;01/02/2015;2015;27/04/2015;2015;2016;1;;1;1;0;;1;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;0;1;0;0;;;;;;;;;;1 pavillon;N Chopin DHRU;Ville Sitadel2;juil-19
Bondy;09301012B0102;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Calbat immobilier;;;;;63 rue Roger Salengro;AJ 26;;Livré;01/02/2013;2013;16/12/2014;2014;2016;3;;24;24;0;;24;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;4;12;8;0;0;0;;;;;;;;;;;Hélène BENASSY DHRU;Ville ;nov.-18
Bondy;09301013B0022;Diffus;;;;CN;Hors Site;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Akerys;Bondy Habitat;;VEFA;Cœur Bondy;103-111 Avenue Carnot;AK 12 13 125 136;;Livré;01/09/2013;2013;20/07/2016;2016;2017;4;;98;98;0;;26;;;;28;0;0;;;44;;8;36;0;0;2017;;;;;;0;;;0;;4;35;34;26;3;-4;;;;;;;;;;PRU 1 hors-site;N Chopin DHRU;Ville ANRU;sept.-19
Bondy;09301015B0038;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;Arthur Promotion;;;;;104 rue Roger Salengro;AI 114;;Livré;22/10/2015;2015;28/09/2016;2016;2017;2;;20;20;0;;20;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;10;10;0;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;juil-19
Bondy;09301014B0050;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;Spirit Immobilier;CDC Habitat;;VEFA;Jules Ferry;12-14 avenue Jules Ferry;AU 11 12;;Livré;28/11/2014;2014;07/05/2015;2015;2017;3;;99;99;0;;0;;;;0;0;0;;;99;;20;49;30;0;2018;;;;;;0;;;0;;11;29;40;18;1;0;;;;;;;;;;;N Chopin DHRU;Ville RPLS;sept.-20
Bondy;09301015B0015;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;15 allée du Rendez-vous;;;Livré;03/08/2015;2015;16/12/2015;2015;2017;2;;1;1;0;;1;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;0;1;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;juil-19
Bondy;09301014B0054;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;Antin Résidences;;MOD;Mozaik;15-17 rue de la Fontaine;F 12 80 129;;Livré;01/09/2015;2015;15/09/2015;2015;2017;2;;64;64;0;;22;;;;0;0;0;;;42;;8;22;12;0;2017;;;;;;0;;;0;;6;23;26;11;0;-2;;;;;;;;;;2 immeubles d'habitation et 3 maisons de ville;Hélène BENASSY DHRU;Ville ;nov.-18
Bondy;09301014B0034;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Promogim;;;;;15-17 rue Louis Auguste Blanqui;AD 69 76;;Livré;01/09/2014;2014;11/06/2015;2015;2017;3;;39;39;0;;39;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;19;20;0;0;0;;;;;;;;;;;Hélène BENASSY DHRU;Ville ;nov.-18
Bondy;09301015B0005;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;21 allée Thérèse;;;Livré;03/08/2015;2015;18/07/2016;2016;2017;2;;1;1;0;;1;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;0;1;0;0;;;;;;;;;;surélévation;N Chopin DHRU;Sitadel2;juil-19
Bondy;09301015B0060;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;27 Rue Jean Jaurès;;;Livré;17/11/2015;2015;06/01/2016;2016;2017;2;;1;1;0;;1;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;0;0;1;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;juil-19
Bondy;09301015B0068;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;28 rue de Tremeuge;;;Livré;29/12/2015;2015;04/03/2016;2016;2017;2;;1;1;0;;1;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;0;0;1;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;juil-19
Bondy;09301014B0059;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;SCI Jardinière;;;;;29 avenue de la Villageoise;;;Livré;13/02/2015;2015;01/02/2016;2016;2017;2;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;0;2;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;juil-19
Bondy;;Diffus;;;;CN;De Lattre;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Non;Non;;CDC Habitat;ALJT;MOD;;31 Avenue Pasteur;N 14;;Livré;01/07/2014;2014;01/01/2015;2015;2017;3;;200;200;0;;0;;;;0;0;0;;;200;;100;100;0;0;;2017;;;;;200;200;Jeunes actifs;0;;200;0;0;0;0;0;;;;;;;;;;Résidences sociales jeunes actifs - 9 T1bis (4 pour famille monoparentale 5 pour couple);N Chopin DHRU;Ville OSICA;juil.-19
Bondy;09301015B0013;Diffus;;;;CN;Hors Site;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;Bondy Habitat;;MOD;Varsovie;34 rue de Varsovie;BG 49 50 51;;Livré;01/06/2015;2015;25/11/2015;2015;2017;2;;20;20;0;;0;;;;0;0;0;;;20;;1;19;0;0;2017;;;;;;0;;;0;;0;3;7;9;1;0;;;;;;;;;;PRU 1 hors-site;N Chopin DHRU;Ville ANRU;sept.-19
Bondy;09301014B0056;Diffus;;;;AA-T;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;34 voie Promenade;D 169 175;;Livré;25/11/2014;2014;03/11/2015;2015;2017;3;;3;3;0;;3;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;1;1;1;0;0;0;;;;;;;;;;changement de destination (269m²);N Chopin DHRU;Sitadel2;sept.-19
Bondy;09301014B0078;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;Hamidi;;;;;77 rue Roger Salengro;AJ 178;;Livré;01/03/2015;2015;23/06/2015;2015;2017;2;;7;7;0;;7;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;4;3;0;0;0;;;;;;;;;;Surélévation pour création de 7 logements;N Chopin DHRU;Ville Sitadel2;juil-19
Bondy;;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;LogiRep;;MOD;;9 Rue de la Liberté;AT 128;;Livré;01/07/2012;2012;;;2017;5;;38;38;0;;0;;;;0;0;0;;;38;;4;16;18;0;2017;;;;;;0;;;0;;8;13;12;5;0;0;;;;;;;;;;;Hélène BENASSY DHRU;Ville ;nov.-18
Bondy;09301014B0080;Secteur aménagé;PRU1;PRU 1 Bondy;;CN;Terre Saint Blaise;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Oui;Non;I3F CLARM;;;MOD;Lot C;Rue des Escholiers;A 303p 72p;;Livré;01/06/2015;2015;24/09/2015;2015;2017;2;;16;16;0;;0;;;;16;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;2;12;2;0;;;;;;;;;;maisons individuelles;N Chopin DHRU;Ville Sitadel2;juil-19
Bondy;09301013B0082;Secteur aménagé;PRU1;PRU 1 Bondy;;CN;De Lattre;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Oui;Non;;Bondy Habitat;;MOD;Lot I et I';Rue des Frères Darty / 2-4 allée George Sand / 28 avenue de Lattre de Tassigny;P 129 93 17 68 87 88 95 130 131 5 6 152;;Livré;01/04/2014;2014;01/09/2015;2015;2017;3;;75;75;0;;0;;;;13;0;0;;;62;;0;0;62;0;2017;;;;;;0;;;0;;0;12;31;28;4;0;;;;;;;;;;;N Chopin DHRU;Ville ;nov.-18
Bondy;09301012B0091;Diffus;;;;CN;Hors Site;Non;CIN Plaine de l'Ourcq;Blanqui;Oui;Non;Non;Non;;Bondy Habitat;;;;Rue Jacqueline Auriol;AM 296;;Livré;21/01/2013;2013;01/09/2015;2015;2017;4;;12;12;0;;0;;;;12;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;0;0;12;0;;;;;;;;;;PRU 1 hors site - 12 maisons;N Chopin DHRU;Ville ANRU;sept.-19
Bondy;09301015B0001;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Les Nouveaux Constructeurs;;;;;13-19 rue Edouard Vaillant;;;Livré;19/06/2015;2015;16/06/2016;2016;2018;3;;49;49;0;;49;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;1;24;19;5;0;0;;;;;;;;;;;N Chopin DHRU;Ville Sitadel2;juil-19
Bondy;09301015B0067;Diffus;;;;CN;Hors Site;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Non;Non;;I3F;;MOD;;132 avenue Gallieni / 1 avenue du Maréchal De Lattre de Tassigny;O 30;;Livré;03/02/2016;2016;06/06/2016;2016;2018;2;;32;32;0;;0;;;;0;0;0;;;32;;4;28;0;0;2017;;;;;;0;;;0;;5;9;10;6;2;0;;;;;;;;;;PRU 1 hors-site;N Chopin DHRU;Ville Sitadel2 ANRU;nov-20
Bondy;09301015B0054;Diffus;;;;CN;Hors Site;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Non;Non;;I3F;;MOD;;140-146 avenue Gallieni;AO 34 35 36;;Livré;13/12/2015;2015;30/06/2016;2016;2018;3;;48;48;0;;1;;;;0;0;0;;;47;;5;41;1;0;2018;;;;;;0;;;0;;10;10;16;10;2;0;;;;;;;;;;PRU 1 hors-site;N Chopin DHRU;Ville ANRU RPLS;sept.-20
Bondy;09301017B0028;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;15 Allée des Tilleuls;AX 128;;Livré;26/06/2017;2017;02/11/2017;2017;2018;1;;1;1;0;;1;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;0;0;1;0;;;;;;;;;;;N Chopin DHRU;Sitadel2 terrain;avr-21
Bondy;09301014B0074;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Nour Promotion;;;;;151-153 avenue de la République;AT 111 112;;Livré;20/04/2015;2015;27/06/2016;2016;2018;3;;49;49;0;;49;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;16;21;8;4;0;0;;;;;;;;;;;N Chopin DHRU;Ville Sitadel2;juil-19
Bondy;09301014B0019;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Non;Non;;CDC Habitat;;MOD;Hannah Arendt;152 avenue Gallieni;O 74 75;;Livré;10/07/2014;2014;01/01/2016;2016;2018;4;;57;57;0;;0;;;;0;0;0;;;57;;18;39;0;0;2018;;;;;;0;;;0;;7;14;27;7;2;0;;;;;;;;;;;N Chopin DHRU;Ville ;nov.-18
Bondy;09301013B0083;Secteur aménagé;PRU1;PRU 1 Bondy;;CN;Noue Caillet;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Oui;Oui;;Bondy Habitat;;MOD;Silo;16 bis avenue Léon Blum / Passage du Vercors;A 255;;Livré;25/06/2014;2014;07/07/2016;2016;2018;4;;18;18;0;;0;;;;0;18;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;9;9;0;0;;;;;;;;;;18 maisons groupées;N Chopin DHRU;Ville Sitadel2;juil-19
Bondy;09301016B0021;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;17 Allée des Tilleuls;AX 127;;Livré;16/06/2016;2016;06/12/2016;2016;2018;2;;1;1;0;;1;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;0;0;1;0;;;;;;;;;;;N Chopin DHRU;Sitadel2 terrain;avr-21
Bondy;09301016B0016;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;17 Avenue Marguerite;K 38;;Livré;;NC;;;2018;;;1;1;0;;1;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;NC;NC;NC;NC;NC;1;;;;;;;;;;;N Chopin DHRU;Sitadel2 terrain;sept.-20
Bondy;09301014B0011;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;188 Rue Louis Auguste Blanqui;AO 129;;Livré;19/06/2014;2014;28/04/2017;2017;2018;4;;1;1;0;;1;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;0;1;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2 terrain;avr-21
Bondy;09301015B0028;Diffus;;;;CN;Hors Site;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;Bondy Habitat;;MOD;;28 avenue Henri Varagnat;C 167 103 108;;Livré;01/08/2015;2015;18/11/2015;2015;2018;3;PRU1;38;38;0;;0;;;;0;0;0;;;38;;2;36;0;0;2017;;2;28;PRU1;;0;;;0;;6;20;10;2;0;0;;;;;;;;;;PRU 1 hors-site;N Chopin DHRU;Ville ANRU;sept.-19
Bondy;09301014B0063;Diffus;;;;CN;Les Merisiers;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Oui;Oui;Léon Grosse Immobilier;Clésence;;VEFA;;33 rue Fontaine;F 95;;Livré;03/02/2015;2015;17/05/2016;2016;2018;3;;59;59;0;;0;;;;0;0;0;;;59;;0;0;59;0;2017;;;;;;0;;;0;;6;14;22;16;1;0;;;;;;;;;;;N Chopin DHRU;Ville ;nov.-18
Bondy;09301015B0050;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;33 Rue Henri Alpy;AB 88;;Livré;21/10/2015;2015;25/04/2016;2016;2018;3;;5;5;0;;5;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;2;3;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;juil-19
Bondy;09301015B0012;Diffus;;;;CN;Hors Site;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;Bondy Habitat;;MOD;Salengro;34 rue Roger Salengro;AE 103;;Livré;24/07/2015;2015;17/05/2016;2016;2018;3;;20;20;0;;0;;;;0;0;0;;;20;;4;16;0;0;2018;;;;;;0;;;0;;0;6;9;6;0;-1;;;;;;;;;;PRU 1 hors-site;N Chopin DHRU;Ville ANRU;sept.-19
Bondy;09301016B0040;Secteur aménagé;PRU1;PRU 1 Bondy Hors Site;;CN;Hors Site;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;I3F;;MOD;;41-45  avenue Henri Varagnat;A 270;;Livré;02/06/2016;2016;13/03/2017;2017;2018;2;;32;32;0;;0;;;;0;0;0;;;32;;4;21;7;0;2016;;;;;;0;;;0;;1;10;12;7;2;0;;;;;;;;;;;Hélène BENASSY DHRU;Ville ;nov.-18
Bondy;09301017B0005;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;B&C  Immo;;;;;44 rue Michelet;AI 20;;Livré;27/04/2017;2017;01/01/2017;2017;2018;1;;1;2;-1;;2;-1;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;2;0;0;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;juil-19
Bondy;09301016B0030;Diffus;;;;CN;Hors Site;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;Bondy Habitat;;MOD;ex Bazar d'Agadir;46 rue Jules Guesde;AE 208;;Livré;26/09/2016;2016;13/03/2017;2017;2018;2;;20;20;0;;0;;;;0;0;0;;;20;;4;16;0;0;2018;;;;;;0;;;0;;0;9;5;6;0;0;;;;;;;;;;PRU 1 hors-site;N Chopin DHRU;Ville Sitadel2 ANRU;juil.-21
Bondy;09301014B0043;Secteur aménagé;PRU1;PRU 1 Bondy;;CN;Noue Caillet;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Oui;Non;;Seine-Saint-Denis Habitat;;MOD;;4-8 Avenue Léon Blum;B 250;;Livré;06/02/2015;2015;12/10/2016;2016;2018;3;;43;43;0;;0;;;;0;0;0;;;43;;15;28;0;0;2018;;;;;;0;;;0;;0;9;21;11;2;0;;;;;;;;;;PRU 1;N Chopin DHRU;Sitadel2 ANRU RPLS;sept.-20
Bondy;09301015B0065;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;4bis Allée Marcel Sembat;X 218;;Livré;11/02/2016;2016;23/03/2018;2018;2018;2;;1;1;0;;1;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;NC;NC;NC;NC;NC;1;;;;;;;;;;;N Chopin DHRU;Sitadel2 terrain;juil-19
Bondy;09301014B0066;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;Singh;;;;;55 Allée Alice;U 70;;Livré;13/02/2015;2015;06/08/2015;2015;2018;3;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;1;0;0;1;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;juil-19
Bondy;09301014B0071;Secteur aménagé;PRU1;PRU 1 Bondy;;CN;De Lattre;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Oui;Non;European Homes ;Bondy Habitat;;VEFA;Lot J et J';56-58 avenue du Maréchal De Lattre de Tassigny;P 34 66 81 129;;Livré;01/04/2015;2015;14/12/2015;2015;2018;3;PRU1;100;100;0;;48;;;;0;0;0;;;52;;6;24;22;0;2017;;6;24;PRU1;;0;;;0;;4;29;37;27;3;0;;;;;;;;;;PRU 1;N Chopin DHRU;Ville inventaire SRU;avr.-23
Bondy;09301015B0033;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;KBF Invest;;;;;60 rue Edouard Vaillant;AS 125;;Livré;28/10/2015;2015;;2016;2018;3;;8;9;-1;;9;-1;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;8;1;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;juil-19
Bondy;09301013B0066;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;SCI Sousa Immobiliare;;;;;8 rue de Varsovie;AU 208;;Livré;26/12/2013;2013;01/03/2015;2015;2018;5;;13;13;0;;13;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;5;3;5;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2 terrain;sept.-19
Bondy;PD 09301016B0003;Secteur aménagé;PRU1;PRU 1 Bondy;;DEMOL;Terre Saint Blaise;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Oui;Non;;I3F;;MOD;Démolition barre R;Allée de la Passe aux Daims / Rue Picrocholes;A 267;;Livré;07/02/2017;2017;;2017;2018;1;;-108;0;-108;;;;;;;;;;;;-108;;-108;;0;;;;;;;;;;;;3;;;;;-3;;;;;;;;;;PRU1;N Chopin DHRU;Ville Sitadel2 ANRU;juil-19
Bondy;;Secteur aménagé;PRU1;PRU 1 Bondy;;DEMOL;Noue Caillet;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Oui;Oui;;Bondy Habitat;;MOD;Démolition CCA2;Avenue Léon Blum / Rue Odette Pain;;;Livré;;NC;;2016;2018;;;-32;0;-32;;;;;;;;;;;;-32;;-32;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;;PRU1 démolition ctre commercial;N Chopin DHRU;Ville ANRU;sept.-19
Bondy;09301016B0042;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;10 Allée Alice;X 89;;Livré;08/11/2016;2016;01/06/2017;2017;2019;3;;3;3;0;;3;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;3;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;juil-19
Bondy;09301016B0062;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;SCI Cozma;;;;;178 avenue Henri Barbusse;Y 199;;Livré;21/04/2017;2017;01/10/2017;2017;2019;2;;6;6;0;;6;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;1;4;0;1;0;;;;;;;;;;;N Chopin DHRU;Ville Sitadel2;juil-19
Bondy;09301015B0022;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;SCCV AF REBAIS;;;;;185 rue Louis Auguste Blanqui;AO 224;;Livré;10/07/2015;2015;05/01/2017;2017;2019;4;;17;17;0;;17;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;4;12;1;0;0;0;;;;;;;;;;;N Chopin DHRU;Ville Sitadel2;juil-19
Bondy;09301015B0048;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Les Nouveaux Constructeurs;Clésence;;VEFA;Jardins en Ville;202-208 avenue Gallieni;M 2 3 4;;Livré;18/04/2016;2016;18/04/2017;2017;2019;3;;124;124;0;;67;;;;0;0;0;;;57;;0;0;57;0;2016;;;;;;0;;;0;;7;60;40;17;0;0;;;;;;;;;;;N Chopin DHRU;Ville Sitadel2;juil-19
Bondy;09301015B0002;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Trianon Promotion;;;;;25 rue Edouard Vaillant;;;Livré;29/03/2015;2015;11/04/2016;2016;2019;4;;20;20;0;;20;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;11;7;2;0;0;0;;;;;;;;;;;N Chopin DHRU;Ville Sitadel2;juil-19
Bondy;09301015B0044;Diffus;;;;CN;Hors Site;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;Bondy Habitat;;MOD;République;33 cours de la République;AD 60 88;;Livré;03/12/2015;2015;26/06/2017;2017;2019;4;PRU1;34;34;0;;0;;;;21;0;0;;;13;;2;11;0;0;2018;;2;11;PRU1;;0;;;0;;1;4;15;14;0;0;;;;;;;;;;PRU 1 hors-site;N Chopin DHRU;Ville ANRU;sept-19
Bondy;09301014B0075;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;42 Rue Robert Douvillez;S 96;;Livré;09/04/2015;2015;30/09/2016;2016;2019;4;;5;5;0;;5;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;2;1;2;0;0;0;;;;;;;;;;;N Chopin DHRU;Ville Sitadel2;juil-19
Bondy;09301016B0009;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;Mohun;;;;;6 Allée Marcel Sembat;X 54;;Livré;02/06/2016;2016;14/02/2017;2017;2019;3;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;0;2;0;0;;;;;;;;;;;N Chopin DHRU;Ville Sitadel2;juil-19
Bondy;09301017B0069;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;7 allée de la Villa Jeannette;AN 61;;Livré;21/03/2018;2018;26/06/2018;2018;2019;1;;3;3;0;;3;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;2;1;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;sept-19
Bondy;09301016B0012;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;OGIC;CDC Habitat;;VEFA;88 Carnot;88-92 avenue Carnot;;;Livré;28/07/2016;2016;;2017;2019;3;;76;76;0;;37;;;;0;0;16;;;23;;0;0;23;0;2016;;;;;;0;;;0;;1;24;38;11;2;0;;;;;;;;;;;N Chopin DHRU;Ville Sitadel2;juil-19
