ville;idpc;ame_diff;typ_ame;nom_ope;nom_moe;mod_prod;nom_ssect;pnrqad;sect_plui;nom_qpv;qpv;qpv_300m;pru1;npnru;nom_prom;nom_bail;nom_gest_ofs;typ_mou_lls;nom_prog;adr;cad;typ_fonc;etat_prog;date_pc;ann_pc;date_droc;ann_droc;ann_lvr;duree_pc_livr;etat_anru;nb_log_crees_(ab);nb_log_livr_(a);nb_log_suppr_(b);log_nc;log_acclib;log_acclib_suppr;log_brs;red_brs;log_accsoc;log_psla;log_lli;log_lli_suppr;lli_al;log_lls;log_lls_suppr;lls_plai;lls_plus;lls_pls;lls_nc;ann_agr;ann_capl;plai_ro;plus_ro;nb_lls_ro;loy_lls;log_spe;log_lls_spe;typ_log_spe;log_matype;typ_matype;t1;t2;t3;t4;t5p;t_nc;couconst_hors_pkvrd;coucons-incl_pkvrd;cf_acclib;cf_accpxmait;cf_brs;cf_psla;cf_res_spe;cf_lli;cflls;rem;pers_ref;source;dat_maj
Bondy;09301021B0078;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;Groupe S.A. Promotion;;;;Les Terrasses Lakhel;1 allée des Hetres;AV 140;;En chantier;26/01/2022;2022;15/05/2023;2023;2025;3;;15;15;0;;15;;;;0;0;0;;;0;;;;;0;;;;;;;;;;;;1;7;4;3;0;0;;;;;;;;;;livraison prévisionnelle 1erT 2025 - immeuble finalisé, reste extérieurs (BM);N Chopin DHRU;Sitadel2 promoteur;déc-24
Bondy;09301016B0069;Diffus;;;;CN;Noue Caillet;Non;CIN Plaine de l'Ourcq;;Non;Oui;Oui;Non;Les Deux Chenes;Seqens;;;Le Bosquet;1 rue de Versailles - Avenue Henri Vagnat;A 190;;PC accordé;11/09/2017;2017;;;NC;;;19;19;0;;0;;;;0;0;19;;;0;;;;;0;2021;;;;;;0;;;0;;NC;NC;NC;NC;NC;19;;;;;;;;;;agrément LLI en 2021  mais probable commercialisation en accession (à confirmer) / possible abandon (aucun changement depuis 24 mois (BM));N Chopin DHRU;Sitadel2 DRIHL;avr.-24
Bondy;09301024B0022;Diffus;;;;AA-T;Hors Site;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;Est Ensemble Habitat;;MOD;;1 rue Jean Jaurès;AE 209;;PC accordé;01/08/2024;2024;;;2027;3;C0663-31-Projet av2026;-6;14;-20;;0;;;;0;0;0;-20;;14;;7;4;3;0;2024;;7;4;11;;0;;;0;;0;8;6;0;0;0;;;;;;;;;;restructuration d'un immeuble de 20 LLI acquis en 2014 avec conventionnement APL / RO contractualisation pour 2024 travaux non commencés (BM);N Chopin DHRU;Est Ensemble Habitat Sitadel2;janv-26
Bondy;09301022B0069;Secteur aménagé;NPNRU;NPNRU Bondy secteurs centre nord;;CN;Les Merisiers;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Oui;Oui;I3F CLARM;;;;Hanami / Aurore;10 avenue Marx Dormoy;F 108;;En chantier;29/03/2023;2023;30/09/2025;;2027;4;;85;85;0;;0;;;;0;85;0;;;0;;;;;0;;;;;;;0;;;0;;2;30;28;24;1;0;;;;;;;;;;acc soc  / lancement ventes juillet 2023 / progr à préciser;N Chopin DHRU;Est Ensemble Sitadel2;déc-25
Bondy;09301021B0060;Diffus;;;;CN (+ DEMOL);;Non;CIN Plaine de l'Ourcq;Blanqui;Oui;Non;Non;Oui;Icade;;;;Les Jardins de Beauvoir;103-113 rue Edouard Vaillant;AM 34 35 36 103 104 113 114;;Livré;28/10/2021;2021;07/10/2022;2022;2025;4;;50;56;-6;;56;-6;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;7;14;17;15;2;1;;;;;;;;;;démolition de 6 pavillons / hors projet PRU;N Chopin DHRU;Est Ensemble;juil-25
Bondy;09301021B0106;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;113 avenue Henri Barbusse;V 24;;En chantier;17/06/2022;2022;14/08/2023;2023;2025;3;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;;;;;;0;2;0;0;0;0;;;;;;;;;;rien de visible / achèvement non déclaré;N Chopin DHRU;Sitadel2 terrain;avr-25
Bondy;;Secteur aménagé;NPNRU;NPNRU Blanqui;;CN;;Non;CIN Plaine de l'Ourcq;Blanqui;Oui;Non;Non;Oui;;Est Ensemble Habitat;;MOD;;119 bis rue Edouard Vaillant;AM 32;;En projet;;NC;;;2026;;;15;15;0;;0;;;;15;0;0;;;0;;;;;0;;;;;;;0;;;0;;NC;NC;NC;NC;NC;15;;;;;;;;;;projet initial de 11 maisons groupées abandonné (PC 09301016B0065) / étude de faisabilité en cours prog à préciser;N Chopin DHRU;Sitadel2 Est Ensemble;nov-24
Bondy;09301023B0041;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;12 rue de l'Union;AM 16;;PC accordé;23/11/2023;2023;;;2026;3;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;;;;;;0;0;2;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;sept-23
Bondy;;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;Blanqui;Oui;Non;Non;Non;Cap House;;;;;121 rue Edouard Vaillant;AM 40;;PC accordé;30/11/2025;2025;;;2028;3;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;;;;;;0;2;0;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;janv.-26
Bondy;PD 09301024B0005;Secteur aménagé;NPNRU;NPNRU Blanqui;Séquano;DEMOL;;Non;CIN Plaine de l'Ourcq;Blanqui;Oui;Non;Non;Oui;;Est Ensemble Habitat;;MOD;Démolition bat A;128-132 bis rue Louis Auguste Blanqui;;;PC accordé;24/09/2024;2024;;;2029;5;Pré-conventionné;-59;0;-59;;;;;;;;;;;;-59;;;;-59;;;;;;;;;;;;;;;;;0;;;;;;;;;;Erreur ds la synthèse annualisée des opé (59 LLS et non 128);N Chopin DHRU;CE nov 2024 Est Ensemble;nov-24
Bondy;;Secteur aménagé;NPNRU;NPNRU Blanqui;Séquano;CN;;Non;CIN Plaine de l'Ourcq;Blanqui;Oui;Non;Non;Oui;;Est Ensemble Habitat;;;Lot 5;128bis Rue Louis Auguste Blanqui;;;En projet;;NC;;;2031;;;90;90;0;;0;;;;0;0;0;;;90;;43;42;5;0;2023;;43;42;85;;;;;;;;;;;;90;;;;;;;;;;ventilation 131 logts RO EEH;N Chopin DHRU;CE juin 2025 Est Ensemble;juin-25
Bondy;;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;Darty;129-139 avenue Gallieni;K105 107;;En projet;;NC;;;NC;;;350;350;0;250;;;;;;;;;;100;;;;;100;;;;;;;;;;;;;;;;;350;;;;;;;;;;projet axe Gallieni  / à préciser;N Chopin DHRU;DAD Est Ensemble;mars-23
Bondy;PD 09301023B0008;Secteur aménagé;NPNRU;NPNRU Marnaudes La Sablière;SPL Ensemble;DEMOL;;Non;CIN Plaine de l'Ourcq;Marnaudes - Fosses aux Bergers -La Sablière;Oui;Non;Non;Oui;;ICF Habitat La Sablière;;MOD;Démolition barre D;132-138 Route de Villemomble;BC 75;;Livré;08/01/2024;2024;;;2025;1;Pré-conventionné;-88;0;-88;;;;;;;;;;;;-88;;;;-88;;;;;;;;;;;;;;;;;0;;;;;;;;;;déconstruction lancée fin juin 2025;N CHOPIN DHRU;CE nov 2022 Est Ensemble Sitadel2;janv.-26
Bondy;09301022B0072;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Oui;Non;Non;;;;;;14 rue Lucien Chapelain;F 188 189;;En chantier;06/03/2023;2023;19/02/2026;2026;2027;4;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;0;2;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;avr-26
Bondy;0930102200041;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;15 avenue des Platanes;AV 73;;En chantier;01/09/2022;2022;04/09/2023;2023;2025;3;;2;3;-1;;3;-1;;;0;0;0;;;0;;;;;0;;;;;;;;;;;;0;1;1;1;0;0;;;;;;;;;;en chantier lors de la visite terrain;N Chopin DHRU;Sitadel2 terrain;avr-25
Bondy;09301024B0064;Secteur aménagé;NPNRU;NPNRU Bondy secteurs centre nord;;CN;Les Merisiers;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Oui;Oui;Greencity;Association Foncière Logement;;;Foncier Les Merisiers;1-5 Rue Athur Groussier;F 108;;En chantier;02/03/2025;2025;09/07/2025;2025;2027;2;;26;26;0;;0;;;;0;0;26;;26;0;;;;;0;;;;;;;0;;;0;;1;6;11;7;1;0;;;;;;;;;;LLI Action Logement;N Chopin DHRU;Est Ensemble L Marty;oct-25
Bondy;;Diffus;;;;CN;Gallieni Gâtine Guesde;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Non;Non;;;;;Ilôt Gâtine;15-17 rue Gâtine;J 4 5 144 310 312;;En projet;;NC;;;2026;;C0663-31-Potentiel post2026;95;95;0;;65;;;;0;0;0;;;30;;NC;NC;NC;30;NC;;;;;;0;;;0;;;;;;;95;;;;;;;;;;acq. foncière  en cours EPFIF / prog à préciser;N Chopin DHRU;EPFIF;janv-24
Bondy;09301021B0102;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;Les Nouveaux Constructeurs;;;;Les Jardins de Sélène;15-25 avenue Jules Ferry;AU 20 22 23;;PC accordé;19/09/2022;2022;;;2027;5;;124;136;-12;;136;-12;;;0;0;0;;;0;;;;;0;;;;;;;0;;;;;4;48;43;38;3;0;;;;;;;;;;12 pavillons démolis;N Chopin DHRU;Sitadel2 promoteur;déc-22
Bondy;PD 09301023B0010;Secteur aménagé;NPNRU;NPNRU Marnaudes La Sablière;SPL Ensemble;DEMOL;;Non;CIN Plaine de l'Ourcq;Marnaudes - Fosses aux Bergers -La Sablière;Oui;Non;Non;Oui;;ICF Habitat La Sablière;;MOD;Démolition barre A;156-168 Route de Villemomble;BC 75;;PC accordé;08/01/2024;2024;;;2027;3;Pré-conventionné;-150;0;-150;;;;;;;;;;;;-150;;;;-150;;;;;;;;;;;;;;;;;0;;;;;;;;;;permis de démolir à confirmer;N CHOPIN DHRU;CE nov 2022 Est Ensemble;nov.-24
Bondy;09301024B0058;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;;;;;;;;;;17 avenue des Mesarmes;G 119;;PC accordé;04/02/2025;2025;;;2027;2;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;;;;;;0;1;0;1;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;mars-25
Bondy;;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Les Nouveaux Constructeurs;NC;;;Top office;172-174 avenue Gallieni;N 6 7 30 31;;En projet;;NC;;;2026;;;130;130;0;;104;;;;0;0;0;;;26;;NC;NC;NC;26;NC;;;;;;;;;;;30;;;;;100;;;;;;;;;;projet axe Gallieni  / foncier acquis par LNC;N Chopin DHRU;DAD Est Ensemble;mars-23
Bondy;DP 09301023B0175;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;18 avenue Marguerite;K 54;;PC accordé;29/11/2023;2023;;;2026;3;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;;;;;;NC;NC;NC;NC;NC;2;;;;;;;;;;;N Chopin DHRU;Sitadel2;sept-23
Bondy;09301022B0016 / PD 09301021B0008;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Kaufman & Broad / Apilogis;;La Coop Foncière Francilienne;;;18-26 rue Borel / 11-15 rue Laug;L 90 92 94 108 110 112 135 136;;PC accordé;11/07/2022;2022;;;2026;4;;70;79;-9;;49;-9;30;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;6;23;24;24;2;0;;;;;;;;;;démolition de 9 pavillons / opération suspendue réactivée en 2024 / a priori 30 BRS à confirmer;N Chopin DHRU;Sitadel2 ville;oct-24
Bondy;09301022B0057;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;19 allée de la Villa Jeannette;AN 55;;En chantier;21/10/2022;2022;;;2025;3;;-1;1;-2;;1;-2;;;0;0;0;;;0;;;;;0;;;;;;;;;;;;0;0;0;0;1;0;;;;;;;;;;presque achevé lors de la visite terrain avr 2025;N Chopin DHRU;Sitadel2 terrain;avr-25
Bondy;09301023B0061;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;196 avenue de Rosny;AG 146;;En chantier;05/04/2024;2024;15/01/2026;2026;2027;3;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;;;;;;0;2;0;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;avr-26
Bondy;;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;Seqens;ADOMA;MOD;Desserement FTM Ourcq;199-205 avenue de Rosny;;;En projet;;NC;;;2027;;;111;111;0;;;;;;;;;;;111;;111;0;0;0;2021;;;;;;111;111;Résidence sociale;;;NC;NC;NC;NC;NC;111;;;;;;;;;;traitement de l'ex-FTM Ourcq / à priori plus de faisabilité sur ce site (info DRIHL);N Chopin DHRU;DRIHL;janv-22
Bondy;;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;20 avenue de Belfort;BF 103;;PC accordé;07/07/2025;2025;;;2028;3;;5;5;0;;5;;;;0;0;0;;;0;;;;;0;;;;;;;;;;;;0;4;1;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;avr-26
Bondy;09301025B0036;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;200 avenue de Rosny;AG 144;;En chantier;23/12/2025;2025;24/02/2026;2026;2028;3;;3;3;0;;3;;;;0;0;0;;;0;;;;;0;;;;;;;;;;;;0;3;0;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;avr.-26
Bondy;09301024B0020;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;21 Rue de Tremeuge;AY 157;;En chantier;07/10/2024;2024;20/11/2024;2024;2026;2;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;;;;;;0;0;2;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;janv-25
Bondy;PD 09301024B0005;Secteur aménagé;NPNRU;NPNRU Blanqui;Séquano;DEMOL;;Non;CIN Plaine de l'Ourcq;Blanqui;Oui;Non;Non;Oui;;Est Ensemble Habitat;;MOD;Démolition bat D;2-12 rue Simone de Beauvoir;;;PC accordé;24/09/2024;2024;;2028;2030;6;Pré-conventionné;-59;0;-59;;;;;;;;;;;;-59;;;;-59;;;;;;;;;;;;;;;;;0;;;;;;;;;;;N Chopin DHRU;CE nov 2024 Est Ensemble;nov-24
Bondy;09301019B0053;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;23 chemin de la Mare à la Veuve;BF 16;;Livré;13/02/2020;2020;15/09/2022;2022;2025;5;;3;3;0;;3;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;NC;NC;NC;NC;NC;3;;;;;;;;;;en chantier lors de la visite terrain;N Chopin DHRU;Ville terrain;avr-25
Bondy;;Diffus;;;;AA-T;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;SIFAE;;;;;247 avenue Edouard Vaillant;;;En projet;;NC;;;NC;;C0663-31-Potentiel post2026;1;2;-1;;0;-1;;;0;0;0;;;2;;0;0;2;0;NC;;;;;;;;;;;;;;;;2;;;;;;;;;;projet SIFAE rénovation d'un pavillon en 2 logements LLS ou LLI;N Chopin DHRU;Est Ensemble ville;sept-24
Bondy;09301020B0048;Diffus;;;;CN;Hors Site;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;Vilogia;;MOD;;25 rue Fontaine;F 155;;En chantier;09/11/2020;2020;;2024;2026;6;C0663-31-0057 / 2022;9;9;0;;0;;;;0;0;0;;;9;;2;6;1;0;2021;;2;0;2;;0;;;0;;NC;NC;NC;NC;NC;9;;;;;;;;;;restructuration lourde + surélévation pour créer des logements / chantier en cours lors de la visite terrain;N Chopin DHRU;Sitadel2 DRIHL terrain;avr-25
Bondy;PD 09301024B0005;Secteur aménagé;NPNRU;NPNRU Blanqui;Séquano;DEMOL;;Non;CIN Plaine de l'Ourcq;Blanqui;Oui;Non;Non;Oui;;Est Ensemble Habitat;;MOD;Démolition bat C;2-6 rue Martin Luther King;;;PC accordé;24/09/2024;2024;;;2027;3;Pré-conventionné;-128;0;-128;;;;;;;;;;;;-128;;;;-128;;;;;;;;;;;;;;;;;0;;;;;;;;;;;N Chopin DHRU;CE nov 2024 Est Ensemble;nov-24
Bondy;09301023B0038;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;26 rue Raoul;Y 82;;PC accordé;09/01/2024;2024;;;2026;2;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;;;0;0;2;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;févr-24
Bondy;;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Nexity / Care Promotion;Batigère;;;;26-30 avenue Carnot;AD 82 113;Ville;En projet;;NC;;;2029;;;150;150;0;;40;;;;0;0;20;;;90;;21;19;50;0;NC;;21;19;40;;;;;;;NC;NC;NC;NC;NC;150;;;;;;;;;;"garages municipaux / présenté comme un projet ""intergénérationnel"" / logement accompagné avec l'asso AMLI mais financement classique";N Chopin DHRU;ville;nov-25
Bondy;09301021B0071;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Helios;;;;;27 rue du Breuil;AE 28;;PC accordé;15/02/2022;2022;;;2026;4;;4;4;0;;4;;;;0;0;0;;;0;;;;;0;;;;;;;;;;;;0;2;1;1;0;0;;;;;;;;;;pas de  chantier visible lors de la visite terrain;N Chopin DHRU;Sitadel2 terrain;avr-25
Bondy;;Diffus;;;;AA-T;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;SIFAE;;;;;3 rue Phléas Collardeau;;;En projet;;NC;;;NC;;;1;2;-1;;2;-1;;;0;0;0;;;0;;;;;0;;;;;;;;;;;;;;;;;2;;;;;;;;;;projet SIFAE rénovation d'un pavillon en 2 logements;N CHOPIN DHRU;Est Ensemble ville;janv-24
Bondy;09301024B0057;Diffus;;;;CN (+DEMOL);;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Non;Non;Preference Home;;;;;30-44 rue Georges Elie;M 18 19 20 21 22 23 24 25;;PC accordé;07/04/2025;2025;;;2027;2;;41;48;-7;;48;-7;;;0;0;0;;;0;;;;;0;;;;;;;;;;;;11;5;17;14;1;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;mai-25
Bondy;09301021B0055;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;I3F;;MOD;;36 rue Fontaine;F 86 87 88;;En chantier;10/12/2021;2021;16/09/2022;2022;2027;6;;14;15;-1;;0;-1;;;0;0;15;;;0;;;;;0;2020;;;;;;;;;;;2;4;5;3;1;0;;;;;;;;;;15 LLI agréés en 2020 / en chantier lors de la visite terrain;N Chopin DHRU;Sitadel2 terrain;avr-25
