"Dossier";"Numéro - Type de dossier";"Code insee de la commune principale";"Année de dépôt";"Date de dépôt";"Dossier issu de la SVE ?"
"PC 93010 20 B0010";"PC";"93010";"2020";"04/02/2020";"0"
"AT 93010 24 B0047";"AT";"93010";"2024";"19/12/2024";"0"
"CU 93010 25 B0024";"CU";"93010";"2025";"22/01/2025";"0"
"CU 93010 25 B0264";"CU";"93010";"2025";"28/07/2025";"0"
"CU 93010 25 B0044";"CU";"93010";"2025";"12/02/2025";"1"
"CU 93010 25 B0019";"CU";"93010";"2025";"24/01/2025";"1"
"CU 93010 25 B0020";"CU";"93010";"2025";"27/01/2025";"1"
"AT 93010 25 B0001";"AT";"93010";"2025";"24/01/2025";"0"
"CU 93010 25 B0022";"CU";"93010";"2025";"23/01/2025";"0"
"CU 93010 25 B0023";"CU";"93010";"2025";"23/01/2025";"0"
"CU 93010 25 B0028";"CU";"93010";"2025";"28/01/2025";"1"
"AT 93010 25 B0002";"AT";"93010";"2025";"28/01/2025";"0"
"CU 93010 25 B0027";"CU";"93010";"2025";"28/01/2025";"1"
"CU 93010 25 B0029";"CU";"93010";"2025";"28/01/2025";"1"
"CU 93010 25 B0030";"CU";"93010";"2025";"28/01/2025";"0"
"CU 93010 25 B0031";"CU";"93010";"2025";"28/01/2025";"0"
"CU 93010 25 B0104";"CU";"93010";"2025";"26/03/2025";"0"
"DP 93010 25 B0009";"DP";"93010";"2025";"23/01/2025";"1"
"DP 93010 25 B0008";"DP";"93010";"2025";"23/01/2025";"1"
"DP 93010 25 B0005";"DP";"93010";"2025";"22/01/2025";"1"
"DP 93010 25 B0014";"DP";"93010";"2025";"29/01/2025";"1"
"AT 93010 25 B0032";"AT";"93010";"2025";"04/07/2025";"0"
"CU 93010 25 B0092";"CU";"93010";"2025";"24/03/2025";"1"
"DP 93010 25 B0006";"DP";"93010";"2025";"22/01/2025";"1"
"CU 93010 25 B0018";"CU";"93010";"2025";"23/01/2025";"1"
"DP 93010 25 B0019";"DP";"93010";"2025";"12/02/2025";"1"
"PC 93010 24 B0048";"PC";"93010";"2024";"20/09/2024";"0"
"DP 93010 24 B0164";"DP";"93010";"2024";"07/10/2024";"0"
"CU 93010 25 B0017";"CU";"93010";"2025";"22/01/2025";"1"
"CU 93010 25 B0032";"CU";"93010";"2025";"29/01/2025";"1"
"CU 93010 25 B0006";"CU";"93010";"2025";"13/01/2025";"1"
"CU 93010 25 B0045";"CU";"93010";"2025";"12/02/2025";"1"
"DP 93010 26 B0026";"DP";"93010";"2026";"22/02/2026";"1"
"CU 93010 25 B0392";"CU";"93010";"2025";"27/10/2025";"0"
"CU 93010 25 B0021";"CU";"93010";"2025";"27/01/2025";"1"
"AT 93010 25 B0018";"AT";"93010";"2025";"03/04/2025";"0"
"CU 93010 25 B0033";"CU";"93010";"2025";"29/01/2025";"1"
"AT 93010 25 B0020";"AT";"93010";"2025";"08/04/2025";"0"
"CU 93010 25 B0131";"CU";"93010";"2025";"15/04/2025";"1"
"CU 93010 25 B0132";"CU";"93010";"2025";"15/04/2025";"1"
"CU 93010 26 B0009";"CU";"93010";"2026";"13/01/2026";"1"
"AT 93010 24 B0039";"AT";"93010";"2024";"13/11/2024";"0"
"CU 93010 25 B0139";"CU";"93010";"2025";"18/04/2025";"1"
"DP 93010 24 B0187";"DP";"93010";"2024";"02/12/2024";"1"
"PC 93010 25 B0003";"PC";"93010";"2025";"15/01/2025";"1"
"PC 93010 24 B0049 M02";"PC";"93010";"2025";"25/03/2025";"1"
"CU 93010 25 B0052";"CU";"93010";"2025";"18/02/2025";"1"
"CU 93010 25 B0148";"CU";"93010";"2025";"22/04/2025";"0"
"CU 93010 25 B0146";"CU";"93010";"2025";"23/04/2025";"1"
"CU 93010 25 B0084";"CU";"93010";"2025";"17/03/2025";"1"
"CU 93010 25 B0085";"CU";"93010";"2025";"17/03/2025";"1"
"CU 93010 25 B0069";"CU";"93010";"2025";"28/02/2025";"1"
"CU 93010 25 B0094";"CU";"93010";"2025";"20/03/2025";"0"
"CU 93010 25 B0096";"CU";"93010";"2025";"24/03/2025";"1"
"AT 93010 25 B0014";"AT";"93010";"2025";"31/03/2025";"0"
"CU 93010 25 B0097";"CU";"93010";"2025";"26/03/2025";"1"
"CU 93010 25 B0098";"CU";"93010";"2025";"26/03/2025";"1"
"CU 93010 25 B0099";"CU";"93010";"2025";"21/03/2025";"0"
"CU 93010 25 B0100";"CU";"93010";"2025";"24/03/2025";"0"
"DP 93010 25 B0051";"DP";"93010";"2025";"19/04/2025";"1"
"DP 93010 24 B0202";"DP";"93010";"2024";"23/12/2024";"1"
"DP 93010 25 B0037";"DP";"93010";"2025";"26/03/2025";"1"
"CU 93010 25 B0007";"CU";"93010";"2025";"13/01/2025";"1"
"CU 93010 25 B0040";"CU";"93010";"2025";"07/02/2025";"1"
"CU 93010 25 B0046";"CU";"93010";"2025";"07/02/2025";"0"
"CU 93010 25 B0041";"CU";"93010";"2025";"07/02/2025";"1"
"CU 93010 25 B0042";"CU";"93010";"2025";"07/02/2025";"1"
"CU 93010 25 B0047";"CU";"93010";"2025";"10/02/2025";"0"
"DP 93010 25 B0023";"DP";"93010";"2025";"18/02/2025";"1"
"CU 93010 25 B0026";"CU";"93010";"2025";"22/01/2025";"0"
"CU 93010 25 B0048";"CU";"93010";"2025";"11/02/2025";"0"
"DP 93010 25 B0020";"DP";"93010";"2025";"14/02/2025";"1"
"DP 93010 25 B0015";"DP";"93010";"2025";"07/02/2025";"1"
"CU 93010 25 B0070";"CU";"93010";"2025";"03/03/2025";"1"
"CU 93010 25 B0050";"CU";"93010";"2025";"13/02/2025";"0"
"CU 93010 25 B0053";"CU";"93010";"2025";"19/02/2025";"1"
"CU 93010 25 B0054";"CU";"93010";"2025";"17/02/2025";"0"
"DP 93010 25 B0102";"DP";"93010";"2025";"20/06/2025";"1"
"CU 93010 25 B0055";"CU";"93010";"2025";"17/02/2025";"0"
"CU 93010 25 B0036";"CU";"93010";"2025";"03/02/2025";"1"
"CU 93010 25 B0056";"CU";"93010";"2025";"17/02/2025";"0"
"AT 93010 25 B0004";"AT";"93010";"2025";"03/02/2025";"0"
"AT 93010 25 B0005";"AT";"93010";"2025";"30/01/2025";"0"
"DP 93010 25 B0021";"DP";"93010";"2025";"17/02/2025";"1"
"DP 93010 25 B0012";"DP";"93010";"2025";"27/01/2025";"1"
"CU 93010 25 B0049";"CU";"93010";"2025";"14/02/2025";"1"
"PD 93010 24 B0006";"PD";"93010";"2024";"10/09/2024";"1"
"PC 93010 25 B0013";"PC";"93010";"2025";"11/03/2025";"1"
"CU 93010 25 B0117";"CU";"93010";"2025";"11/04/2025";"0"
"DP 93010 25 B0075";"DP";"93010";"2025";"17/05/2025";"1"
"DP 93010 25 B0016";"DP";"93010";"2025";"10/02/2025";"1"
"CU 93010 25 B0118";"CU";"93010";"2025";"11/04/2025";"0"
"CU 93010 25 B0102";"CU";"93010";"2025";"28/03/2025";"1"
"DP 93010 25 B0017";"DP";"93010";"2025";"10/02/2025";"1"
"CU 93010 25 B0034";"CU";"93010";"2025";"30/01/2025";"1"
"CU 93010 25 B0105";"CU";"93010";"2025";"01/04/2025";"1"
"DP 93010 25 B0052";"DP";"93010";"2025";"21/04/2025";"1"
"AT 93010 25 B0008";"AT";"93010";"2025";"04/03/2025";"0"
"DP 93010 25 B0103";"DP";"93010";"2025";"23/06/2025";"1"
"CU 93010 25 B0124";"CU";"93010";"2025";"14/04/2025";"1"
"CU 93010 25 B0130";"CU";"93010";"2025";"15/04/2025";"1"
"CU 93010 25 B0134";"CU";"93010";"2025";"17/04/2025";"1"
"CU 93010 25 B0135";"CU";"93010";"2025";"17/04/2025";"1"
"CU 93010 25 B0137";"CU";"93010";"2025";"17/04/2025";"1"
"CU 93010 25 B0150";"CU";"93010";"2025";"25/04/2025";"1"
"CU 93010 25 B0051";"CU";"93010";"2025";"17/02/2025";"1"
"AT 93010 25 B0039";"AT";"93010";"2025";"08/09/2025";"0"
"PC 93010 22 B0011";"PC";"93010";"2022";"30/03/2022";"0"
"CU 93010 25 B0064";"CU";"93010";"2025";"27/02/2025";"1"
"CU 93010 25 B0012";"CU";"93010";"2025";"16/01/2025";"1"
"CU 93010 25 B0013";"CU";"93010";"2025";"16/01/2025";"1"
"CU 93010 25 B0376";"CU";"93010";"2025";"17/10/2025";"1"
"CU 93010 26 B0016";"CU";"93010";"2026";"19/01/2026";"1"
"DP 93010 25 B0013";"DP";"93010";"2025";"24/01/2025";"0"
"DP 93010 25 B0007";"DP";"93010";"2025";"23/01/2025";"1"
"PC 93010 24 B0058";"PC";"93010";"2024";"23/10/2024";"1"
"AT 93010 25 B0011";"AT";"93010";"2025";"11/03/2025";"0"
"CU 93010 25 B0035";"CU";"93010";"2025";"30/01/2025";"1"
"DP 93010 25 B0154";"DP";"93010";"2025";"05/09/2025";"1"
"AT 93010 25 B0003";"AT";"93010";"2025";"31/01/2025";"0"
"DP 93010 24 B0188";"DP";"93010";"2024";"02/12/2024";"1"
"PC 93010 24 B0049 M01";"PC";"93010";"2025";"27/02/2025";"1"
"PC 93010 25 B0007";"PC";"93010";"2025";"30/01/2025";"1"
"AT 93010 25 B0051";"AT";"93010";"2025";"12/12/2025";"0"
"CU 93010 25 B0123";"CU";"93010";"2025";"14/04/2025";"1"
"DP 93010 24 B0203";"DP";"93010";"2024";"18/12/2024";"0"
"AT 93010 24 B0043";"AT";"93010";"2024";"25/11/2024";"0"
"CU 93010 25 B0077";"CU";"93010";"2025";"12/03/2025";"1"
"CU 93010 25 B0078";"CU";"93010";"2025";"13/03/2025";"1"
"CU 93010 25 B0062";"CU";"93010";"2025";"25/02/2025";"1"
"CU 93010 25 B0079";"CU";"93010";"2025";"10/03/2025";"0"
"CU 93010 25 B0063";"CU";"93010";"2025";"26/02/2025";"1"
"CU 93010 25 B0080";"CU";"93010";"2025";"14/03/2025";"1"
"CU 93010 25 B0065";"CU";"93010";"2025";"27/02/2025";"1"
"CU 93010 25 B0081";"CU";"93010";"2025";"14/03/2025";"1"
"CU 93010 25 B0073";"CU";"93010";"2025";"04/03/2025";"1"
"CU 93010 25 B0082";"CU";"93010";"2025";"13/03/2025";"0"
"CU 93010 25 B0087";"CU";"93010";"2025";"18/03/2025";"1"
"DP 93010 25 B0029";"DP";"93010";"2025";"13/03/2025";"1"
"PD 93010 25 B0002";"PD";"93010";"2025";"14/03/2025";"1"
"AT 93010 25 B0009";"AT";"93010";"2025";"12/03/2025";"0"
"AT 93010 25 B0010";"AT";"93010";"2025";"12/03/2025";"0"
"CU 93010 25 B0290";"CU";"93010";"2025";"07/08/2025";"1"
"DP 93010 23 B0007";"DP";"93010";"2023";"17/01/2023";"0"
"CU 93010 25 B0101";"CU";"93010";"2025";"27/03/2025";"1"
"DP 93010 22 B0052";"DP";"93010";"2022";"06/04/2022";"0"
"PC 93010 25 B0009";"PC";"93010";"2025";"03/02/2025";"1"
"CU 93010 25 B0057";"CU";"93010";"2025";"19/02/2025";"1"
"CU 93010 25 B0058";"CU";"93010";"2025";"21/02/2025";"1"
"PC 93010 25 B0011";"PC";"93010";"2025";"19/02/2025";"1"
"DP 93010 25 B0057";"DP";"93010";"2025";"25/04/2025";"1"
"DP 93010 25 B0018";"DP";"93010";"2025";"10/02/2025";"1"
"CU 93010 25 B0125";"CU";"93010";"2025";"14/04/2025";"1"
"PC 93010 24 B0057";"PC";"93010";"2024";"16/10/2024";"1"
"AT 93010 25 B0021";"AT";"93010";"2025";"25/04/2025";"0"
"CU 93010 25 B0127";"CU";"93010";"2025";"15/04/2025";"1"
"CU 93010 25 B0167";"CU";"93010";"2025";"19/05/2025";"1"
"CU 93010 25 B0133";"CU";"93010";"2025";"17/04/2025";"1"
"CU 93010 25 B0136";"CU";"93010";"2025";"17/04/2025";"1"
"CU 93010 25 B0138";"CU";"93010";"2025";"18/04/2025";"1"
"CU 93010 25 B0147";"CU";"93010";"2025";"22/04/2025";"0"
"CU 93010 25 B0154";"CU";"93010";"2025";"25/04/2025";"0"
"DP 93010 22 B0050 T01";"DP";"93010";"2025";"17/02/2025";"0"
"DP 93010 24 B0198";"DP";"93010";"2024";"13/12/2024";"0"
"DP 93010 25 B0047";"DP";"93010";"2025";"07/04/2025";"1"
"CU 93010 25 B0075";"CU";"93010";"2025";"06/03/2025";"1"
"PC 93010 20 B0004 M01";"PC";"93010";"2025";"08/01/2025";"0"
"DP 93010 25 B0040";"DP";"93010";"2025";"01/04/2025";"1"
"DP 93010 24 B0182";"DP";"93010";"2024";"18/11/2024";"1"
"CU 93010 25 B0106";"CU";"93010";"2025";"01/04/2025";"1"
"CU 93010 25 B0107";"CU";"93010";"2025";"02/04/2025";"1"
"CU 93010 25 B0108";"CU";"93010";"2025";"02/04/2025";"1"
"PC 93010 24 B0071";"PC";"93010";"2024";"27/12/2024";"1"
"DP 93010 25 B0011";"DP";"93010";"2025";"27/01/2025";"1"
"CU 93010 25 B0109";"CU";"93010";"2025";"02/04/2025";"1"
"PC 93010 25 B0001";"PC";"93010";"2025";"13/01/2025";"1"
"DP 93010 25 B0027";"DP";"93010";"2025";"06/03/2025";"1"
"AT 93010 25 B0015";"AT";"93010";"2025";"01/04/2025";"0"
"DP 93010 25 B0025";"DP";"93010";"2025";"26/02/2025";"1"
"DP 93010 25 B0039";"DP";"93010";"2025";"01/04/2025";"1"
"PC 93010 23 B0035 M02";"PC";"93010";"2025";"27/06/2025";"0"
"CU 93010 25 B0119";"CU";"93010";"2025";"15/04/2025";"0"
"PC 93010 21 B0065 M01";"PC";"93010";"2024";"30/09/2024";"0"
"CU 93010 25 B0059";"CU";"93010";"2025";"24/02/2025";"0"
"CU 93010 25 B0060";"CU";"93010";"2025";"19/02/2025";"0"
"CU 93010 25 B0061";"CU";"93010";"2025";"24/02/2025";"1"
"CU 93010 25 B0066";"CU";"93010";"2025";"27/02/2025";"1"
"CU 93010 25 B0067";"CU";"93010";"2025";"28/02/2025";"1"
"CU 93010 25 B0071";"CU";"93010";"2025";"03/03/2025";"1"
"CU 93010 25 B0072";"CU";"93010";"2025";"04/03/2025";"1"
"CU 93010 25 B0074";"CU";"93010";"2025";"03/03/2025";"0"
"CU 93010 25 B0076";"CU";"93010";"2025";"06/03/2025";"1"
"CU 93010 25 B0393";"CU";"93010";"2025";"28/10/2025";"0"
"CU 93010 25 B0090";"CU";"93010";"2025";"20/03/2025";"1"
"DP 93010 25 B0076";"DP";"93010";"2025";"19/05/2025";"1"
"CU 93010 25 B0091";"CU";"93010";"2025";"19/03/2025";"0"
"CU 93010 25 B0126";"CU";"93010";"2025";"14/04/2025";"1"
"CU 93010 25 B0120";"CU";"93010";"2025";"07/04/2025";"0"
"DP 93010 25 B0157";"DP";"93010";"2025";"08/09/2025";"1"
"PC 93010 24 B0059";"PC";"93010";"2024";"13/11/2024";"1"
"CU 93010 25 B0121";"CU";"93010";"2025";"11/04/2025";"1"
"DP 93010 24 B0138 M01";"DP";"93010";"2025";"21/03/2025";"1"
"PC 93010 24 B0064";"PC";"93010";"2024";"02/12/2024";"1"
"CU 93010 25 B0129";"CU";"93010";"2025";"15/04/2025";"1"
"DP 93010 25 B0054";"DP";"93010";"2025";"22/04/2025";"1"
"CU 93010 25 B0128";"CU";"93010";"2025";"15/04/2025";"1"
"CU 99999 23 00002";"CU";"99999";"2023";"24/04/2023";"1"
"DP 93010 25 B0041";"DP";"93010";"2025";"02/04/2025";"1"
"AT 93010 25 B0023";"AT";"93010";"2025";"12/05/2025";"0"
"CU 93010 25 B0166";"CU";"93010";"2025";"12/05/2025";"0"
"DP 93010 25 B0024";"DP";"93010";"2025";"26/02/2025";"1"
"DP 93010 25 B0114";"DP";"93010";"2025";"04/07/2025";"1"
"DP 93010 25 B0032";"DP";"93010";"2025";"18/03/2025";"1"
"DP 93010 24 B0100 M01";"DP";"93010";"2025";"21/02/2025";"0"
"PC 93010 15 B0025";"PC";"93010";"2023";"14/04/2015";"0"
"CU 93010 25 B0158";"CU";"93010";"2025";"12/05/2025";"1"
"DP 93010 25 B0055";"DP";"93010";"2025";"22/04/2025";"1"
"PC 93010 25 B0002";"PC";"93010";"2025";"15/01/2025";"1"
"CU 93010 25 B0086";"CU";"93010";"2025";"18/03/2025";"1"
"CU 93010 25 B0083";"CU";"93010";"2025";"17/03/2025";"1"
"CU 93010 25 B0088";"CU";"93010";"2025";"14/03/2025";"0"
"CU 93010 25 B0089";"CU";"93010";"2025";"19/03/2025";"1"
"AP 99999 24 0001";"AP";"99999";"2024";"12/04/2024";"0"
"CU 93010 25 B0110";"CU";"93010";"2025";"03/04/2025";"1"
"CU 93010 25 B0225";"CU";"93010";"2025";"16/06/2025";"0"
"CU 93010 25 B0271";"CU";"93010";"2025";"22/07/2025";"1"
"DP 93010 25 B0044";"DP";"93010";"2025";"05/04/2025";"1"
"PC 93010 15 B0059";"PC";"93010";"2015";"02/09/2015";"0"
"DP 93010 25 B0046";"DP";"93010";"2025";"07/04/2025";"0"
"CU 93010 25 B0159";"CU";"93010";"2025";"12/05/2025";"1"
"DP 93010 25 B0043";"DP";"93010";"2025";"04/04/2025";"1"
"AT 93010 25 B0024";"AT";"93010";"2025";"14/05/2025";"0"
"CU 93010 25 B0454";"CU";"93010";"2025";"15/12/2025";"0"
"PC 93010 25 B0020";"PC";"93010";"2025";"04/04/2025";"0"
"DP 93010 25 B0031";"DP";"93010";"2025";"18/03/2025";"0"
"DP 93010 25 B0048";"DP";"93010";"2025";"09/04/2025";"1"
"DP 93010 25 B0030";"DP";"93010";"2025";"14/03/2025";"1"
"CU 93010 25 B0111";"CU";"93010";"2025";"03/04/2025";"1"
"CU 93010 25 B0112";"CU";"93010";"2025";"31/03/2025";"0"
"CU 93010 25 B0113";"CU";"93010";"2025";"07/04/2025";"1"
"CU 93010 25 B0114";"CU";"93010";"2025";"08/04/2025";"1"
"PC 93010 15 B0059 M01";"PC";"93010";"2015";"04/04/2025";"0"
"PC 93010 24 B0064 T01";"PC";"93010";"2025";"03/04/2025";"0"
"CU 93010 25 B0115";"CU";"93010";"2025";"09/04/2025";"1"
"DP 93010 22 B0137";"DP";"93010";"2022";"21/09/2022";"0"
"PC 93010 25 B0005";"PC";"93010";"2025";"17/01/2025";"1"
"DP 93010 24 B0199";"DP";"93010";"2024";"13/12/2024";"1"
"PC 93010 25 B0010";"PC";"93010";"2025";"17/02/2025";"1"
"AT 93010 25 B0019";"AT";"93010";"2025";"09/04/2025";"0"
"CU 93010 26 B0017";"CU";"93010";"2026";"19/01/2026";"1"
"CU 93010 26 B0047";"CU";"93010";"2026";"11/02/2026";"1"
"DP 93010 25 B0085";"DP";"93010";"2025";"27/05/2025";"1"
"DP 93010 25 B0069";"DP";"93010";"2025";"09/05/2025";"1"
"CU 93010 25 B0161";"CU";"93010";"2025";"07/05/2025";"0"
"CU 93010 25 B0162";"CU";"93010";"2025";"14/05/2025";"1"
"CU 93010 25 B0172";"CU";"93010";"2025";"23/05/2025";"1"
"CU 93010 25 B0163";"CU";"93010";"2025";"30/04/2025";"0"
"CU 93010 25 B0173";"CU";"93010";"2025";"21/05/2025";"0"
"CU 93010 25 B0174";"CU";"93010";"2025";"16/05/2025";"0"
"CU 93010 25 B0175";"CU";"93010";"2025";"16/05/2025";"0"
"CU 93010 25 B0176";"CU";"93010";"2025";"16/05/2025";"0"
"CU 93010 25 B0177";"CU";"93010";"2025";"19/05/2025";"0"
"CU 93010 25 B0178";"CU";"93010";"2025";"26/05/2025";"1"
"CU 93010 25 B0179";"CU";"93010";"2025";"26/05/2025";"1"
"CU 93010 25 B0180";"CU";"93010";"2025";"27/05/2025";"1"
"CU 93010 25 B0181";"CU";"93010";"2025";"27/05/2025";"1"
"CU 93010 25 B0182";"CU";"93010";"2025";"30/05/2025";"1"
"DP 93010 25 B0082";"DP";"93010";"2025";"22/05/2025";"1"
"PC 93010 25 B0028";"PC";"93010";"2025";"27/05/2025";"1"
"DP 93010 25 B0127";"DP";"93010";"2025";"17/07/2025";"1"
"DP 93010 25 B0133";"DP";"93010";"2025";"29/07/2025";"1"
"CU 93010 25 B0141";"CU";"93010";"2025";"17/04/2025";"0"
"CU 93010 25 B0142";"CU";"93010";"2025";"17/04/2025";"0"
"CU 93010 25 B0143";"CU";"93010";"2025";"18/04/2025";"0"
"DP 93010 25 B0028";"DP";"93010";"2025";"13/03/2025";"1"
"CU 93010 25 B0157";"CU";"93010";"2025";"09/05/2025";"1"
"CU 93010 25 B0160";"CU";"93010";"2025";"13/05/2025";"1"
"PC 93010 25 B0004";"PC";"93010";"2025";"17/01/2025";"1"
"CU 93010 25 B0116";"CU";"93010";"2025";"14/04/2025";"0"
"CU 93010 25 B0122";"CU";"93010";"2025";"14/04/2025";"1"
"CU 93010 25 B0226";"CU";"93010";"2025";"16/06/2025";"0"
"CU 93010 25 B0217";"CU";"93010";"2025";"16/06/2025";"1"
"CU 93010 25 B0291";"CU";"93010";"2025";"08/08/2025";"1"
"DP 93010 25 B0067";"DP";"93010";"2025";"07/05/2025";"1"
"CU 93010 25 B0144";"CU";"93010";"2025";"23/04/2025";"1"
"DP 93010 25 B0078";"DP";"93010";"2025";"20/05/2025";"1"
"PD 93010 23 B0005";"PD";"93010";"2023";"21/06/2023";"1"
"CU 93010 25 B0324";"CU";"93010";"2025";"08/09/2025";"0"
"CU 93010 25 B0145";"CU";"93010";"2025";"23/04/2025";"1"
"DP 93010 25 B0116";"DP";"93010";"2025";"08/07/2025";"1"
"CU 93010 25 B0153";"CU";"93010";"2025";"28/04/2025";"0"
"PC 93010 25 B0021";"PC";"93010";"2025";"22/04/2025";"0"
"CU 93010 25 B0155";"CU";"93010";"2025";"02/05/2025";"0"
"CU 93010 25 B0165";"CU";"93010";"2025";"16/05/2025";"1"
"CU 93010 25 B0164";"CU";"93010";"2025";"15/05/2025";"0"
"DP 93010 25 B0062";"DP";"93010";"2025";"07/05/2025";"1"
"DP 93010 25 B0066";"DP";"93010";"2025";"07/05/2025";"1"
"CU 93010 25 B0156";"CU";"93010";"2025";"09/05/2025";"1"
"CU 93010 25 B0168";"CU";"93010";"2025";"22/05/2025";"1"
"PC 93010 22 B0069 T01";"PC";"93010";"2025";"22/04/2025";"0"
"DP 93010 25 B0059";"DP";"93010";"2025";"28/04/2025";"1"
"DP 93010 25 B0077";"DP";"93010";"2025";"20/05/2025";"1"
"CU 93010 25 B0169";"CU";"93010";"2025";"22/05/2025";"1"
"DP 93010 25 B0034";"DP";"93010";"2025";"27/03/2025";"1"
"CU 93010 25 B0170";"CU";"93010";"2025";"22/05/2025";"1"
"CU 93010 25 B0171";"CU";"93010";"2025";"22/05/2025";"1"
"DP 93010 25 B0068";"DP";"93010";"2025";"09/05/2025";"1"
"DP 93010 25 B0128";"DP";"93010";"2025";"17/07/2025";"1"
"CU 93010 25 B0152";"CU";"93010";"2025";"28/04/2025";"1"
"CU 93010 25 B0149";"CU";"93010";"2025";"24/04/2025";"1"
"CU 93010 25 B0151";"CU";"93010";"2025";"25/04/2025";"1"
"PC 93010 25 B0022";"PC";"93010";"2025";"25/04/2025";"1"
"CU 93010 26 B0048";"CU";"93010";"2026";"11/02/2026";"0"
"DP 93010 25 B0201";"DP";"93010";"2025";"04/12/2025";"1"
"CU 93010 25 B0216";"CU";"93010";"2025";"12/06/2025";"0"
"DP 93010 25 B0079";"DP";"93010";"2025";"20/05/2025";"1"
"CU 93010 25 B0228";"CU";"93010";"2025";"18/06/2025";"0"
"PC 93010 25 B0034";"PC";"93010";"2025";"13/06/2025";"1"
"DP 93010 25 B0088";"DP";"93010";"2025";"30/05/2025";"1"
"CU 93010 25 B0218";"CU";"93010";"2025";"17/06/2025";"1"
"DP 93010 25 B0084";"DP";"93010";"2025";"26/05/2025";"1"
"CU 93010 25 B0183";"CU";"93010";"2025";"30/05/2025";"1"
"CU 93010 25 B0219";"CU";"93010";"2025";"17/06/2025";"1"
"CU 93010 25 B0220";"CU";"93010";"2025";"17/06/2025";"1"
"CU 93010 25 B0272";"CU";"93010";"2025";"23/07/2025";"1"
"PD 93010 25 B0004";"PD";"93010";"2025";"18/06/2025";"1"
"PC 93010 25 B0032";"PC";"93010";"2025";"06/06/2025";"1"
"CU 93010 25 B0221";"CU";"93010";"2025";"18/06/2025";"1"
"CU 93010 25 B0223";"CU";"93010";"2025";"19/06/2025";"1"
"DP 93010 25 B0111";"DP";"93010";"2025";"01/07/2025";"1"
"PC 93010 25 B0037";"PC";"93010";"2025";"02/07/2025";"1"
"DP 93010 25 B0112";"DP";"93010";"2025";"01/07/2025";"1"
"DP 93010 25 B0113";"DP";"93010";"2025";"03/07/2025";"1"
"DP 93010 25 B0140";"DP";"93010";"2025";"09/08/2025";"1"
"CU 93010 25 B0229";"CU";"93010";"2025";"23/06/2025";"0"
"CU 93010 25 B0215";"CU";"93010";"2025";"12/06/2025";"0"
"CU 93010 25 B0230";"CU";"93010";"2025";"23/06/2025";"0"
"CU 93010 25 B0231";"CU";"93010";"2025";"20/06/2025";"0"
"CU 93010 25 B0234";"CU";"93010";"2025";"25/06/2025";"1"
"CU 93010 25 B0237";"CU";"93010";"2025";"27/06/2025";"1"
"CU 93010 25 B0227";"CU";"93010";"2025";"16/06/2025";"0"
"PD 93010 25 B0005";"PD";"93010";"2025";"18/06/2025";"1"
"CU 93010 25 B0238";"CU";"93010";"2025";"27/06/2025";"1"
"CU 93010 25 B0222";"CU";"93010";"2025";"19/06/2025";"1"
"CU 93010 25 B0239";"CU";"93010";"2025";"27/06/2025";"1"
"CU 93010 25 B0240";"CU";"93010";"2025";"01/07/2025";"1"
"CU 93010 25 B0241";"CU";"93010";"2025";"01/07/2025";"1"
"CU 93010 25 B0243";"CU";"93010";"2025";"01/07/2025";"1"
"CU 93010 25 B0214";"CU";"93010";"2025";"16/06/2025";"1"
"CU 93010 25 B0208";"CU";"93010";"2025";"13/06/2025";"1"
"PC 93010 18 B0072 M02";"PC";"93010";"2024";"18/12/2024";"0"
"DP 93010 25 B0095";"DP";"93010";"2025";"06/06/2025";"0"
"CU 93010 25 B0211";"CU";"93010";"2025";"10/06/2025";"0"
"CU 93010 25 B0205";"CU";"93010";"2025";"10/06/2025";"1"
"CU 93010 26 B0018";"CU";"93010";"2026";"19/01/2026";"1"
"CU 93010 25 B0206";"CU";"93010";"2025";"04/06/2025";"0"
"CU 93010 25 B0212";"CU";"93010";"2025";"10/06/2025";"0"
"CU 93010 25 B0207";"CU";"93010";"2025";"04/06/2025";"0"
"CU 93010 25 B0224";"CU";"93010";"2025";"20/06/2025";"1"
"DP 93010 25 B0094";"DP";"93010";"2025";"10/06/2025";"1"
"CU 93010 25 B0213";"CU";"93010";"2025";"13/06/2025";"1"
"CU 93010 26 B0036";"CU";"93010";"2026";"26/01/2026";"0"
"PC 93010 25 B0026";"PC";"93010";"2025";"22/05/2025";"1"
"CU 93010 25 B0232";"CU";"93010";"2025";"24/06/2025";"1"
"DP 93010 25 B0060";"DP";"93010";"2025";"30/04/2025";"1"
"PC 93010 25 B0033";"PC";"93010";"2025";"10/06/2025";"1"
"DP 93010 25 B0096";"DP";"93010";"2025";"13/06/2025";"1"
"AT 93010 25 B0027";"AT";"93010";"2025";"10/06/2025";"0"
"DP 93010 25 B0063";"DP";"93010";"2025";"05/05/2025";"1"
"CU 93010 25 B0246";"CU";"93010";"2025";"02/07/2025";"0"
"CU 93010 25 B0233";"CU";"93010";"2025";"25/06/2025";"1"
"AT 93010 25 B0012";"AT";"93010";"2025";"11/03/2025";"0"
"AT 93010 25 B0017";"AT";"93010";"2025";"03/04/2025";"0"
"PD 93010 25 B0003";"PD";"93010";"2025";"07/04/2025";"0"
"AT 93010 26 B0003";"AT";"93010";"2026";"11/02/2026";"0"
