"Dossier";"Numéro - Type de dossier";"Code insee de la commune principale";"Année de dépôt";"Date de dépôt";"Dossier issu de la SVE ?"
"DP 93010 22 00180";"DP";"93010";"2022";"06/12/2022";"0"
"DP 93010 21 B0214";"DP";"93010";"2021";"27/12/2021";"0"
"CU 93010 23 B0344";"CU";"93010";"2023";"18/08/2023";"1"
"CU 93010 22 B0449";"CU";"93010";"2022";"26/09/2022";"0"
"DP 93010 22 B0004";"DP";"93010";"2022";"14/01/2022";"0"
"CU 93010 23 B0079";"CU";"93010";"2023";"03/03/2023";"0"
"DP 93010 21 B0209";"DP";"93010";"2021";"14/12/2021";"0"
"CU 99999 21 00001";"CU";"99999";"2021";"08/12/2021";"1"
"CU 99999 21 00002";"CU";"99999";"2021";"08/12/2021";"1"
"PC 99999 21 00001";"PC";"99999";"2021";"17/12/2021";"1"
"PC 99999 21 00001 M01";"PC";"99999";"2021";"17/12/2021";"1"
"DP 99999 22 00001";"DP";"99999";"2022";"24/01/2022";"1"
"DP 93010 22 B0006";"DP";"93010";"2022";"12/01/2022";"0"
"CU 93010 23 B0080";"CU";"93010";"2023";"06/03/2023";"0"
"CU 93010 26 B0045";"CU";"93010";"2026";"10/02/2026";"1"
"DP 93010 22 B0036";"DP";"93010";"2022";"16/03/2022";"0"
"CU 93010 21 B0663";"CU";"93010";"2021";"31/12/2021";"0"
"CU 93010 22 B0015";"CU";"93010";"2022";"08/02/2022";"0"
"CU 93010 22 B0024";"CU";"93010";"2022";"08/02/2022";"0"
"DP 93010 22 B0012";"DP";"93010";"2022";"01/02/2022";"0"
"CU 93010 22 B0268";"CU";"93010";"2022";"18/05/2022";"0"
"CU 93010 22 B0453";"CU";"93010";"2022";"03/10/2022";"0"
"CU 93010 22 B0019";"CU";"93010";"2022";"11/02/2022";"1"
"DP 93010 22 B0055";"DP";"93010";"2022";"14/04/2022";"1"
"DP 99999 22 00003";"DP";"99999";"2022";"24/01/2022";"0"
"DP 93010 21 00217";"DP";"93010";"2021";"29/12/2021";"1"
"DP 93010 21 00212";"DP";"93010";"2021";"22/12/2021";"0"
"PC 93010 21 B0077";"PC";"93010";"2021";"26/10/2021";"0"
"DP 93010 21 B0217";"DP";"93010";"2021";"27/12/2021";"0"
"CU 93010 22 B0021";"CU";"93010";"2022";"25/01/2022";"0"
"PC 93010 21 B0102";"PC";"93010";"2021";"24/12/2021";"0"
"AT 93010 22 B0004";"AT";"93010";"2021";"24/12/2021";"0"
"AT 93010 22 B0003";"AT";"93010";"2022";"10/01/2022";"0"
"DP 93010 22 B0009";"DP";"93010";"2022";"21/01/2022";"0"
"PC 93010 22 B0003";"PC";"93010";"2022";"19/01/2022";"0"
"CU 93010 22 B0122";"CU";"93010";"2022";"16/02/2022";"0"
"CU 93010 26 B0043";"CU";"93010";"2026";"05/02/2026";"0"
"AT 93010 22 B0002";"AT";"93010";"2022";"07/01/2022";"0"
"CU 93010 23 B0276";"CU";"93010";"2023";"30/06/2023";"1"
"DP 93010 21 B0191";"DP";"93010";"2021";"26/10/2021";"0"
"CU 93010 22 B0053";"CU";"93010";"2022";"31/01/2022";"0"
"CU 93010 22 B0150";"CU";"93010";"2022";"11/04/2022";"0"
"PC 99999 22 00001";"PC";"99999";"2022";"14/03/2022";"0"
"CU 93010 22 B0168";"CU";"93010";"2022";"01/04/2022";"0"
"CU 93010 22 B0007";"CU";"93010";"2022";"07/01/2022";"0"
"AT 93010 22 B0006";"AT";"93010";"2022";"26/01/2022";"0"
"CU 93010 22 B0006";"CU";"93010";"2022";"07/01/2022";"0"
"CU 93010 22 B0004";"CU";"93010";"2022";"21/01/2022";"0"
"CU 93010 22 B0005";"CU";"93010";"2022";"06/01/2022";"0"
"CU 93010 22 B0001";"CU";"93010";"2022";"04/01/2022";"0"
"CU 93010 22 B0014";"CU";"93010";"2022";"13/01/2022";"0"
"CU 93010 22 B0027";"CU";"93010";"2022";"09/02/2022";"0"
"CU 93010 22 B0022";"CU";"93010";"2022";"14/01/2022";"0"
"CU 93010 22 B0285";"CU";"93010";"2022";"25/05/2022";"0"
"DP 99999 21 00001";"DP";"99999";"2021";"29/12/2021";"1"
"PC 93010 22 B0063";"PC";"93010";"2022";"07/12/2022";"1"
"CU 93010 22 B0200";"CU";"93010";"2022";"07/04/2022";"0"
"DP 93010 22 00047";"DP";"93010";"2022";"31/03/2022";"0"
"AT 93010 22 B0005";"AT";"93010";"2021";"24/12/2021";"0"
"DP 93010 22 B0011";"DP";"93010";"2022";"26/01/2022";"0"
"DP 93010 22 00005";"DP";"93010";"2022";"14/01/2022";"1"
"DP 93010 22 B0007";"DP";"93010";"2022";"12/01/2022";"0"
"CU 93010 22 B0011";"CU";"93010";"2022";"11/01/2022";"0"
"DP 93010 21 B0216";"DP";"93010";"2021";"24/12/2021";"0"
"AT 93010 22 B0007";"AT";"93010";"2022";"09/02/2022";"0"
"CU 93010 22 B0074";"CU";"93010";"2022";"21/03/2022";"0"
"PC 93010 20 B0075 M01";"PC";"93010";"2021";"28/07/2021";"0"
"DP 99999 21 00002";"DP";"99999";"2021";"29/12/2021";"1"
"DP 93010 22 B0002";"DP";"93010";"2022";"03/01/2022";"0"
"DP 93010 22 B0008";"DP";"93010";"2022";"12/01/2022";"0"
"PC 93010 22 B0010";"PC";"93010";"2022";"07/03/2022";"0"
"CU 93010 22 B0008";"CU";"93010";"2022";"10/01/2022";"0"
"CU 93010 21 B0664";"CU";"93010";"2021";"31/12/2021";"0"
"DP 93010 21 B0215";"DP";"93010";"2021";"21/12/2021";"0"
"CU 93010 21 B0662";"CU";"93010";"2021";"31/12/2021";"0"
"DP 93010 22 00161";"DP";"93010";"2022";"02/11/2022";"0"
"DP 93010 22 B0014";"DP";"93010";"2022";"11/02/2022";"0"
"CU 93010 22 B0016";"CU";"93010";"2022";"13/01/2022";"0"
"CU 93010 22 b0010";"CU";"93010";"2022";"11/01/2022";"0"
"CU 93010 22 B0003";"CU";"93010";"2022";"05/01/2022";"0"
"CU 93010 22 B0018";"CU";"93010";"2022";"14/01/2022";"0"
"DP 93010 22 B0037";"DP";"93010";"2022";"15/03/2022";"0"
"DP 93010 22 B0029";"DP";"93010";"2022";"24/02/2022";"0"
"CU 93010 22 B0063";"CU";"93010";"2022";"02/03/2022";"0"
"DP 93010 22 B0026";"DP";"93010";"2022";"16/02/2022";"0"
"DP 93010 22 B0022";"DP";"93010";"2022";"14/02/2022";"0"
"CU 93010 22 B0069";"CU";"93010";"2022";"14/03/2022";"0"
"CU 93010 22 B0073";"CU";"93010";"2022";"14/03/2022";"0"
"DP 93010 22 B0035";"DP";"93010";"2022";"18/03/2022";"0"
"DP 93010 22 B0021";"DP";"93010";"2022";"14/02/2022";"0"
"DP 93010 22 B0015";"DP";"93010";"2022";"11/02/2022";"0"
"DP 93010 22 B0031";"DP";"93010";"2022";"28/02/2022";"0"
"AT 93010 22 B0008";"AT";"93010";"2022";"16/02/2022";"0"
"PC 93010 22 B0009";"PC";"93010";"2022";"04/03/2022";"0"
"DP 93010 22 B0034";"DP";"93010";"2022";"04/03/2022";"0"
"PC 93010 22 B0045";"PC";"93010";"2022";"18/07/2022";"1"
"AT 93010 22 B0009";"AT";"93010";"2022";"09/02/2022";"0"
"CU 93010 22 B0052";"CU";"93010";"2022";"26/01/2022";"0"
"DP 93010 22 B0033";"DP";"93010";"2022";"03/03/2022";"0"
"CU 93010 22 B0045";"CU";"93010";"2022";"19/01/2022";"0"
"CU 93010 22 B0102";"CU";"93010";"2022";"22/02/2022";"0"
"DP 93010 22 B0016";"DP";"93010";"2022";"14/02/2022";"0"
"CU 93010 22 B0096";"CU";"93010";"2022";"17/02/2022";"0"
"CU 93010 22 B0047";"CU";"93010";"2022";"16/03/2022";"0"
"CU 93010 22 B0060";"CU";"93010";"2022";"01/03/2022";"0"
"CU 93010 22 B0048";"CU";"93010";"2022";"20/01/2022";"0"
"CU 93010 22 B0049";"CU";"93010";"2022";"20/01/2022";"0"
"CU 93010 22 B0129";"CU";"93010";"2022";"28/02/2022";"0"
"CU 93010 22 B0137";"CU";"93010";"2022";"17/03/2022";"0"
"CU 93010 22 B0169";"CU";"93010";"2022";"30/03/2022";"0"
"CU 93010 22 B0037";"CU";"93010";"2022";"04/02/2022";"0"
"DP 93010 22 B0030";"DP";"93010";"2022";"25/02/2022";"0"
"CU 93010 22 B0061";"CU";"93010";"2022";"01/03/2022";"0"
"CU 93010 22 B0114";"CU";"93010";"2022";"10/02/2022";"0"
"CU 93010 22 B0050";"CU";"93010";"2022";"24/01/2022";"0"
"CU 93010 23 B0325";"CU";"93010";"2023";"04/08/2023";"1"
"DP 93010 22 B0102";"DP";"93010";"2022";"05/07/2022";"0"
"DP 93010 21 B0160";"DP";"93010";"2021";"06/08/2021";"0"
"CU 93010 22 B0057";"CU";"93010";"2022";"21/02/2022";"0"
"PC 93010 21 B0033 T01";"PC";"93010";"2022";"15/03/2022";"0"
"DP 93010 22 B0028";"DP";"93010";"2022";"24/02/2022";"0"
"CU 93010 22 B0082";"CU";"93010";"2022";"08/03/2022";"0"
"CU 93010 22 B0059";"CU";"93010";"2022";"11/03/2022";"0"
"PC 93010 21 b0060 M02";"PC";"93010";"2022";"04/03/2022";"0"
"PD 93010 22 B0002";"PD";"93010";"2022";"14/04/2022";"0"
"DP 93010 22 B0019";"DP";"93010";"2022";"16/02/2022";"0"
"CU 93010 22 B0100";"CU";"93010";"2022";"28/02/2022";"0"
"CU 93010 22 B0066";"CU";"93010";"2022";"04/03/2022";"0"
"CU 93010 22 B0023";"CU";"93010";"2022";"04/02/2022";"0"
"CU 93010 22 B0089";"CU";"93010";"2022";"21/03/2022";"0"
"CU 93010 22 B0067";"CU";"93010";"2022";"03/03/2022";"0"
"CU 93010 22 B0072";"CU";"93010";"2022";"10/03/2022";"0"
"CU 93010 22 B0110";"CU";"93010";"2022";"21/02/2022";"0"
"CU 93010 22 B0105";"CU";"93010";"2022";"02/02/2022";"0"
"CU 93010 22 B0116";"CU";"93010";"2022";"10/02/2022";"0"
"CU 93010 22 B0038";"CU";"93010";"2022";"14/01/2022";"0"
"CU 93010 22 B0042";"CU";"93010";"2022";"03/02/2022";"0"
"CU 93010 22 B0081";"CU";"93010";"2022";"08/03/2022";"0"
"CU 93010 22 B0088";"CU";"93010";"2022";"16/02/2022";"0"
"CU 93010 22 B0039";"CU";"93010";"2022";"18/01/2022";"0"
"CU 93010 22 B0111";"CU";"93010";"2022";"08/02/2022";"0"
"CU 93010 22 B0077";"CU";"93010";"2022";"03/03/2022";"0"
"CU 93010 22 B0083";"CU";"93010";"2022";"15/03/2022";"0"
"CU 93010 22 B0093";"CU";"93010";"2022";"16/02/2022";"0"
"CU 93010 22 B0097";"CU";"93010";"2022";"17/02/2022";"0"
"CU 93010 22 B0104";"CU";"93010";"2022";"21/02/2022";"0"
"CU 93010 22 B0112";"CU";"93010";"2022";"04/02/2022";"0"
"CU 93010 22 B0120";"CU";"93010";"2022";"08/02/2022";"0"
"CU 93010 22 B0123";"CU";"93010";"2022";"22/02/2022";"0"
"CU 93010 22 B0128";"CU";"93010";"2022";"25/02/2022";"0"
"DP 93010 22 B0018";"DP";"93010";"2022";"09/02/2022";"0"
"CU 93010 22 B0064";"CU";"93010";"2022";"02/03/2022";"0"
"DP 93010 22 B0017";"DP";"93010";"2022";"09/02/2022";"0"
"CU 93010 23 B0078";"CU";"93010";"2023";"03/03/2023";"0"
"PC 93010 22 B0006";"PC";"93010";"2022";"22/02/2022";"0"
"CU 93010 22 B0055";"CU";"93010";"2022";"31/01/2022";"0"
"CU 93010 22 B0094";"CU";"93010";"2022";"22/03/2022";"0"
"AT 93010 22 00013";"AT";"93010";"2022";"04/03/2022";"0"
"CU 93010 22 B0041";"CU";"93010";"2022";"19/01/2022";"0"
"PC 93010 19 B0037 M01";"PC";"93010";"2020";"11/11/2020";"0"
"CU 93010 22 B0065";"CU";"93010";"2022";"02/03/2022";"0"
"CU 93010 22 B0103";"CU";"93010";"2022";"04/02/2022";"0"
"CU 93010 22 B0101";"CU";"93010";"2022";"28/02/2022";"0"
"CU 93010 22 B0090";"CU";"93010";"2022";"11/02/2022";"0"
"CU 93010 22 B0095";"CU";"93010";"2022";"17/02/2022";"0"
"DP 93010 22 B0013";"DP";"93010";"2022";"31/01/2022";"0"
"CU 93010 22 B0115";"CU";"93010";"2022";"09/02/2022";"0"
"DP 93010 22 B0171";"DP";"93010";"2022";"21/11/2022";"0"
"CU 93010 22 B0079";"CU";"93010";"2022";"08/03/2022";"0"
"CU 93010 22 B0025";"CU";"93010";"2022";"28/01/2022";"0"
"CU 93010 22 B0068";"CU";"93010";"2022";"18/03/2022";"0"
"CU 93010 22 B0043";"CU";"93010";"2022";"01/03/2022";"0"
"CU 93010 22 B0044";"CU";"93010";"2022";"20/01/2022";"0"
"CU 93010 22 B0070";"CU";"93010";"2022";"14/03/2022";"0"
"CU 93010 22 B0458";"CU";"93010";"2022";"10/10/2022";"1"
"CU 93010 22 B0075";"CU";"93010";"2022";"07/03/2022";"0"
"CU 93010 22 B0080";"CU";"93010";"2022";"08/03/2022";"0"
"CU 93010 22 B0106";"CU";"93010";"2022";"03/02/2022";"0"
"CU 93010 22 B0087";"CU";"93010";"2022";"11/02/2022";"0"
"CU 93010 22 B0092";"CU";"93010";"2022";"15/02/2022";"0"
"CU 93010 22 B0108";"CU";"93010";"2022";"28/02/2022";"0"
"CU 93010 22 B0113";"CU";"93010";"2022";"10/02/2022";"0"
"CU 93010 22 B0352";"CU";"93010";"2022";"01/07/2022";"0"
"CU 93010 22 B0031";"CU";"93010";"2022";"10/03/2022";"1"
"DP 93010 22 B0042";"DP";"93010";"2022";"21/03/2022";"0"
"DP 93010 22 B0038";"DP";"93010";"2022";"16/03/2022";"0"
"DP 93010 21 B0178";"DP";"93010";"2021";"27/09/2021";"0"
"CU 93010 22 B0035";"CU";"93010";"2022";"17/01/2022";"0"
"CU 93010 22 B0062";"CU";"93010";"2022";"01/03/2022";"0"
"PC 93010 19 B0037 M02";"PC";"93010";"2022";"16/02/2022";"0"
"DP 93010 22 B0059";"DP";"93010";"2022";"21/04/2022";"0"
"CU 93010 22 B0071";"CU";"93010";"2022";"10/03/2022";"0"
"CU 93010 22 B0056";"CU";"93010";"2022";"08/02/2022";"0"
"CU 93010 22 B0091";"CU";"93010";"2022";"11/02/2022";"0"
"CU 93010 22 B0099";"CU";"93010";"2022";"28/02/2022";"0"
"CU 93010 22 00051";"CU";"93010";"2022";"27/01/2022";"0"
"CU 93010 22 B0086";"CU";"93010";"2022";"05/02/2022";"0"
"CU 93010 22 B0076";"CU";"93010";"2022";"07/03/2022";"0"
"CU 93010 22 B0078";"CU";"93010";"2022";"04/03/2022";"0"
"CU 93010 22 B0124";"CU";"93010";"2022";"23/02/2022";"0"
"CU 93010 22 B0119";"CU";"93010";"2022";"08/02/2022";"0"
"CU 93010 22 B0131";"CU";"93010";"2022";"18/03/2022";"0"
"CU 93010 22 B0107";"CU";"93010";"2022";"02/02/2022";"0"
"DP 93010 22 B0041";"DP";"93010";"2022";"25/03/2022";"1"
"CU 93010 22 B0058";"CU";"93010";"2022";"11/03/2022";"0"
"CU 93010 22 B0117";"CU";"93010";"2022";"22/02/2022";"0"
"CU 93010 22 B0121";"CU";"93010";"2022";"08/02/2022";"0"
"CU 93010 22 B0125";"CU";"93010";"2022";"23/02/2022";"0"
"CU 93010 22 B0126";"CU";"93010";"2022";"24/02/2022";"0"
"CU 93010 22 B0040";"CU";"93010";"2022";"17/01/2022";"0"
"CU 93010 22 B0127";"CU";"93010";"2022";"24/02/2022";"0"
"CU 93010 22 B0132";"CU";"93010";"2022";"18/03/2022";"0"
"CU 93010 22 B0133";"CU";"93010";"2022";"18/03/2022";"0"
"CU 93010 22 B0134";"CU";"93010";"2022";"17/03/2022";"0"
"CU 93010 22 B0135";"CU";"93010";"2022";"18/03/2022";"0"
"CU 93010 22 B0136";"CU";"93010";"2022";"16/03/2022";"0"
"CU 93010 22 B0138";"CU";"93010";"2022";"18/03/2022";"0"
"CU 93010 22 B0139";"CU";"93010";"2022";"18/03/2022";"0"
"CU 93010 22 B0141";"CU";"93010";"2022";"21/03/2022";"0"
"PC 93010 22 B0004";"PC";"93010";"2022";"09/02/2022";"0"
"DP 93010 22 00043";"DP";"93010";"2022";"21/03/2022";"0"
"CU 93010 22 B0032";"CU";"93010";"2022";"16/03/2022";"1"
"DP 93010 22 00044";"DP";"93010";"2022";"30/03/2022";"0"
"DP 93010 22 B0048";"DP";"93010";"2022";"07/04/2022";"0"
"CU 93010 22 B0203";"CU";"93010";"2022";"28/04/2022";"0"
"PC 93010 22 00014";"PC";"93010";"2022";"06/04/2022";"0"
"CU 93010 22 B0145";"CU";"93010";"2022";"14/03/2022";"0"
"CU 93010 22 B0146";"CU";"93010";"2022";"24/03/2022";"0"
"CU 93010 22 B0159";"CU";"93010";"2022";"28/03/2022";"0"
"CU 93010 22 B0158";"CU";"93010";"2022";"30/03/2022";"0"
"CU 93010 22 B0399";"CU";"93010";"2022";"04/08/2022";"0"
"AT 93010 22 B0001";"AT";"93010";"2022";"03/01/2022";"0"
"CU 93010 22 B0149";"CU";"93010";"2022";"21/03/2022";"0"
"CU 93010 22 B0156";"CU";"93010";"2022";"29/03/2022";"0"
"DP 93010 22 B0051";"DP";"93010";"2022";"05/04/2022";"0"
"CU 93010 22 B0147";"CU";"93010";"2022";"28/03/2022";"0"
"CU 93010 22 B0152";"CU";"93010";"2022";"24/03/2022";"0"
"CU 93010 22 B0033";"CU";"93010";"2022";"11/03/2022";"0"
"CU 93010 22 B0153";"CU";"93010";"2022";"25/03/2022";"0"
"DP 93010 22 B0045";"DP";"93010";"2022";"04/04/2022";"0"
"DP 93010 22 B0040";"DP";"93010";"2022";"25/03/2022";"0"
"PC 93010 21 B0087";"PC";"93010";"2021";"19/11/2021";"0"
"CU 93010 22 B0172";"CU";"93010";"2022";"30/03/2022";"0"
"CU 93010 22 B0171";"CU";"93010";"2022";"30/03/2022";"0"
"AT 93010 22 00031";"AT";"93010";"2022";"31/10/2022";"0"
"CU 93010 22 B0409";"CU";"93010";"2022";"22/08/2022";"0"
"DP 93010 22 B0049";"DP";"93010";"2022";"07/04/2022";"0"
"CU 93010 22 B0154";"CU";"93010";"2022";"25/03/2022";"0"
"CU 93010 22 B0160";"CU";"93010";"2022";"28/03/2022";"0"
"CU 93010 22 B0165";"CU";"93010";"2022";"31/03/2022";"0"
"AT 93010 23 B0040";"AT";"93010";"2023";"28/08/2023";"0"
"CU 93010 22 B0164";"CU";"93010";"2022";"28/03/2022";"0"
"CU 93010 22 B0163";"CU";"93010";"2022";"28/03/2022";"0"
"CU 93010 22 B0162";"CU";"93010";"2022";"28/03/2022";"0"
"CU 93010 22 B0161";"CU";"93010";"2022";"28/03/2022";"0"
"CU 93010 22 B0143";"CU";"93010";"2022";"18/03/2022";"0"
"CU 93010 22 B0151";"CU";"93010";"2022";"24/03/2022";"0"
"CU 93010 25 B0305";"CU";"93010";"2025";"22/08/2025";"0"
"CU 93010 22 B0157";"CU";"93010";"2022";"29/03/2022";"0"
"DP 93010 21 B0208";"DP";"93010";"2021";"02/12/2021";"0"
"CU 93010 22 B0166";"CU";"93010";"2022";"31/03/2022";"0"
"CU 93010 22 B0167";"CU";"93010";"2022";"01/04/2022";"0"
"DP 93010 21 B0210";"DP";"93010";"2021";"17/12/2021";"0"
"DP 93010 21 B0212";"DP";"93010";"2021";"22/12/2021";"0"
"AT 93010 22 B0015";"AT";"93010";"2022";"04/04/2022";"0"
"AT 93010 22 B0014";"AT";"93010";"2022";"09/03/2022";"0"
"PC 93010 21 B0097";"PC";"93010";"2021";"15/12/2021";"0"
"DP 93010 21 B0193";"DP";"93010";"2021";"29/10/2021";"0"
"DP 93010 22 B0054";"DP";"93010";"2022";"14/04/2022";"0"
"PC 93010 21 B0041";"PC";"93010";"2021";"21/05/2021";"0"
"CU 93010 22 B0180";"CU";"93010";"2022";"14/04/2022";"1"
"PC 93010 21 B0060";"PC";"93010";"2021";"30/07/2021";"0"
"PC 93010 22 B0015";"PC";"93010";"2022";"14/04/2022";"0"
"DP 93010 21 B0197";"DP";"93010";"2021";"24/11/2021";"0"
"DP 93010 22 B0062";"DP";"93010";"2022";"06/05/2022";"0"
"DP 93010 22 B0060";"DP";"93010";"2022";"03/05/2022";"0"
"CU 93010 22 B0450";"CU";"93010";"2022";"26/09/2022";"0"
"CU 93010 22 B0192";"CU";"93010";"2022";"12/04/2022";"0"
"PC 93010 21 B0086";"PC";"93010";"2021";"15/11/2021";"0"
"DP 93010 21 B0201";"DP";"93010";"2021";"16/11/2021";"0"
"PC 93010 22 B0025";"PC";"93010";"2022";"02/05/2022";"0"
"PC 93010 21 B0098";"PC";"93010";"2021";"17/12/2021";"0"
"CU 93010 22 B0199";"CU";"93010";"2022";"07/04/2022";"0"
"CU 93010 22 B0029";"CU";"93010";"2022";"09/03/2022";"0"
"PC 93010 21 B0099";"PC";"93010";"2021";"20/12/2021";"0"
"DP 93010 21 B0205";"DP";"93010";"2021";"24/11/2021";"0"
"DP 93010 22 B0065";"DP";"93010";"2022";"05/05/2022";"0"
"CU 93010 22 B0183";"CU";"93010";"2022";"14/04/2022";"1"
"CU 93010 22 B0184";"CU";"93010";"2022";"14/04/2022";"1"
"CU 93010 22 00205";"CU";"93010";"2022";"16/05/2022";"1"
"PC 93010 21 B0055";"PC";"93010";"2021";"23/07/2021";"0"
"CU 93010 22 00206";"CU";"93010";"2022";"16/05/2022";"1"
"CU 93010 22 B0239";"CU";"93010";"2022";"26/04/2022";"0"
"CU 93010 22 B0336";"CU";"93010";"2022";"17/06/2022";"1"
"AT 93010 22 B0018";"AT";"93010";"2022";"27/04/2022";"0"
"PC 93010 21 b0085";"PC";"93010";"2021";"16/11/2021";"0"
"AT 93010 23 B0031";"AT";"93010";"2023";"14/06/2023";"0"
"DP 93010 22 B0064";"DP";"93010";"2022";"06/05/2022";"0"
"DP 93010 22 B0070";"DP";"93010";"2022";"06/05/2022";"0"
"CU 93010 22 B0084";"CU";"93010";"2022";"15/03/2022";"0"
"CU 93010 22 B0189";"CU";"93010";"2022";"11/04/2022";"0"
"DP 93010 22 B0184";"DP";"93010";"2022";"12/12/2022";"1"
"CU 93010 22 B0201";"CU";"93010";"2022";"20/04/2022";"0"
"CU 93010 22 B0195";"CU";"93010";"2022";"13/04/2022";"0"
"DP 93010 21 B0194";"DP";"93010";"2021";"09/11/2021";"0"
"CU 93010 22 B0202";"CU";"93010";"2022";"22/04/2022";"0"
"DP 93010 22 B0053";"DP";"93010";"2022";"11/04/2022";"0"
"CU 93010 22 B0221";"CU";"93010";"2022";"21/04/2022";"0"
"AT 93010 22 00016";"AT";"93010";"2022";"11/04/2022";"0"
"AT 93010 22 B0020";"AT";"93010";"2022";"29/04/2022";"0"
"CU 93010 22 B0198";"CU";"93010";"2022";"22/04/2022";"0"
"DP 93010 22 B0107";"DP";"93010";"2022";"12/07/2022";"0"
"CU 93010 22 B0182";"CU";"93010";"2022";"14/04/2022";"1"
"CU 93010 22 B0207";"CU";"93010";"2022";"16/05/2022";"1"
"DP 93010 21 B0202";"DP";"93010";"2021";"18/11/2021";"0"
"PC 93010 22 B0044";"PC";"93010";"2022";"07/07/2022";"0"
"PC 93010 21 B0035 M01";"PC";"93010";"2021";"14/09/2021";"0"
"PC 93010 21 B0079";"PC";"93010";"2021";"27/10/2021";"0"
"DP 93010 21 B0206";"DP";"93010";"2021";"24/11/2021";"0"
"PC 93010 21 B0091";"PC";"93010";"2021";"02/12/2021";"0"
"PC 93010 21 B0092";"PC";"93010";"2021";"06/12/2021";"0"
"PC 93010 21 B0094";"PC";"93010";"2021";"10/12/2021";"0"
"PC 93010 21 B0106";"PC";"93010";"2021";"28/12/2021";"0"
"DP 93010 22 B0056";"DP";"93010";"2022";"20/04/2022";"1"
"PC 93010 22 B0022";"PC";"93010";"2022";"28/04/2022";"0"
"CU 93010 23 B0212";"CU";"93010";"2023";"26/05/2023";"0"
"DP 93010 22 B0066";"DP";"93010";"2022";"09/05/2022";"0"
"PC 93010 22 B0026";"PC";"93010";"2022";"10/05/2022";"0"
"CU 93010 22 B0197";"CU";"93010";"2022";"14/04/2022";"0"
"DP 93010 22 B0020";"DP";"93010";"2022";"10/02/2022";"0"
"DP 93010 21 B0195";"DP";"93010";"2021";"04/11/2021";"0"
"PC 93010 22 B0024";"PC";"93010";"2022";"29/04/2022";"0"
"PC 93010 23 B0025";"PC";"93010";"2023";"05/05/2023";"1"
"DP 93010 21 B0204";"DP";"93010";"2021";"23/11/2021";"0"
"DP 93010 21 B0199";"DP";"93010";"2021";"15/11/2021";"0"
"DP 93010 22 B0063";"DP";"93010";"2022";"05/05/2022";"0"
"DP 93010 22 B0069";"DP";"93010";"2022";"04/05/2022";"0"
"CU 93010 22 B0209";"CU";"93010";"2022";"16/05/2022";"1"
"PC 93010 21 B0093";"PC";"93010";"2021";"06/12/2021";"0"
"PC 93010 22 B0031";"PC";"93010";"2022";"16/05/2022";"1"
"AT 93010 22 B0017";"AT";"93010";"2022";"14/04/2022";"0"
"PC 93010 21 B0095";"PC";"93010";"2021";"09/12/2021";"0"
"DP 93010 21 B0207";"DP";"93010";"2021";"26/11/2021";"0"
"PC 93010 21 B0068 M01";"PC";"93010";"2022";"20/04/2022";"0"
"CU 93010 22 B0431";"CU";"93010";"2022";"16/09/2022";"0"
"DP 93010 22 B0057";"DP";"93010";"2022";"20/04/2022";"1"
"CU 93010 22 B0208";"CU";"93010";"2022";"16/05/2022";"1"
"DP 93010 22 B0072";"DP";"93010";"2022";"16/05/2022";"1"
"PC 93010 21 B0104";"PC";"93010";"2021";"28/12/2021";"0"
"DP 93010 22 B0071";"DP";"93010";"2022";"16/05/2022";"1"
"CU 93010 22 B0036";"CU";"93010";"2022";"04/02/2022";"0"
"CU 93010 22 B0085";"CU";"93010";"2022";"15/03/2022";"0"
"CU 93010 22 B0213";"CU";"93010";"2022";"16/05/2022";"1"
"CU 93010 22 B0214";"CU";"93010";"2022";"16/05/2022";"1"
"CU 93010 22 B0215";"CU";"93010";"2022";"16/05/2022";"1"
"DP 93010 22 B0061";"DP";"93010";"2022";"03/05/2022";"0"
"DP 93010 22 B0010";"DP";"93010";"2022";"25/01/2022";"0"
"PC 93010 22 B0020";"PC";"93010";"2022";"20/04/2022";"0"
"CU 93010 22 B0196";"CU";"93010";"2022";"13/04/2022";"0"
"CU 93010 22 B0216";"CU";"93010";"2022";"10/03/2022";"0"
"CU 93010 22 B0504";"CU";"93010";"2022";"03/11/2022";"1"
"DP 93010 22 B0075";"DP";"93010";"2022";"16/05/2022";"1"
"CU 93010 22 B0400";"CU";"93010";"2022";"11/08/2022";"0"
"CU 93010 22 B0217";"CU";"93010";"2022";"10/05/2022";"0"
"DP 93010 21 B0198";"DP";"93010";"2021";"09/11/2021";"0"
"DP 93010 22 B0058";"DP";"93010";"2022";"21/04/2022";"0"
"CU 93010 22 B0218";"CU";"93010";"2022";"21/04/2022";"0"
"CU 93010 22 B0219";"CU";"93010";"2022";"11/03/2022";"0"
"DP 93010 21 B0196";"DP";"93010";"2021";"09/11/2021";"0"
"PC 93010 22 B0019";"PC";"93010";"2022";"19/04/2022";"0"
"CU 93010 22 B0190";"CU";"93010";"2022";"11/04/2022";"0"
"PC 93010 21 B0084";"PC";"93010";"2021";"16/11/2021";"0"
"DP 93010 21 B0203";"DP";"93010";"2021";"19/11/2021";"0"
"CU 93010 22 B0118";"CU";"93010";"2022";"01/02/2022";"0"
"PC 93010 21 B0089";"PC";"93010";"2021";"23/11/2021";"0"
"CU 93010 22 B0220";"CU";"93010";"2022";"11/03/2022";"0"
