"";"code";"contenance";"adresse";"nom";"categorie";"dsiren"
"1221";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08674434"
"1222";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U30929032"
"1223";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15347714"
"1224";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U28733773"
"1225";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08537060"
"1226";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19522679"
"1227";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08546384"
"1228";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540486"
"1229";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08537284"
"1230";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U10944801"
"1231";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15995826"
"1232";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08546996"
"1233";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U12290665"
"1234";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540361"
"1235";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08546954"
"1236";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08671935"
"1237";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U16881867"
"1238";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08660979"
"1239";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540320"
"1240";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08678310"
"1241";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U17093967"
"1242";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U10926260"
"1243";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29973486"
"1244";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29764014"
"1245";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U11839004"
"1246";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08543993"
"1247";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29874654"
"1248";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U12670549"
"1249";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08661407"
"1250";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08548034"
"1251";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08674590"
"1252";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19269612"
"1253";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15027515"
"1254";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19758451"
"1255";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675373"
"1256";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15626967"
"1257";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U16950630"
"1258";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675803"
"1259";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19766834"
"1260";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29802919"
"1261";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29274516"
"1262";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08542136"
"1263";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U11313688"
"1264";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U20756736"
"1265";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08676413"
"1266";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19237078"
"1267";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29230733"
"1268";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08536393"
"1269";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U17291119"
"1270";" M0003";591;"206 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08679821"
"1271";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U19158304"
"1272";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08679235"
"1273";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U14541819"
"1274";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08543860"
"1275";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08677759"
"1276";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U16381256"
"1277";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U30092514"
"1278";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08537243"
"1279";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U14485540"
"1280";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08541377"
"1281";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08540304"
"1282";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08663494"
"1283";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08675167"
"1284";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U19004097"
"1285";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08677486"
"1286";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U29803605"
"1287";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U29931101"
"1288";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08675365"
"1289";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08675019"
"1290";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08675951"
"1291";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08675316"
"1292";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08677502"
"1293";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U14282705"
"1294";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08675423"
"1295";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U20635582"
"1296";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08539488"
"1297";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08679078"
"1298";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08542599"
"1299";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U17902245"
"1300";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U19212282"
"1301";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08666570"
"1302";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U19695466"
"1303";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U15541898"
"1304";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U29230724"
"1305";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08673956"
"1306";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U29274491"
"1307";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08538035"
"1308";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08542110"
"1309";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08545246"
"1310";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08545436"
"1311";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08542326"
"1312";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08540379"
"1313";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U29914567"
"1314";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08540411"
"1315";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08542698"
"1316";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U09108397"
"1317";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U18042565"
"1318";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U09085571"
"1319";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08543753"
"1320";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U18861796"
"1321";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U15957074"
"1322";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08670838"
"1323";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U17887627"
"1324";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08676314"
"1325";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08674434"
"1326";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U30929032"
"1327";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U15347714"
"1328";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U28733773"
"1329";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08537060"
"1330";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U19522679"
"1331";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08546384"
"1332";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08540486"
"1333";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08537284"
"1334";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U10944801"
"1335";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U15995826"
"1336";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08546996"
"1337";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U12290665"
"1338";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08540361"
"1339";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08546954"
"1340";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08671935"
"1341";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U16881867"
"1342";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08660979"
"1343";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08540320"
"1344";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08678310"
"1345";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U17093967"
"1346";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U10926260"
"1347";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U29973486"
"1348";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U29764014"
"1349";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U11839004"
"1350";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08543993"
"1351";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U29874654"
"1352";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U12670549"
"1353";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08661407"
"1354";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08548034"
"1355";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08674590"
"1356";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U19269612"
"1357";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U15027515"
"1358";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U19758451"
"1359";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08675373"
"1360";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U15626967"
"1361";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U16950630"
"1362";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08675803"
"1363";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U19766834"
"1364";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U29802919"
"1365";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U29274516"
"1366";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08542136"
"1367";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U11313688"
"1368";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U20756736"
"1369";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08676413"
"1370";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U19237078"
"1371";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U29230733"
"1372";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08536393"
"1373";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U17291119"
"1374";" G0172";3808;"32 RTE D AULNAY";"LES COPROPRIETAIRES";"7";"U08679821"
"1375";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19158304"
"1376";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08679235"
"1377";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U14541819"
"1378";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08543860"
"1379";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08677759"
"1380";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U16381256"
"1381";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U30092514"
"1382";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08537243"
"1383";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U14485540"
"1384";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08541377"
"1385";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540304"
"1386";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08663494"
"1387";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675167"
"1388";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19004097"
"1389";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08677486"
"1390";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29803605"
"1391";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29931101"
"1392";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675365"
"1393";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675019"
"1394";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675951"
"1395";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675316"
"1396";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08677502"
"1397";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U14282705"
"1398";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675423"
"1399";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U20635582"
"1400";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08539488"
"1401";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08679078"
"1402";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08542599"
"1403";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U17902245"
"1404";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19212282"
"1405";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08666570"
"1406";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19695466"
"1407";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15541898"
"1408";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29230724"
"1409";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08673956"
"1410";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29274491"
"1411";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08538035"
"1412";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08542110"
"1413";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08545246"
"1414";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08545436"
"1415";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08542326"
"1416";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540379"
"1417";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29914567"
"1418";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540411"
"1419";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08542698"
"1420";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U09108397"
"1421";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U18042565"
"1422";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U09085571"
"1423";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08543753"
"1424";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U18861796"
"1425";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15957074"
"1426";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08670838"
"1427";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U17887627"
"1428";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08676314"
"1429";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08674434"
"1430";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U30929032"
"1431";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15347714"
"1432";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U28733773"
"1433";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08537060"
"1434";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19522679"
"1435";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08546384"
"1436";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540486"
"1437";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08537284"
"1438";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U10944801"
"1439";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15995826"
"1440";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08546996"
"1441";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U12290665"
"1442";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540361"
"1443";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08546954"
"1444";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08671935"
"1445";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U16881867"
"1446";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08660979"
"1447";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540320"
"1448";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08678310"
"1449";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U17093967"
"1450";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U10926260"
"1451";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29973486"
"1452";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29764014"
"1453";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U11839004"
"1454";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08543993"
"1455";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29874654"
"1456";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U12670549"
"1457";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08661407"
"1458";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08548034"
"1459";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08674590"
"1460";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19269612"
"1461";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15027515"
"1462";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19758451"
"1463";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675373"
"1464";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15626967"
"1465";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U16950630"
"1466";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675803"
"1467";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19766834"
"1468";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29802919"
"1469";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29274516"
"1470";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08542136"
"1471";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U11313688"
"1472";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U20756736"
"1473";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08676413"
"1474";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19237078"
"1475";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29230733"
"1476";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08536393"
"1477";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U17291119"
"1478";" M0117";6;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08679821"
"1479";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U19158304"
"1480";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U08679235"
"1481";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U14541819"
"1482";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U08543860"
"1483";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U08677759"
"1484";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U16381256"
"1485";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U30092514"
"1486";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U08537243"
"1487";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U14485540"
"1488";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U08541377"
"1489";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U08540304"
"1490";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U08663494"
"1491";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U08675167"
"1492";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U19004097"
"1493";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U08677486"
"1494";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U29803605"
"1495";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U29931101"
"1496";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U08675365"
"1497";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U08675019"
"1498";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U08675951"
"1499";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U08675316"
"1500";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U08677502"
"1501";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U14282705"
"1502";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U08675423"
"1503";" J0054";225;"6 IMP FERNAND POTTIER";"LES COPROPRIETAIRES";"7";"U20635582"
