"","numero","nom_voie","nom"
"229136",21,"Avenue de la Parisienne","les Merisiers"
"229137",22,"Avenue de la Parisienne","les Merisiers"
"229138",23,"Avenue de la Parisienne","les Merisiers"
"229139",24,"Avenue de la Parisienne","les Merisiers"
"229140",26,"Avenue de la Parisienne","les Merisiers"
"229141",27,"Avenue de la Parisienne","les Merisiers"
"229142",28,"Avenue de la Parisienne","les Merisiers"
"229143",29,"Avenue de la Parisienne","les Merisiers"
"229144",30,"Avenue de la Parisienne","les Merisiers"
"229145",31,"Avenue de la Parisienne","les Merisiers"
"229146",32,"Avenue de la Parisienne","les Merisiers"
"229147",33,"Avenue de la Parisienne","les Merisiers"
"229148",34,"Avenue de la Parisienne","les Merisiers"
"229149",2,"Avenue de la Parisienne","les Merisiers"
"229150",17,"Avenue de la Parisienne","les Merisiers"
"229151",28,"Avenue de la Parisienne","les Merisiers"
"229152",27,"Avenue de la Parisienne","les Merisiers"
"229153",31,"Avenue de la Parisienne","les Merisiers"
"229154",5,"Avenue de la Parisienne","les Merisiers"
"229155",1,"Avenue de la Parisienne","les Merisiers"
"229310",1,"Rue Fontaine","les Merisiers"
"229311",2,"Rue Fontaine","les Merisiers"
"229312",3,"Rue Fontaine","les Merisiers"
"229313",4,"Rue Fontaine","les Merisiers"
"229314",5,"Rue Fontaine","les Merisiers"
"229315",6,"Rue Fontaine","les Merisiers"
"229316",7,"Rue Fontaine","les Merisiers"
"229317",8,"Rue Fontaine","les Merisiers"
"229318",9,"Rue Fontaine","les Merisiers"
"229319",10,"Rue Fontaine","les Merisiers"
"229320",11,"Rue Fontaine","les Merisiers"
"229321",12,"Rue Fontaine","les Merisiers"
"229322",13,"Rue Fontaine","les Merisiers"
"229323",14,"Rue Fontaine","les Merisiers"
"229324",15,"Rue Fontaine","les Merisiers"
"229325",16,"Rue Fontaine","les Merisiers"
"229326",17,"Rue Fontaine","les Merisiers"
"229327",18,"Rue Fontaine","les Merisiers"
"229328",19,"Rue Fontaine","les Merisiers"
"229329",20,"Rue Fontaine","les Merisiers"
"229330",21,"Rue Fontaine","les Merisiers"
"229331",22,"Rue Fontaine","les Merisiers"
"229332",23,"Rue Fontaine","les Merisiers"
"229333",24,"Rue Fontaine","les Merisiers"
"229334",25,"Rue Fontaine","les Merisiers"
"229335",26,"Rue Fontaine","les Merisiers"
"229336",27,"Rue Fontaine","les Merisiers"
"229337",28,"Rue Fontaine","les Merisiers"
"229338",29,"Rue Fontaine","les Merisiers"
"229339",30,"Rue Fontaine","les Merisiers"
"229340",32,"Rue Fontaine","les Merisiers"
"229341",33,"Rue Fontaine","les Merisiers"
"229342",34,"Rue Fontaine","les Merisiers"
"229343",36,"Rue Fontaine","les Merisiers"
"229344",38,"Rue Fontaine","les Merisiers"
"229345",39,"Rue Fontaine","les Merisiers"
"229346",40,"Rue Fontaine","les Merisiers"
"229347",41,"Rue Fontaine","les Merisiers"
"229348",42,"Rue Fontaine","les Merisiers"
"229349",43,"Rue Fontaine","les Merisiers"
"229350",44,"Rue Fontaine","les Merisiers"
"229351",46,"Rue Fontaine","les Merisiers"
"229352",48,"Rue Fontaine","les Merisiers"
"229353",50,"Rue Fontaine","les Merisiers"
"229354",52,"Rue Fontaine","les Merisiers"
"229355",25,"Rue Fontaine","les Merisiers"
"229356",1,"Rue Fontaine","les Merisiers"
"229357",33,"Rue Fontaine","les Merisiers"
"229358",5,"Rue Fontaine","les Merisiers"
"229359",41,"Rue Fontaine","les Merisiers"
"229360",15,"Rue Fontaine","les Merisiers"
"229580",1,"Allee de la Jardiniere","les Merisiers"
"229581",2,"Allee de la Jardiniere","les Merisiers"
"229582",3,"Allee de la Jardiniere","les Merisiers"
"229583",4,"Allee de la Jardiniere","les Merisiers"
"229584",5,"Allee de la Jardiniere","les Merisiers"
"229585",6,"Allee de la Jardiniere","les Merisiers"
"229586",7,"Allee de la Jardiniere","les Merisiers"
"229587",8,"Allee de la Jardiniere","les Merisiers"
"229588",9,"Allee de la Jardiniere","les Merisiers"
"229589",10,"Allee de la Jardiniere","les Merisiers"
"229590",11,"Allee de la Jardiniere","les Merisiers"
"229591",12,"Allee de la Jardiniere","les Merisiers"
"229592",13,"Allee de la Jardiniere","les Merisiers"
"229593",14,"Allee de la Jardiniere","les Merisiers"
"229594",15,"Allee de la Jardiniere","les Merisiers"
"229595",16,"Allee de la Jardiniere","les Merisiers"
"229596",17,"Allee de la Jardiniere","les Merisiers"
"229597",18,"Allee de la Jardiniere","les Merisiers"
"229598",19,"Allee de la Jardiniere","les Merisiers"
"229599",20,"Allee de la Jardiniere","les Merisiers"
"229600",21,"Allee de la Jardiniere","les Merisiers"
"229601",22,"Allee de la Jardiniere","les Merisiers"
"229602",23,"Allee de la Jardiniere","les Merisiers"
"229603",24,"Allee de la Jardiniere","les Merisiers"
"229604",25,"Allee de la Jardiniere","les Merisiers"
"229605",26,"Allee de la Jardiniere","les Merisiers"
"229606",27,"Allee de la Jardiniere","les Merisiers"
"229607",28,"Allee de la Jardiniere","les Merisiers"
"229608",29,"Allee de la Jardiniere","les Merisiers"
"229609",30,"Allee de la Jardiniere","les Merisiers"
"229610",31,"Allee de la Jardiniere","les Merisiers"
"229611",34,"Allee de la Jardiniere","les Merisiers"
"229612",36,"Allee de la Jardiniere","les Merisiers"
"229613",38,"Allee de la Jardiniere","les Merisiers"
"229614",24,"Allee de la Jardiniere","les Merisiers"
"229615",36,"Allee de la Jardiniere","les Merisiers"
"229616",23,"Allee de la Jardiniere","les Merisiers"
"229617",22,"Allee de la Jardiniere","les Merisiers"
"229618",2,"Allee de la Jardiniere","les Merisiers"
"229619",22,"Allee de la Jardiniere","les Merisiers"
"229620",3,"Allee de la Jardiniere","les Merisiers"
"229968",1,"Rue du 4 Septembre","les Merisiers"
"229969",2,"Rue du 4 Septembre","les Merisiers"
"229970",3,"Rue du 4 Septembre","les Merisiers"
"229971",4,"Rue du 4 Septembre","les Merisiers"
"229972",5,"Rue du 4 Septembre","les Merisiers"
"229973",6,"Rue du 4 Septembre","les Merisiers"
"229974",7,"Rue du 4 Septembre","les Merisiers"
"229975",8,"Rue du 4 Septembre","les Merisiers"
"229976",9,"Rue du 4 Septembre","les Merisiers"
"229977",10,"Rue du 4 Septembre","les Merisiers"
"229978",11,"Rue du 4 Septembre","les Merisiers"
"229979",12,"Rue du 4 Septembre","les Merisiers"
"229980",13,"Rue du 4 Septembre","les Merisiers"
"229981",14,"Rue du 4 Septembre","les Merisiers"
"229982",15,"Rue du 4 Septembre","les Merisiers"
"229983",16,"Rue du 4 Septembre","les Merisiers"
"229984",17,"Rue du 4 Septembre","les Merisiers"
"229985",18,"Rue du 4 Septembre","les Merisiers"
"229986",19,"Rue du 4 Septembre","les Merisiers"
"229987",20,"Rue du 4 Septembre","les Merisiers"
"229988",21,"Rue du 4 Septembre","les Merisiers"
"229989",22,"Rue du 4 Septembre","les Merisiers"
"229990",23,"Rue du 4 Septembre","les Merisiers"
"229991",24,"Rue du 4 Septembre","les Merisiers"
"229992",25,"Rue du 4 Septembre","les Merisiers"
"229993",26,"Rue du 4 Septembre","les Merisiers"
"229994",27,"Rue du 4 Septembre","les Merisiers"
"229995",28,"Rue du 4 Septembre","les Merisiers"
"229996",29,"Rue du 4 Septembre","les Merisiers"
"229997",30,"Rue du 4 Septembre","les Merisiers"
"229998",31,"Rue du 4 Septembre","les Merisiers"
"229999",32,"Rue du 4 Septembre","les Merisiers"
"230000",33,"Rue du 4 Septembre","les Merisiers"
"230001",34,"Rue du 4 Septembre","les Merisiers"
"230002",35,"Rue du 4 Septembre","les Merisiers"
"230003",36,"Rue du 4 Septembre","les Merisiers"
"230004",37,"Rue du 4 Septembre","les Merisiers"
"230005",38,"Rue du 4 Septembre","les Merisiers"
"230006",39,"Rue du 4 Septembre","les Merisiers"
"230007",40,"Rue du 4 Septembre","les Merisiers"
"230008",41,"Rue du 4 Septembre","les Merisiers"
"230009",42,"Rue du 4 Septembre","les Merisiers"
"230010",43,"Rue du 4 Septembre","les Merisiers"
"230011",44,"Rue du 4 Septembre","les Merisiers"
"230012",45,"Rue du 4 Septembre","les Merisiers"
"230013",46,"Rue du 4 Septembre","les Merisiers"
"230014",47,"Rue du 4 Septembre","les Merisiers"
"230015",48,"Rue du 4 Septembre","les Merisiers"
"230016",49,"Rue du 4 Septembre","les Merisiers"
"230017",50,"Rue du 4 Septembre","les Merisiers"
"230018",51,"Rue du 4 Septembre","les Merisiers"
"230019",53,"Rue du 4 Septembre","les Merisiers"
"230020",4244,"Rue du 4 Septembre","les Merisiers"
"230021",34,"Rue du 4 Septembre","les Merisiers"
"230022",29,"Rue du 4 Septembre","les Merisiers"
"230023",29,"Rue du 4 Septembre","les Merisiers"
"230024",27,"Rue du 4 Septembre","les Merisiers"
"230025",4,"Rue du 4 Septembre","les Merisiers"
"230026",15,"Rue du 4 Septembre","les Merisiers"
"230027",18,"Rue du 4 Septembre","les Merisiers"
"230028",12,"Rue du 4 Septembre","les Merisiers"
"230098",1,"Allee Pablo Neruda","les Merisiers"
"230099",2,"Allee Pablo Neruda","les Merisiers"
"230100",3,"Allee Pablo Neruda","les Merisiers"
"230101",4,"Allee Pablo Neruda","les Merisiers"
"230102",5,"Allee Pablo Neruda","les Merisiers"
"230103",6,"Allee Pablo Neruda","les Merisiers"
"230104",7,"Allee Pablo Neruda","les Merisiers"
"230105",8,"Allee Pablo Neruda","les Merisiers"
"230106",9,"Allee Pablo Neruda","les Merisiers"
"230107",10,"Allee Pablo Neruda","les Merisiers"
"230108",11,"Allee Pablo Neruda","les Merisiers"
"230109",12,"Allee Pablo Neruda","les Merisiers"
"230110",13,"Allee Pablo Neruda","les Merisiers"
"230111",14,"Allee Pablo Neruda","les Merisiers"
"230112",15,"Allee Pablo Neruda","les Merisiers"
"230113",16,"Allee Pablo Neruda","les Merisiers"
"230114",17,"Allee Pablo Neruda","les Merisiers"
"230115",18,"Allee Pablo Neruda","les Merisiers"
"230116",19,"Allee Pablo Neruda","les Merisiers"
"230117",20,"Allee Pablo Neruda","les Merisiers"
"230118",21,"Allee Pablo Neruda","les Merisiers"
"230119",22,"Allee Pablo Neruda","les Merisiers"
"230120",23,"Allee Pablo Neruda","les Merisiers"
"230513",3,"Rue Borel","les Merisiers"
"230514",4,"Rue Borel","les Merisiers"
"230515",5,"Rue Borel","les Merisiers"
"230516",6,"Rue Borel","les Merisiers"
"230517",7,"Rue Borel","les Merisiers"
"230518",8,"Rue Borel","les Merisiers"
"230519",9,"Rue Borel","les Merisiers"
"230520",10,"Rue Borel","les Merisiers"
"230521",11,"Rue Borel","les Merisiers"
"230522",12,"Rue Borel","les Merisiers"
"230523",13,"Rue Borel","les Merisiers"
"230524",14,"Rue Borel","les Merisiers"
"230525",15,"Rue Borel","les Merisiers"
"230526",16,"Rue Borel","les Merisiers"
"230527",17,"Rue Borel","les Merisiers"
"230528",18,"Rue Borel","les Merisiers"
"230529",20,"Rue Borel","les Merisiers"
"230530",22,"Rue Borel","les Merisiers"
"230531",24,"Rue Borel","les Merisiers"
"230532",26,"Rue Borel","les Merisiers"
"230533",15,"Rue Borel","les Merisiers"
"230534",11,"Rue Borel","les Merisiers"
"230535",1,"Avenue des Mésarmes","les Merisiers"
"230536",2,"Avenue des Mésarmes","les Merisiers"
"230537",3,"Avenue des Mésarmes","les Merisiers"
"230538",4,"Avenue des Mésarmes","les Merisiers"
"230539",5,"Avenue des Mésarmes","les Merisiers"
"230540",6,"Avenue des Mésarmes","les Merisiers"
"230541",7,"Avenue des Mésarmes","les Merisiers"
"230542",8,"Avenue des Mésarmes","les Merisiers"
"230543",9,"Avenue des Mésarmes","les Merisiers"
"230544",10,"Avenue des Mésarmes","les Merisiers"
"230545",11,"Avenue des Mésarmes","les Merisiers"
"230546",12,"Avenue des Mésarmes","les Merisiers"
"230547",13,"Avenue des Mésarmes","les Merisiers"
"230548",14,"Avenue des Mésarmes","les Merisiers"
"230549",15,"Avenue des Mésarmes","les Merisiers"
"230550",16,"Avenue des Mésarmes","les Merisiers"
"230551",17,"Avenue des Mésarmes","les Merisiers"
"230552",18,"Avenue des Mésarmes","les Merisiers"
"230553",20,"Avenue des Mésarmes","les Merisiers"
"230554",22,"Avenue des Mésarmes","les Merisiers"
"230555",24,"Avenue des Mésarmes","les Merisiers"
"230556",26,"Avenue des Mésarmes","les Merisiers"
"230557",28,"Avenue des Mésarmes","les Merisiers"
"230558",30,"Avenue des Mésarmes","les Merisiers"
"230559",32,"Avenue des Mésarmes","les Merisiers"
"230560",33,"Avenue des Mésarmes","les Merisiers"
"230561",34,"Avenue des Mésarmes","les Merisiers"
"230562",35,"Avenue des Mésarmes","les Merisiers"
"230563",36,"Avenue des Mésarmes","les Merisiers"
"230564",37,"Avenue des Mésarmes","les Merisiers"
"230565",38,"Avenue des Mésarmes","les Merisiers"
"230566",39,"Avenue des Mésarmes","les Merisiers"
"230567",33,"Avenue des Mésarmes","les Merisiers"
"230568",13,"Avenue des Mésarmes","les Merisiers"
"230569",14,"Avenue des Mésarmes","les Merisiers"
"230624",1,"Rue Lucien Chapelain","les Merisiers"
"230625",8,"Rue Lucien Chapelain","les Merisiers"
"230626",10,"Rue Lucien Chapelain","les Merisiers"
"230627",12,"Rue Lucien Chapelain","les Merisiers"
"230628",13,"Rue Lucien Chapelain","les Merisiers"
"230629",16,"Rue Lucien Chapelain","les Merisiers"
"230630",17,"Rue Lucien Chapelain","les Merisiers"
"230631",18,"Rue Lucien Chapelain","les Merisiers"
"230632",20,"Rue Lucien Chapelain","les Merisiers"
"230633",26,"Rue Lucien Chapelain","les Merisiers"
"230634",28,"Rue Lucien Chapelain","les Merisiers"
"230635",30,"Rue Lucien Chapelain","les Merisiers"
"230636",34,"Rue Lucien Chapelain","les Merisiers"
"230637",38,"Rue Lucien Chapelain","les Merisiers"
"230638",40,"Rue Lucien Chapelain","les Merisiers"
"230639",42,"Rue Lucien Chapelain","les Merisiers"
"230640",44,"Rue Lucien Chapelain","les Merisiers"
"230641",46,"Rue Lucien Chapelain","les Merisiers"
"230642",12,"Rue Lucien Chapelain","les Merisiers"
"230888",2,"Rue Laug","les Merisiers"
"230889",3,"Rue Laug","les Merisiers"
"230890",4,"Rue Laug","les Merisiers"
"230891",5,"Rue Laug","les Merisiers"
"230892",6,"Rue Laug","les Merisiers"
"230893",7,"Rue Laug","les Merisiers"
"230894",8,"Rue Laug","les Merisiers"
"230895",9,"Rue Laug","les Merisiers"
"230896",10,"Rue Laug","les Merisiers"
"230897",11,"Rue Laug","les Merisiers"
"230898",13,"Rue Laug","les Merisiers"
"230899",15,"Rue Laug","les Merisiers"
"230900",2,"Rue Laug","les Merisiers"
"230901",6,"Rue Laug","les Merisiers"
"230902",2,"Rue Laug","les Merisiers"
"231039",1,"Allee Simon Bolivar","les Merisiers"
"231040",2,"Allee Simon Bolivar","les Merisiers"
"231041",3,"Allee Simon Bolivar","les Merisiers"
"231042",4,"Allee Simon Bolivar","les Merisiers"
"231043",5,"Allee Simon Bolivar","les Merisiers"
"231044",6,"Allee Simon Bolivar","les Merisiers"
"231045",7,"Allee Simon Bolivar","les Merisiers"
"231046",8,"Allee Simon Bolivar","les Merisiers"
"231047",9,"Allee Simon Bolivar","les Merisiers"
"231048",10,"Allee Simon Bolivar","les Merisiers"
"231049",11,"Allee Simon Bolivar","les Merisiers"
"231050",12,"Allee Simon Bolivar","les Merisiers"
"231051",13,"Allee Simon Bolivar","les Merisiers"
"231052",14,"Allee Simon Bolivar","les Merisiers"
"231053",15,"Allee Simon Bolivar","les Merisiers"
"231054",16,"Allee Simon Bolivar","les Merisiers"
"231055",17,"Allee Simon Bolivar","les Merisiers"
"231056",18,"Allee Simon Bolivar","les Merisiers"
"231057",19,"Allee Simon Bolivar","les Merisiers"
"231058",20,"Allee Simon Bolivar","les Merisiers"
"231059",21,"Allee Simon Bolivar","les Merisiers"
"231060",22,"Allee Simon Bolivar","les Merisiers"
"231061",24,"Allee Simon Bolivar","les Merisiers"
"231062",26,"Allee Simon Bolivar","les Merisiers"
"231063",28,"Allee Simon Bolivar","les Merisiers"
"231064",30,"Allee Simon Bolivar","les Merisiers"
"231065",32,"Allee Simon Bolivar","les Merisiers"
"231066",34,"Allee Simon Bolivar","les Merisiers"
"231067",36,"Allee Simon Bolivar","les Merisiers"
"231140",1,"Avenue de la Villageoise","les Merisiers"
"231141",2,"Avenue de la Villageoise","les Merisiers"
"231142",3,"Avenue de la Villageoise","les Merisiers"
"231143",4,"Avenue de la Villageoise","les Merisiers"
"231144",5,"Avenue de la Villageoise","les Merisiers"
"231145",6,"Avenue de la Villageoise","les Merisiers"
"231146",7,"Avenue de la Villageoise","les Merisiers"
"231147",8,"Avenue de la Villageoise","les Merisiers"
"231148",9,"Avenue de la Villageoise","les Merisiers"
"231149",10,"Avenue de la Villageoise","les Merisiers"
"231150",11,"Avenue de la Villageoise","les Merisiers"
"231151",12,"Avenue de la Villageoise","les Merisiers"
"231152",13,"Avenue de la Villageoise","les Merisiers"
"231153",14,"Avenue de la Villageoise","les Merisiers"
"231154",15,"Avenue de la Villageoise","les Merisiers"
"231155",16,"Avenue de la Villageoise","les Merisiers"
"231156",17,"Avenue de la Villageoise","les Merisiers"
"231157",18,"Avenue de la Villageoise","les Merisiers"
"231158",19,"Avenue de la Villageoise","les Merisiers"
"231159",20,"Avenue de la Villageoise","les Merisiers"
"231160",21,"Avenue de la Villageoise","les Merisiers"
"231161",22,"Avenue de la Villageoise","les Merisiers"
"231162",23,"Avenue de la Villageoise","les Merisiers"
"231163",24,"Avenue de la Villageoise","les Merisiers"
"231164",25,"Avenue de la Villageoise","les Merisiers"
"231165",27,"Avenue de la Villageoise","les Merisiers"
"231166",28,"Avenue de la Villageoise","les Merisiers"
"231167",29,"Avenue de la Villageoise","les Merisiers"
"231168",30,"Avenue de la Villageoise","les Merisiers"
"231169",31,"Avenue de la Villageoise","les Merisiers"
"231170",32,"Avenue de la Villageoise","les Merisiers"
"231171",33,"Avenue de la Villageoise","les Merisiers"
"231172",34,"Avenue de la Villageoise","les Merisiers"
"231173",35,"Avenue de la Villageoise","les Merisiers"
"231174",36,"Avenue de la Villageoise","les Merisiers"
"231175",37,"Avenue de la Villageoise","les Merisiers"
"231176",38,"Avenue de la Villageoise","les Merisiers"
"231177",39,"Avenue de la Villageoise","les Merisiers"
"231178",40,"Avenue de la Villageoise","les Merisiers"
"231179",41,"Avenue de la Villageoise","les Merisiers"
"231180",42,"Avenue de la Villageoise","les Merisiers"
"231181",44,"Avenue de la Villageoise","les Merisiers"
"231182",46,"Avenue de la Villageoise","les Merisiers"
"231183",48,"Avenue de la Villageoise","les Merisiers"
"231184",50,"Avenue de la Villageoise","les Merisiers"
"231185",29,"Avenue de la Villageoise","les Merisiers"
"231186",2,"Avenue de la Villageoise","les Merisiers"
"231187",29,"Avenue de la Villageoise","les Merisiers"
"231188",17,"Avenue de la Villageoise","les Merisiers"
"231189",1,"Avenue Maurice Benhamou","les Merisiers"
"231190",2,"Avenue Maurice Benhamou","les Merisiers"
"231191",4,"Avenue Maurice Benhamou","les Merisiers"
"231192",7,"Avenue Maurice Benhamou","les Merisiers"
"231193",8,"Avenue Maurice Benhamou","les Merisiers"
"231194",9,"Avenue Maurice Benhamou","les Merisiers"
"231195",10,"Avenue Maurice Benhamou","les Merisiers"
"231196",11,"Avenue Maurice Benhamou","les Merisiers"
"231197",12,"Avenue Maurice Benhamou","les Merisiers"
"231198",13,"Avenue Maurice Benhamou","les Merisiers"
"231199",14,"Avenue Maurice Benhamou","les Merisiers"
"231200",15,"Avenue Maurice Benhamou","les Merisiers"
"231201",17,"Avenue Maurice Benhamou","les Merisiers"
"231227",2,"Avenue Henri Varagnat","les Merisiers"
"231228",4,"Avenue Henri Varagnat","les Merisiers"
"231229",6,"Avenue Henri Varagnat","les Merisiers"
"231230",8,"Avenue Henri Varagnat","les Merisiers"
"231231",10,"Avenue Henri Varagnat","les Merisiers"
"231233",12,"Avenue Henri Varagnat","les Merisiers"
"231238",20,"Avenue Henri Varagnat","les Merisiers"
"231239",26,"Avenue Henri Varagnat","les Merisiers"
"231241",28,"Avenue Henri Varagnat","les Merisiers"
"231242",30,"Avenue Henri Varagnat","les Merisiers"
"231244",32,"Avenue Henri Varagnat","les Merisiers"
"231246",34,"Avenue Henri Varagnat","les Merisiers"
"231258",72,"Avenue Henri Varagnat","les Merisiers"
"231259",74,"Avenue Henri Varagnat","les Merisiers"
"231260",76,"Avenue Henri Varagnat","les Merisiers"
"231261",80,"Avenue Henri Varagnat","les Merisiers"
"231262",72,"Avenue Henri Varagnat","les Merisiers"
"231263",30,"Avenue Henri Varagnat","les Merisiers"
"231264",2,"Avenue Henri Varagnat","les Merisiers"
"231266",2,"Avenue Henri Varagnat","les Merisiers"
"231267",2,"Avenue Gueugnon","les Merisiers"
"231268",3,"Avenue Gueugnon","les Merisiers"
"231269",5,"Avenue Gueugnon","les Merisiers"
"231270",6,"Avenue Gueugnon","les Merisiers"
"231271",7,"Avenue Gueugnon","les Merisiers"
"231272",8,"Avenue Gueugnon","les Merisiers"
"231273",9,"Avenue Gueugnon","les Merisiers"
"231274",10,"Avenue Gueugnon","les Merisiers"
"231275",11,"Avenue Gueugnon","les Merisiers"
"231276",12,"Avenue Gueugnon","les Merisiers"
"231277",13,"Avenue Gueugnon","les Merisiers"
"231278",14,"Avenue Gueugnon","les Merisiers"
"231279",15,"Avenue Gueugnon","les Merisiers"
"231280",16,"Avenue Gueugnon","les Merisiers"
"231281",17,"Avenue Gueugnon","les Merisiers"
"231282",18,"Avenue Gueugnon","les Merisiers"
"231283",19,"Avenue Gueugnon","les Merisiers"
"231284",20,"Avenue Gueugnon","les Merisiers"
"231285",21,"Avenue Gueugnon","les Merisiers"
"231286",22,"Avenue Gueugnon","les Merisiers"
"231287",23,"Avenue Gueugnon","les Merisiers"
"231288",24,"Avenue Gueugnon","les Merisiers"
"231289",25,"Avenue Gueugnon","les Merisiers"
"231290",26,"Avenue Gueugnon","les Merisiers"
"231291",28,"Avenue Gueugnon","les Merisiers"
"231292",30,"Avenue Gueugnon","les Merisiers"
"231293",5,"Avenue Gueugnon","les Merisiers"
"231294",7,"Avenue Gueugnon","les Merisiers"
"231295",7,"Avenue Gueugnon","les Merisiers"
"231296",20,"Avenue Gueugnon","les Merisiers"
"231297",9,"Avenue Gueugnon","les Merisiers"
"231316",10,"Route d'Aulnay","les Merisiers"
"231317",12,"Route d'Aulnay","les Merisiers"
"231318",14,"Route d'Aulnay","les Merisiers"
"231319",18,"Route d'Aulnay","les Merisiers"
"231320",20,"Route d'Aulnay","les Merisiers"
"231322",24,"Route d'Aulnay","les Merisiers"
"231323",26,"Route d'Aulnay","les Merisiers"
"231324",28,"Route d'Aulnay","les Merisiers"
"231325",30,"Route d'Aulnay","les Merisiers"
"231326",32,"Route d'Aulnay","les Merisiers"
"231327",34,"Route d'Aulnay","les Merisiers"
"231329",36,"Route d'Aulnay","les Merisiers"
"231331",38,"Route d'Aulnay","les Merisiers"
"231334",42,"Route d'Aulnay","les Merisiers"
"231335",44,"Route d'Aulnay","les Merisiers"
"231338",48,"Route d'Aulnay","les Merisiers"
"231340",50,"Route d'Aulnay","les Merisiers"
"231342",52,"Route d'Aulnay","les Merisiers"
"231344",54,"Route d'Aulnay","les Merisiers"
"231346",56,"Route d'Aulnay","les Merisiers"
"231348",58,"Route d'Aulnay","les Merisiers"
"231349",62,"Route d'Aulnay","les Merisiers"
"231350",64,"Route d'Aulnay","les Merisiers"
"231351",66,"Route d'Aulnay","les Merisiers"
"231352",68,"Route d'Aulnay","les Merisiers"
"231353",76,"Route d'Aulnay","les Merisiers"
"231378",66,"Route d'Aulnay","les Merisiers"
"231608",1,"Rue François Villon","les Merisiers"
"231609",2,"Rue François Villon","les Merisiers"
"231610",3,"Rue François Villon","les Merisiers"
"231611",4,"Rue François Villon","les Merisiers"
"231612",5,"Rue François Villon","les Merisiers"
"231613",6,"Rue François Villon","les Merisiers"
"231614",7,"Rue François Villon","les Merisiers"
"231615",8,"Rue François Villon","les Merisiers"
"231616",9,"Rue François Villon","les Merisiers"
"231617",10,"Rue François Villon","les Merisiers"
"231618",11,"Rue François Villon","les Merisiers"
"231619",12,"Rue François Villon","les Merisiers"
"231620",13,"Rue François Villon","les Merisiers"
"231621",15,"Rue François Villon","les Merisiers"
"231622",17,"Rue François Villon","les Merisiers"
"231623",19,"Rue François Villon","les Merisiers"
"231624",21,"Rue François Villon","les Merisiers"
"231625",23,"Rue François Villon","les Merisiers"
"231626",25,"Rue François Villon","les Merisiers"
"231627",27,"Rue François Villon","les Merisiers"
"231628",29,"Rue François Villon","les Merisiers"
"231629",31,"Rue François Villon","les Merisiers"
"231630",33,"Rue François Villon","les Merisiers"
"231631",35,"Rue François Villon","les Merisiers"
"231908",2,"Allée des Bosquets","les Merisiers"
"231909",3,"Allée des Bosquets","les Merisiers"
"231910",4,"Allée des Bosquets","les Merisiers"
"232104",1,"Rue Emile Zola","les Merisiers"
"232105",2,"Rue Emile Zola","les Merisiers"
"232106",3,"Rue Emile Zola","les Merisiers"
"232107",4,"Rue Emile Zola","les Merisiers"
"232108",5,"Rue Emile Zola","les Merisiers"
"232109",6,"Rue Emile Zola","les Merisiers"
"232110",7,"Rue Emile Zola","les Merisiers"
"232111",9,"Rue Emile Zola","les Merisiers"
"232112",11,"Rue Emile Zola","les Merisiers"
"232113",4,"Rue Emile Zola","les Merisiers"
"232314",2,"Impasse de la Parisienne","les Merisiers"
"232315",4,"Impasse de la Parisienne","les Merisiers"
"232316",5,"Impasse de la Parisienne","les Merisiers"
"232317",6,"Impasse de la Parisienne","les Merisiers"
"232318",4,"Impasse de la Parisienne","les Merisiers"
"232319",2,"Impasse de la Parisienne","les Merisiers"
"232695",5,"Avenue Marguerite","les Merisiers"
"232696",6,"Avenue Marguerite","les Merisiers"
"232697",7,"Avenue Marguerite","les Merisiers"
"232698",8,"Avenue Marguerite","les Merisiers"
"232699",9,"Avenue Marguerite","les Merisiers"
"232700",10,"Avenue Marguerite","les Merisiers"
"232701",11,"Avenue Marguerite","les Merisiers"
"232702",12,"Avenue Marguerite","les Merisiers"
"232703",13,"Avenue Marguerite","les Merisiers"
"232704",14,"Avenue Marguerite","les Merisiers"
"232705",15,"Avenue Marguerite","les Merisiers"
"232706",16,"Avenue Marguerite","les Merisiers"
"232707",17,"Avenue Marguerite","les Merisiers"
"232708",18,"Avenue Marguerite","les Merisiers"
"232709",19,"Avenue Marguerite","les Merisiers"
"232710",20,"Avenue Marguerite","les Merisiers"
"232711",21,"Avenue Marguerite","les Merisiers"
"232712",22,"Avenue Marguerite","les Merisiers"
"232713",23,"Avenue Marguerite","les Merisiers"
"232714",24,"Avenue Marguerite","les Merisiers"
"232715",25,"Avenue Marguerite","les Merisiers"
"232716",26,"Avenue Marguerite","les Merisiers"
"232717",27,"Avenue Marguerite","les Merisiers"
"232718",28,"Avenue Marguerite","les Merisiers"
"232719",29,"Avenue Marguerite","les Merisiers"
"232720.1",33,"Avenue Marguerite","les Merisiers"
"232721",22,"Avenue Marguerite","les Merisiers"
"233567",1,"Allee de l’Esperanto","les Merisiers"
"233568",2,"Allee de l’Esperanto","les Merisiers"
"233569",3,"Allee de l’Esperanto","les Merisiers"
"233570",4,"Allee de l’Esperanto","les Merisiers"
"233571",5,"Allee de l’Esperanto","les Merisiers"
"233572",6,"Allee de l’Esperanto","les Merisiers"
"233573",7,"Allee de l’Esperanto","les Merisiers"
"233574",8,"Allee de l’Esperanto","les Merisiers"
"233575",9,"Allee de l’Esperanto","les Merisiers"
"233576",10,"Allee de l’Esperanto","les Merisiers"
"233577",11,"Allee de l’Esperanto","les Merisiers"
