InputID,TargetID,Distance
"223",mairie,1795.65179284385
"224",mairie,1302.00716595817
"225",mairie,131.347424518589
"226",mairie,119.405345242316
"227",mairie,130.074078704598
"228",mairie,210.575850062461
"229",mairie,1459.42355181259
"230",mairie,207.842561276032
"231",mairie,325.620538403315
"232",mairie,335.626025562811
"233",mairie,352.149344689223
"234",mairie,346.215767326071
"235",mairie,1278.83509992129
"236",mairie,235.074051472308
"237",mairie,407.077799098848
"238",mairie,367.177351048094
"239",mairie,1297.54005403405
"240",mairie,279.083844723879
"241",mairie,388.46008784778
"242",mairie,451.615949433945
"243",mairie,418.67641683297
"244",mairie,431.233417479874
"245",mairie,1796.75731857335
"246",mairie,1288.50745010197
"247",mairie,470.27020216592
"248",mairie,483.980750969844
"249",mairie,1452.00523566016
"250",mairie,1781.30314746348
"251",mairie,1744.68886218245
"252",mairie,128.472751694007
"253",mairie,1646.61968793646
"254",mairie,124.749864778006
"255",mairie,1782.93627081361
"256",mairie,1638.14141882135
"257",mairie,1786.70533768539
"258",mairie,1741.98568632983
"259",mairie,126.04366108848
"260",mairie,1649.35534501506
"261",mairie,1670.47881525892
"262",mairie,459.011275377042
"263",mairie,1746.39422084609
"264",mairie,1684.12488227637
"265",mairie,122.845267256552
"266",mairie,374.720405654177
"267",mairie,391.073798192448
"268",mairie,1765.90758495549
"269",mairie,405.095556795224
"270",mairie,1781.53781487573
"271",mairie,424.164123416546
"272",mairie,444.884167067494
"273",mairie,1751.10958490788
"274",mairie,504.569120091457
"275",mairie,246.261492838229
"276",mairie,1771.49854752052
"277",mairie,126.304011331251
"278",mairie,423.190568762807
"279",mairie,462.19845667024
"280",mairie,491.90617730621
"281",mairie,127.998490996592
"282",mairie,463.59833899622
"283",mairie,475.87272622321
"284",mairie,133.380885045473
"285",mairie,1272.1888662242
"286",mairie,381.567536694733
"287",mairie,136.511753858303
"288",mairie,677.428085618109
"289",mairie,256.835280027217
"290",mairie,672.119792846773
"291",mairie,666.624493383059
"292",mairie,411.45258444222
"293",mairie,701.389982054257
"294",mairie,655.95551813704
"295",mairie,489.113948519211
"296",mairie,702.170830799344
"297",mairie,394.123638071858
"298",mairie,645.316769308689
"299",mairie,688.47790640693
"300",mairie,381.582124113379
"301",mairie,713.139967632886
"302",mairie,381.672064367534
"303",mairie,147.505694355479
"304",mairie,1840.09928449676
"305",mairie,368.859632633647
"306",mairie,270.690787195088
"307",mairie,704.35172903236
"308",mairie,1259.2995500762
"309",mairie,352.0251475843
"310",mairie,343.826476461338
"311",mairie,709.77071666739
"312",mairie,330.52565663419
"313",mairie,720.948161377468
"314",mairie,153.914407323441
"315",mairie,696.448329961388
"316",mairie,387.870098107478
"317",mairie,320.60923998471
"318",mairie,463.659474073488
"319",mairie,689.180641255653
"320",mairie,259.172232900219
"321",mairie,686.121612318961
"322",mairie,662.643574435525
"323",mairie,657.533255567164
"324",mairie,718.715552741379
"325",mairie,261.248736474726
"326",mairie,660.481162334728
"327",mairie,674.434381650272
"328",mairie,451.125855157461
"329",mairie,713.764159892307
"330",mairie,664.758448897134
"331",mairie,695.125038079595
"332",mairie,682.079277590353
"333",mairie,277.376936659692
"334",mairie,439.13696667596
"335",mairie,701.994724161072
"336",mairie,694.72621882159
"337",mairie,666.738846920959
"338",mairie,670.250661106723
"339",mairie,298.148495661592
"340",mairie,425.421486633681
"341",mairie,304.869825394182
"342",mairie,714.81009309255
"343",mairie,677.648309042264
"344",mairie,721.580626989097
"345",mairie,1066.10369824892
"346",mairie,214.278903849938
"347",mairie,406.339267716398
"348",mairie,194.164566689192
"349",mairie,402.006186733673
"350",mairie,918.342117170008
"351",mairie,149.837462019657
"352",mairie,166.425310350763
"353",mairie,912.491135922199
"354",mairie,155.704709179771
"355",mairie,1063.40452141561
"356",mairie,145.532556497922
"357",mairie,150.163897712567
"359",mairie,194.005579768519
"360",mairie,241.265036529085
"361",mairie,354.825431652893
"362",mairie,258.892046287564
"363",mairie,288.190321212635
"364",mairie,926.568612098619
"365",mairie,170.12458034144
"366",mairie,1060.53703187013
"367",mairie,267.747072780797
"368",mairie,912.714540105945
"369",mairie,954.128634480036
"370",mairie,1058.72059711445
"371",mairie,279.721737540481
"372",mairie,304.681168515417
"373",mairie,975.658311958434
"374",mairie,189.522642079387
"375",mairie,195.312882278046
"376",mairie,874.893410489496
"377",mairie,1057.12376225959
"378",mairie,996.210467789388
"379",mairie,582.27887605776
"380",mairie,612.653635333158
"381",mairie,1016.98950294226
"382",mairie,1055.70185487532
"383",mairie,592.193919236056
"384",mairie,226.993478065398
"385",mairie,225.088054262526
"386",mairie,1037.79127933411
"387",mairie,325.411574564024
"388",mairie,253.857220499424
"389",mairie,495.121467840123
"390",mairie,255.076253670368
"391",mairie,270.484991384099
"392",mairie,1058.70698351786
"393",mairie,251.155401352817
"394",mairie,604.020544333087
"395",mairie,504.011560501293
"396",mairie,318.009012628643
"397",mairie,318.391873378787
"398",mairie,249.694459928432
"399",mairie,301.535558936562
"400",mairie,514.191118712796
"401",mairie,254.05281335417
"402",mairie,653.760034796025
"403",mairie,525.929155142968
"404",mairie,661.823516723044
"405",mairie,665.932909665302
"406",mairie,1333.97603819626
"407",mairie,283.927072335175
"408",mairie,675.306086653395
"409",mairie,1340.36620446054
"410",mairie,507.509097977006
"411",mairie,354.074959795708
"412",mairie,681.891757884237
"413",mairie,689.756797372675
"414",mairie,471.059809731059
"415",mairie,374.450976657049
"416",mairie,648.56822665271
"417",mairie,633.951450920099
"418",mairie,610.90715365491
"419",mairie,371.026685712967
"420",mairie,567.051950715565
"421",mairie,370.281744734437
"422",mairie,495.444189561248
"423",mairie,363.533597163146
"424",mairie,550.946674075458
"425",mairie,370.765195413544
"426",mairie,369.069871045642
"427",mairie,517.757414660298
"428",mairie,375.404879058886
"429",mairie,383.269226311838
"430",mairie,401.537184408384
"431",mairie,436.283877823355
"432",mairie,435.916134521906
"433",mairie,431.200087547681
"434",mairie,453.152582523436
"435",mairie,737.243816771076
"436",mairie,442.172320014707
"437",mairie,470.128583271302
"438",mairie,460.880400069313
"439",mairie,487.020660585503
"440",mairie,467.723880190619
"441",mairie,474.300805093881
"442",mairie,475.542141157259
"443",mairie,481.073857718694
"444",mairie,488.232719043734
"445",mairie,492.564067438704
"446",mairie,498.703653276721
"447",mairie,512.300059037954
"448",mairie,546.330321486497
"449",mairie,1411.90282658668
"450",mairie,545.427195178518
"451",mairie,516.423466691045
"452",mairie,529.460377381266
"453",mairie,544.852790412925
"454",mairie,544.482449152018
"455",mairie,541.415859682966
"456",mairie,841.892997252309
"457",mairie,544.308804275914
"458",mairie,1421.42641168647
"459",mairie,830.062366125005
"460",mairie,553.899848517174
"461",mairie,544.522500166475
"462",mairie,819.383430892902
"463",mairie,545.589983654649
"464",mairie,566.727314594585
"465",mairie,579.940453814345
"466",mairie,540.377089497858
"467",mairie,916.421673898633
"468",mairie,593.44402190633
"469",mairie,921.981325525924
"470",mairie,607.292399703724
"471",mairie,927.626270435734
"472",mairie,558.028816091929
"473",mairie,621.427932723445
"474",mairie,933.156820325612
"475",mairie,775.044219404291
"476",mairie,856.848059667387
"477",mairie,585.082565777957
"478",mairie,858.307683814115
"479",mairie,863.697766838628
"480",mairie,867.035626341294
"481",mairie,601.490012214834
"482",mairie,873.578123035325
"483",mairie,879.93100472957
"484",mairie,867.571000826995
"485",mairie,821.341778597147
"486",mairie,625.915393408119
"487",mairie,881.499667457035
"488",mairie,633.79156751637
"489",mairie,887.282836109481
"490",mairie,641.942357380827
"491",mairie,840.692138567005
"492",mairie,895.482891973856
"493",mairie,650.164535000445
"494",mairie,894.995611137071
"495",mairie,658.647738106122
"496",mairie,906.41891915048
"497",mairie,667.287579542161
"498",mairie,909.979044834856
"499",mairie,885.164397849356
"500",mairie,668.406588816262
"501",mairie,921.183922988451
"502",mairie,926.491404666316
"503",mairie,1145.83179437856
"504",mairie,931.158318074966
"505",mairie,946.626283537952
"506",mairie,953.783674542677
"507",mairie,951.880161500325
"508",mairie,1336.66844715581
