"","id","id_fantoir","numero","rep","nom_voie","code_postal","code_insee","nom_commune","code_insee_ancienne_commune","nom_ancienne_commune","x","y","lon","lat","type_position","alias","nom_ld","libelle_acheminement","nom_afnor","source_position","source_nom_voie","certification_commune","cad_parcelles"
"225600","93010_tt7py3_00005","",5,"","Rue du Vieux Chateau",93140,93010,"Bondy",NA,NA,662020.83,6866289.76,2.481997,48.895494,"",NA,NA,"BONDY","RUE DU VIEUX CHATEAU","inconnue","inconnue",0,""
"225601","93010_tt7py3_00006","",6,"","Rue du Vieux Chateau",93140,93010,"Bondy",NA,NA,662002.47,6866296.55,2.481746,48.895554,"",NA,NA,"BONDY","RUE DU VIEUX CHATEAU","inconnue","inconnue",0,""
"225602","93010_tt7py3_00007","",7,"","Rue du Vieux Chateau",93140,93010,"Bondy",NA,NA,662017.77,6866281.66,2.481956,48.895421,"",NA,NA,"BONDY","RUE DU VIEUX CHATEAU","inconnue","inconnue",0,""
"225603","93010_tt7py3_00008","",8,"","Rue du Vieux Chateau",93140,93010,"Bondy",NA,NA,662007.62,6866266.83,2.481819,48.895287,"",NA,NA,"BONDY","RUE DU VIEUX CHATEAU","inconnue","inconnue",0,""
"225604","93010_tt7py3_00010","",10,"","Rue du Vieux Chateau",93140,93010,"Bondy",NA,NA,662003.22,6866254.62,2.48176,48.895177,"",NA,NA,"BONDY","RUE DU VIEUX CHATEAU","inconnue","inconnue",0,""
"225605","93010_tt7py3_00011","",11,"","Rue du Vieux Chateau",93140,93010,"Bondy",NA,NA,662029.7,6866268.35,2.48212,48.895302,"",NA,NA,"BONDY","RUE DU VIEUX CHATEAU","inconnue","inconnue",0,""
"225606","93010_tt7py3_00012","",12,"","Rue du Vieux Chateau",93140,93010,"Bondy",NA,NA,661996.02,6866240.99,2.481663,48.895054,"",NA,NA,"BONDY","RUE DU VIEUX CHATEAU","inconnue","inconnue",0,""
"225607","93010_tt7py3_00013","",13,"","Rue du Vieux Chateau",93140,93010,"Bondy",NA,NA,662008.2,6866253.92,2.481828,48.895171,"",NA,NA,"BONDY","RUE DU VIEUX CHATEAU","inconnue","inconnue",0,""
"225608","93010_tt7py3_00014","",14,"","Rue du Vieux Chateau",93140,93010,"Bondy",NA,NA,661995.11,6866236.88,2.481651,48.895017,"",NA,NA,"BONDY","RUE DU VIEUX CHATEAU","inconnue","inconnue",0,""
"225609","93010_tt7py3_00015","",15,"","Rue du Vieux Chateau",93140,93010,"Bondy",NA,NA,662004.99,6866245.6,2.481785,48.895096,"",NA,NA,"BONDY","RUE DU VIEUX CHATEAU","inconnue","inconnue",0,""
"225610","93010_tt7py3_00017","",17,"","Rue du Vieux Chateau",93140,93010,"Bondy",NA,NA,662004.06,6866237.83,2.481773,48.895026,"",NA,NA,"BONDY","RUE DU VIEUX CHATEAU","inconnue","inconnue",0,""
"225611","93010_tt7py3_00019","",19,"","Rue du Vieux Chateau",93140,93010,"Bondy",NA,NA,662000.96,6866233.84,2.481731,48.89499,"",NA,NA,"BONDY","RUE DU VIEUX CHATEAU","inconnue","inconnue",0,""
"225612","93010_tt7py3_00006_ter","",6,"ter","Rue du Vieux Chateau",93140,93010,"Bondy",NA,NA,661997.99,6866284.01,2.481686,48.895441,"",NA,NA,"BONDY","RUE DU VIEUX CHATEAU","inconnue","inconnue",0,""
"225613","93010_tt7py3_00003_bis","",3,"bis","Rue du Vieux Chateau",93140,93010,"Bondy",NA,NA,662037.2,6866293.21,2.48222,48.895526,"",NA,NA,"BONDY","RUE DU VIEUX CHATEAU","inconnue","inconnue",0,""
"225614","93010_l04bms_00001","",1,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662195.18,6866323.2,2.484372,48.895805,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225615","93010_l04bms_00002","",2,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662211.08,6866320.98,2.484589,48.895786,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225616","93010_l04bms_00003","",3,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662202.39,6866327.49,2.48447,48.895844,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225617","93010_l04bms_00004","",4,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662210.93,6866320.87,2.484587,48.895785,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225618","93010_l04bms_00005","",5,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662206.5,6866338.81,2.484525,48.895946,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225619","93010_l04bms_00006","",6,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662216.48,6866339.96,2.484661,48.895957,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225620","93010_l04bms_00007","",7,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662208.9,6866346.35,2.484557,48.896014,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225621","93010_l04bms_00008","",8,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662219.39,6866348.51,2.4847,48.896034,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225622","93010_l04bms_00009","",9,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662212.1,6866354.67,2.4846,48.896089,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225623","93010_l04bms_00010","",10,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662222.31,6866356.49,2.484739,48.896106,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225624","93010_l04bms_00011","",11,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662214.87,6866363.66,2.484637,48.89617,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225625","93010_l04bms_00012","",12,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662225.89,6866367.04,2.484787,48.896201,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225626","93010_l04bms_00013","",13,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662218.39,6866373.65,2.484684,48.89626,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225627","93010_l04bms_00014","",14,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662230.38,6866380.13,2.484847,48.896319,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225628","93010_l04bms_00015","",15,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662221.89,6866383.19,2.484731,48.896346,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225629","93010_l04bms_00016","",16,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662234.41,6866390.89,2.484901,48.896416,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225630","93010_l04bms_00017","",17,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662225.41,6866393.28,2.484778,48.896437,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225631","93010_l04bms_00018","",18,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662237.18,6866399.43,2.484938,48.896493,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225632","93010_l04bms_00019","",19,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662228.99,6866404.05,2.484826,48.896534,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225633","93010_l04bms_00020","",20,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662240.09,6866407.75,2.484977,48.896568,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225634","93010_l04bms_00021","",21,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662231.68,6866411.37,2.484862,48.8966,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225635","93010_l04bms_00022","",22,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662243.08,6866416.41,2.485017,48.896646,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225636","93010_l04bms_00023","",23,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662237.81,6866428.56,2.484944,48.896755,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225637","93010_l04bms_00024","",24,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662246.59,6866425.84,2.485064,48.896731,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225638","93010_l04bms_00025","",25,"","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662240.87,6866436.88,2.484985,48.89683,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225639","93010_l04bms_00021_bis","",21,"bis","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662221.29,6866425.78,2.484719,48.896729,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","inconnue","inconnue",0,""
"225640","93010_l04bms_00012_bis","",12,"bis","Avenue Rouget de Lisle",93140,93010,"Bondy",NA,NA,662233.42,6866374.66,2.484889,48.89627,"",NA,NA,"BONDY","AVENUE ROUGET DE LISLE","arcep","inconnue",0,""
"225641","93010_gs2x3y_00001","",1,"","Rue Eric Tabarly",93140,93010,"Bondy",NA,NA,662036,6868167.64,2.482036,48.912382,"",NA,NA,"BONDY","RUE ERIC TABARLY","inconnue","inconnue",0,""
"225642","93010_gs2x3y_00002","",2,"","Rue Eric Tabarly",93140,93010,"Bondy",NA,NA,662048.27,6868160.78,2.482204,48.912321,"",NA,NA,"BONDY","RUE ERIC TABARLY","inconnue","inconnue",0,""
"225643","93010_gs2x3y_00003","",3,"","Rue Eric Tabarly",93140,93010,"Bondy",NA,NA,662044.01,6868170.15,2.482145,48.912405,"",NA,NA,"BONDY","RUE ERIC TABARLY","inconnue","inconnue",0,""
"225644","93010_gs2x3y_00004","",4,"","Rue Eric Tabarly",93140,93010,"Bondy",NA,NA,662056.75,6868157.05,2.48232,48.912288,"",NA,NA,"BONDY","RUE ERIC TABARLY","inconnue","inconnue",0,""
"225645","93010_gs2x3y_00005","",5,"","Rue Eric Tabarly",93140,93010,"Bondy",NA,NA,662055.2,6868165.85,2.482298,48.912367,"",NA,NA,"BONDY","RUE ERIC TABARLY","inconnue","inconnue",0,""
"225646","93010_gs2x3y_00007","",7,"","Rue Eric Tabarly",93140,93010,"Bondy",NA,NA,662092.99,6868151.03,2.482815,48.912236,"",NA,NA,"BONDY","RUE ERIC TABARLY","inconnue","inconnue",0,""
"225647","93010_gs2x3y_00008","",8,"","Rue Eric Tabarly",93140,93010,"Bondy",NA,NA,662087.6,6868143.95,2.482742,48.912172,"",NA,NA,"BONDY","RUE ERIC TABARLY","inconnue","inconnue",0,""
"225648","93010_gs2x3y_00009","",9,"","Rue Eric Tabarly",93140,93010,"Bondy",NA,NA,662080.19,6868154.01,2.48264,48.912262,"",NA,NA,"BONDY","RUE ERIC TABARLY","inconnue","inconnue",0,""
"225649","93010_gs2x3y_00001_bis","",1,"bis","Rue Eric Tabarly",93140,93010,"Bondy",NA,NA,662033.13,6868154.32,2.481998,48.912262,"",NA,NA,"BONDY","RUE ERIC TABARLY","inconnue","inconnue",0,""
"225650","93010_y5basl_00001","",1,"","Place du 11 Novembre",93140,93010,"Bondy",NA,NA,662022.91,6867143.44,2.481949,48.903171,"",NA,NA,"BONDY","PLACE DU 11 NOVEMBRE","arcep","inconnue",0,""
"225651","93010_y5basl_00002","",2,"","Place du 11 Novembre",93140,93010,"Bondy",NA,NA,662058.27,6867091.17,2.482436,48.902703,"",NA,NA,"BONDY","PLACE DU 11 NOVEMBRE","inconnue","inconnue",0,""
"225652","93010_y5basl_00003","",3,"","Place du 11 Novembre",93140,93010,"Bondy",NA,NA,662026.88,6867156.98,2.482002,48.903293,"",NA,NA,"BONDY","PLACE DU 11 NOVEMBRE","arcep","inconnue",0,""
"225653","93010_y5basl_00004","",4,"","Place du 11 Novembre",93140,93010,"Bondy",NA,NA,662058.27,6867091.17,2.482436,48.902703,"",NA,NA,"BONDY","PLACE DU 11 NOVEMBRE","inconnue","inconnue",0,""
"225654","93010_2in9ef_00002","",2,"","Allee Raphael",93140,93010,"Bondy",NA,NA,662242.72,6866282.52,2.485024,48.895442,"",NA,NA,"BONDY","ALLEE RAPHAEL","inconnue","inconnue",0,""
"225655","93010_2in9ef_00004","",4,"","Allee Raphael",93140,93010,"Bondy",NA,NA,662237.12,6866267.88,2.484949,48.89531,"",NA,NA,"BONDY","ALLEE RAPHAEL","inconnue","inconnue",0,""
"225656","93010_2in9ef_00014","",14,"","Allee Raphael",93140,93010,"Bondy",NA,NA,662241.53,6866234.94,2.485012,48.895014,"",NA,NA,"BONDY","ALLEE RAPHAEL","arcep","inconnue",0,""
"225657","93010_ttti0o_00001","",1,"","Allee Anne Frank",93140,93010,"Bondy",NA,NA,661869.03,6867221.74,2.479843,48.903866,"",NA,NA,"BONDY","ALLEE ANNE FRANK","inconnue","inconnue",0,""
"225658","93010_4143_00001","93010_4143",1,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662748.76,6865995.35,2.491951,48.892889,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225659","93010_4143_00002","93010_4143",2,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662752.92,6866013.89,2.492006,48.893056,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225660","93010_4143_00003","93010_4143",3,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662741.09,6865998.96,2.491846,48.892921,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225661","93010_4143_00005","93010_4143",5,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662714.57,6866003.24,2.491484,48.892958,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225662","93010_4143_00006","93010_4143",6,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662722.49,6866014.53,2.491591,48.89306,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225663","93010_4143_00007","93010_4143",7,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662713.19,6865994.24,2.491466,48.892877,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225664","93010_4143_00008","93010_4143",8,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662710.5,6866019.28,2.491427,48.893102,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225665","93010_4143_00009","93010_4143",9,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662687.31,6866005.75,2.491112,48.892979,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225666","93010_4143_00010","93010_4143",10,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662696.5,6866020.71,2.491236,48.893114,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225667","93010_4143_00011","93010_4143",11,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662688.88,6865998.96,2.491134,48.892918,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225668","93010_4143_00013","93010_4143",13,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662662.09,6866006.47,2.490768,48.892984,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225669","93010_4143_00014","93010_4143",14,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662664.28,6866026.92,2.490796,48.893168,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225670","93010_4143_00015","93010_4143",15,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662652.03,6866015.21,2.49063,48.893062,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225671","93010_4143_00016","93010_4143",16,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662654.19,6866031.99,2.490658,48.893213,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225672","93010_4143_00019","93010_4143",19,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662584.85,6866024.76,2.489713,48.893144,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225673","93010_4143_00020","93010_4143",20,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662601.67,6866039.22,2.489941,48.893275,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225674","93010_4143_00021","93010_4143",21,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662585.88,6866024.76,2.489727,48.893144,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225675","93010_4143_00022","93010_4143",22,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662595.81,6866041.26,2.489861,48.893293,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225676","93010_4143_00023","93010_4143",23,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662586.83,6866024.75,2.48974,48.893144,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225677","93010_4143_00024","93010_4143",24,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662575.62,6866048.29,2.489585,48.893355,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225678","93010_4143_00025","93010_4143",25,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662587.86,6866024.74,2.489754,48.893144,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225679","93010_4143_00026","93010_4143",26,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662584.69,6866044.89,2.489709,48.893325,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225680","93010_4143_00027","93010_4143",27,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662598.59,6866027.9,2.4899,48.893173,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225681","93010_4143_00028","93010_4143",28,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662579.49,6866046.37,2.489638,48.893338,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225682","93010_4143_00029","93010_4143",29,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662598.1,6866020.9,2.489894,48.89311,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225683","93010_4143_00030","93010_4143",30,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662595.39,6866033.26,2.489856,48.893221,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
"225684","93010_4143_00031","93010_4143",31,"","Av Genevieve Anthonioz de Gaulle",93140,93010,"Bondy",NA,NA,662588.89,6866024.74,2.489768,48.893144,"",NA,NA,"BONDY","AV GENEVIEVE ANTHONIOZ DE GAULLE","inconnue","inconnue",0,""
