"","id","id_fantoir","numero","rep","nom_voie","code_postal","code_insee","nom_commune","code_insee_ancienne_commune","nom_ancienne_commune","x","y","lon","lat","type_position","alias","nom_ld","libelle_acheminement","nom_afnor","source_position","source_nom_voie","certification_commune","cad_parcelles"
"226012","93010_6220_00039","93010_6220",39,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661844.67,6865649.73,2.479652,48.889728,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226013","93010_6220_00041","93010_6220",41,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661843.23,6865642.85,2.479633,48.889666,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226014","93010_6220_00042","93010_6220",42,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661829.38,6865622.37,2.479446,48.889481,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226015","93010_6220_00043","93010_6220",43,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661841.72,6865636.07,2.479613,48.889605,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226016","93010_6220_00044","93010_6220",44,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661827.58,6865615.04,2.479422,48.889415,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226017","93010_6220_00045","93010_6220",45,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661839.99,6865629.08,2.47959,48.889542,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226018","93010_6220_00046","93010_6220",46,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661825.99,6865607.71,2.479401,48.889349,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226019","93010_6220_00047","93010_6220",47,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661838.41,6865622.53,2.479569,48.889483,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226020","93010_6220_00048","93010_6220",48,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661823.87,6865598.05,2.479373,48.889262,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226021","93010_6220_00049","93010_6220",49,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661836.67,6865615.2,2.479546,48.889417,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226022","93010_6220_00050","93010_6220",50,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661821.91,6865590.06,2.479347,48.88919,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226023","93010_6220_00052","93010_6220",52,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661816.32,6865564.96,2.479273,48.888964,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226024","93010_6220_00053","93010_6220",53,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661833.72,6865601.76,2.479507,48.889296,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226025","93010_6220_00054","93010_6220",54,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661816.7,6865567.18,2.479278,48.888984,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226026","93010_6220_00055","93010_6220",55,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661831.92,6865595.1,2.479483,48.889236,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226027","93010_6220_00059","93010_6220",59,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661828.97,6865581.45,2.479444,48.889113,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226028","93010_6220_00061","93010_6220",61,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661825.56,6865565.57,2.479399,48.88897,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226029","93010_6220_00063","93010_6220",63,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661824.82,6865563.35,2.479389,48.88895,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226030","93010_6220_00067","93010_6220",67,"","Rue du Midi",93140,93010,"Bondy",NA,NA,661820,6865544.25,2.479325,48.888778,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226031","93010_6220_00052_bis","93010_6220",52,"bis","Rue du Midi",93140,93010,"Bondy",NA,NA,661811.98,6865585.01,2.479212,48.889144,"",NA,NA,"BONDY","RUE DU MIDI","inconnue","inconnue",0,""
"226032","93010_9610_00003","93010_9610",3,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661792.63,6866086.09,2.478903,48.893649,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226033","93010_9610_00005","93010_9610",5,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661772.23,6866084.12,2.478625,48.89363,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226034","93010_9610_00007","93010_9610",7,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661747.49,6866035.68,2.478292,48.893193,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226035","93010_9610_00008","93010_9610",8,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661697.94,6866070.15,2.477613,48.8935,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226036","93010_9610_00009","93010_9610",9,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661754.43,6866075.34,2.478383,48.89355,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226037","93010_9610_00010","93010_9610",10,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661629.28,6866055.48,2.476678,48.893364,"parcelle",NA,NA,"BONDY","RUE DE VARSOVIE","cadastre","inconnue",0,"93010000AU0170"
"226038","93010_9610_00011","93010_9610",11,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661733.69,6866066.36,2.478101,48.893468,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226039","93010_9610_00012","93010_9610",12,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661654.22,6866035.19,2.47702,48.893183,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226040","93010_9610_00014","93010_9610",14,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661642.58,6866026.7,2.476862,48.893106,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226041","93010_9610_00016","93010_9610",16,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661521.27,6866065.87,2.475204,48.893451,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226042","93010_9610_00021","93010_9610",21,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661644.17,6866012.46,2.476885,48.892978,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226043","93010_9610_00022","93010_9610",22,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661602.6,6865989.83,2.47632,48.892772,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226044","93010_9610_00023","93010_9610",23,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661627.21,6865997,2.476655,48.892838,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226045","93010_9610_00031","93010_9610",31,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661583.39,6865935.69,2.476063,48.892284,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226046","93010_9610_00032","93010_9610",32,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661515.4,6865899.55,2.475139,48.891955,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226047","93010_9610_00033","93010_9610",33,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661569.28,6865930.11,2.475871,48.892233,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226048","93010_9610_00034","93010_9610",34,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661522.75,6865868.7,2.475242,48.891678,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226049","93010_9610_00035","93010_9610",35,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661551.8,6865893.42,2.475636,48.891902,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226050","93010_9610_00037","93010_9610",37,"","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661544.42,6865886.46,2.475536,48.891839,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226051","93010_9610_00010_bis","93010_9610",10,"bis","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661661.88,6866040.36,2.477124,48.89323,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226052","93010_9610_00007_bis","93010_9610",7,"bis","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661747.49,6866035.68,2.478292,48.893193,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226053","93010_9610_00007_ter","93010_9610",7,"ter","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661753.78,6866077.23,2.478374,48.893567,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226054","93010_9610_00009_bis","93010_9610",9,"bis","Rue de Varsovie",93140,93010,"Bondy",NA,NA,661742.1,6866051.84,2.478217,48.893338,"",NA,NA,"BONDY","RUE DE VARSOVIE","inconnue","inconnue",0,""
"226055","93010_6128_00003","93010_6128",3,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662176.89,6865632.76,2.484184,48.889595,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226056","93010_6128_00004","93010_6128",4,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662184.83,6865625.15,2.484293,48.889527,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226057","93010_6128_00005","93010_6128",5,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662192.3,6865635.22,2.484394,48.889618,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226058","93010_6128_00006","93010_6128",6,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662192.32,6865626.54,2.484395,48.88954,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226059","93010_6128_00007","93010_6128",7,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662219.62,6865641.38,2.484766,48.889675,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226060","93010_6128_00008","93010_6128",8,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662208.39,6865628.78,2.484614,48.889561,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226061","93010_6128_00010","93010_6128",10,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662223.51,6865631.12,2.48482,48.889583,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226062","93010_6128_00011","93010_6128",11,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662262.73,6865629.75,2.485355,48.889573,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226063","93010_6128_00012","93010_6128",12,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662237.72,6865628.69,2.485014,48.889562,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226064","93010_6128_00013","93010_6128",13,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662278.47,6865625.65,2.48557,48.889537,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226065","93010_6128_00014","93010_6128",14,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662247.53,6865625.85,2.485148,48.889537,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226066","93010_6128_00015","93010_6128",15,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662292.18,6865624.34,2.485757,48.889526,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226067","93010_6128_00016","93010_6128",16,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662259.68,6865621.88,2.485314,48.889502,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226068","93010_6128_00017","93010_6128",17,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662305.59,6865622.69,2.48594,48.889512,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226069","93010_6128_00018","93010_6128",18,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662272.78,6865617.79,2.485493,48.889466,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226070","93010_6128_00019","93010_6128",19,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662319.58,6865621.38,2.486131,48.889501,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226071","93010_6128_00020","93010_6128",20,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662286.62,6865614.81,2.485682,48.88944,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226072","93010_6128_00021","93010_6128",21,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662333.73,6865619.95,2.486324,48.889489,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226073","93010_6128_00022","93010_6128",22,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662300.91,6865613.38,2.485877,48.889428,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226074","93010_6128_00023","93010_6128",23,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662348.24,6865618.63,2.486522,48.889478,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226075","93010_6128_00024","93010_6128",24,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662313.22,6865612.08,2.486045,48.889417,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226076","93010_6128_00025","93010_6128",25,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662362.09,6865617.1,2.486711,48.889465,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226077","93010_6128_00026","93010_6128",26,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662322.67,6865611.13,2.486174,48.889409,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226078","93010_6128_00027","93010_6128",27,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662375.63,6865614.34,2.486896,48.889441,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226079","93010_6128_00028","93010_6128",28,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662332.63,6865609.95,2.48631,48.889399,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226080","93010_6128_00029","93010_6128",29,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662387.04,6865608.6,2.487052,48.88939,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226081","93010_6128_00030","93010_6128",30,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662342.97,6865608.88,2.486451,48.88939,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226082","93010_6128_00032","93010_6128",32,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662356.52,6865607.35,2.486636,48.889377,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226083","93010_6128_00034","93010_6128",34,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662372.93,6865604.8,2.48686,48.889355,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226084","93010_6128_00036","93010_6128",36,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662380.53,6865600.85,2.486964,48.88932,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226085","93010_6128_00038","93010_6128",38,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662389.38,6865596.35,2.487085,48.88928,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226086","93010_6128_00040","93010_6128",40,"","Rue Marcel Paul",93140,93010,"Bondy",NA,NA,662397.93,6865592.07,2.487202,48.889242,"",NA,NA,"BONDY","RUE MARCEL PAUL","inconnue","inconnue",0,""
"226087","93010_3570_00002","93010_3570",2,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662572.53,6866284.16,2.489522,48.895476,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226088","93010_3570_00003","93010_3570",3,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662518.7,6866270.95,2.488789,48.895354,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226089","93010_3570_00004","93010_3570",4,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662565.06,6866354.05,2.489414,48.896104,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226090","93010_3570_00005","93010_3570",5,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662522.29,6866282.15,2.488837,48.895455,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226091","93010_3570_00006","93010_3570",6,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662574.92,6866359.65,2.489548,48.896155,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226092","93010_3570_00007","93010_3570",7,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662527.19,6866292.13,2.488903,48.895545,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226093","93010_3570_00008","93010_3570",8,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662577.47,6866367.98,2.489582,48.89623,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226094","93010_3570_00009","93010_3570",9,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662544.53,6866297.02,2.489139,48.89559,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226095","93010_3570_00010","93010_3570",10,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662582.23,6866379.18,2.489646,48.896331,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226096","93010_3570_00011","93010_3570",11,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662547.96,6866306.78,2.489185,48.895678,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226097","93010_3570_00012","93010_3570",12,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662586.19,6866390.83,2.489699,48.896436,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226098","93010_3570_00013","93010_3570",13,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662551.7,6866317.44,2.489235,48.895774,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226099","93010_3570_00014","93010_3570",14,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662589.7,6866400.92,2.489746,48.896527,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226100","93010_3570_00016","93010_3570",16,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662593.52,6866412.13,2.489797,48.896628,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226101","93010_3570_00017","93010_3570",17,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662540.07,6866332.75,2.489075,48.895911,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226102","93010_3570_00019","93010_3570",19,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662557.68,6866335.19,2.489315,48.895934,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226103","93010_3570_00021","93010_3570",21,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662561.11,6866344.84,2.489361,48.896021,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226104","93010_3570_00023","93010_3570",23,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662564.18,6866354.05,2.489402,48.896104,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226105","93010_3570_00025","93010_3570",25,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662566.42,6866360.82,2.489432,48.896165,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226106","93010_3570_00027","93010_3570",27,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662571.73,6866376.35,2.489503,48.896305,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226107","93010_3570_00029","93010_3570",29,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662574.49,6866384.57,2.48954,48.896379,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226108","93010_3570_00031","93010_3570",31,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662578.23,6866394.77,2.48959,48.896471,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226109","93010_3570_00033","93010_3570",33,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662580.7,6866402.65,2.489623,48.896542,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226110","93010_3570_00035","93010_3570",35,"","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662584.28,6866412.86,2.489671,48.896634,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226111","93010_3570_00025_bis","93010_3570",25,"bis","Rue Fran̤ois Collet",93140,93010,"Bondy",NA,NA,662567.91,6866364.48,2.489452,48.896198,"",NA,NA,"BONDY","RUE FRANCOIS COLLET","inconnue","inconnue",0,""
"226112","93010_5170_00003","93010_5170",3,"","Rue Louis Auguste Blanqui",93140,93010,"Bondy",NA,NA,661810.88,6866830.47,2.479085,48.900344,"",NA,NA,"BONDY","RUE LOUIS AUGUSTE BLANQUI","inconnue","inconnue",0,""
"226113","93010_5170_00007","93010_5170",7,"","Rue Louis Auguste Blanqui",93140,93010,"Bondy",NA,NA,661857.22,6866820.26,2.479718,48.900255,"",NA,NA,"BONDY","RUE LOUIS AUGUSTE BLANQUI","inconnue","inconnue",0,""
"226114","93010_5170_00009","93010_5170",9,"","Rue Louis Auguste Blanqui",93140,93010,"Bondy",NA,NA,661878.31,6866815.57,2.480006,48.900214,"",NA,NA,"BONDY","RUE LOUIS AUGUSTE BLANQUI","inconnue","inconnue",0,""
"226115","93010_5170_00010","93010_5170",10,"","Rue Louis Auguste Blanqui",93140,93010,"Bondy",NA,NA,661858.78,6866811.02,2.47974,48.900172,"",NA,NA,"BONDY","RUE LOUIS AUGUSTE BLANQUI","inconnue","inconnue",0,""
"226116","93010_5170_00011","93010_5170",11,"","Rue Louis Auguste Blanqui",93140,93010,"Bondy",NA,NA,661887.6,6866813.17,2.480133,48.900193,"",NA,NA,"BONDY","RUE LOUIS AUGUSTE BLANQUI","inconnue","inconnue",0,""
"226117","93010_5170_00012","93010_5170",12,"","Rue Louis Auguste Blanqui",93140,93010,"Bondy",NA,NA,661877.3,6866806.9,2.479993,48.900136,"",NA,NA,"BONDY","RUE LOUIS AUGUSTE BLANQUI","inconnue","inconnue",0,""
"226118","93010_5170_00013","93010_5170",13,"","Rue Louis Auguste Blanqui",93140,93010,"Bondy",NA,NA,661902.6,6866807.84,2.480338,48.900146,"",NA,NA,"BONDY","RUE LOUIS AUGUSTE BLANQUI","inconnue","inconnue",0,""
"226119","93010_5170_00014","93010_5170",14,"","Rue Louis Auguste Blanqui",93140,93010,"Bondy",NA,NA,661889.88,6866803.15,2.480165,48.900103,"",NA,NA,"BONDY","RUE LOUIS AUGUSTE BLANQUI","inconnue","inconnue",0,""
"226120","93010_5170_00015","93010_5170",15,"","Rue Louis Auguste Blanqui",93140,93010,"Bondy",NA,NA,661913.13,6866804.11,2.480482,48.900113,"",NA,NA,"BONDY","RUE LOUIS AUGUSTE BLANQUI","inconnue","inconnue",0,""
"226121","93010_5170_00016","93010_5170",16,"","Rue Louis Auguste Blanqui",93140,93010,"Bondy",NA,NA,661899.17,6866799.86,2.480292,48.900074,"",NA,NA,"BONDY","RUE LOUIS AUGUSTE BLANQUI","inconnue","inconnue",0,""
"226122","93010_5170_00017","93010_5170",17,"","Rue Louis Auguste Blanqui",93140,93010,"Bondy",NA,NA,661918.98,6866801.95,2.480562,48.900094,"",NA,NA,"BONDY","RUE LOUIS AUGUSTE BLANQUI","inconnue","inconnue",0,""
"226123","93010_5170_00018","93010_5170",18,"","Rue Louis Auguste Blanqui",93140,93010,"Bondy",NA,NA,661918.77,6866792.95,2.48056,48.900013,"",NA,NA,"BONDY","RUE LOUIS AUGUSTE BLANQUI","inconnue","inconnue",0,""
"226124","93010_5170_00019","93010_5170",19,"","Rue Louis Auguste Blanqui",93140,93010,"Bondy",NA,NA,661927.47,6866799.12,2.480678,48.900069,"",NA,NA,"BONDY","RUE LOUIS AUGUSTE BLANQUI","inconnue","inconnue",0,""
"226125","93010_5170_00020","93010_5170",20,"","Rue Louis Auguste Blanqui",93140,93010,"Bondy",NA,NA,661929.53,6866789.21,2.480707,48.89998,"",NA,NA,"BONDY","RUE LOUIS AUGUSTE BLANQUI","inconnue","inconnue",0,""
"226126","93010_5170_00021","93010_5170",21,"","Rue Louis Auguste Blanqui",93140,93010,"Bondy",NA,NA,661934.27,6866796.74,2.480771,48.900048,"",NA,NA,"BONDY","RUE LOUIS AUGUSTE BLANQUI","inconnue","inconnue",0,""
"226127","93010_5170_00022","93010_5170",22,"","Rue Louis Auguste Blanqui",93140,93010,"Bondy",NA,NA,661937.13,6866786.49,2.480811,48.899956,"",NA,NA,"BONDY","RUE LOUIS AUGUSTE BLANQUI","inconnue","inconnue",0,""
"226128","93010_5170_00023","93010_5170",23,"","Rue Louis Auguste Blanqui",93140,93010,"Bondy",NA,NA,661964.99,6866797.87,2.48119,48.90006,"",NA,NA,"BONDY","RUE LOUIS AUGUSTE BLANQUI","inconnue","inconnue",0,""
"226129","93010_5170_00024","93010_5170",24,"","Rue Louis Auguste Blanqui",93140,93010,"Bondy",NA,NA,661944.81,6866783.77,2.480916,48.899932,"",NA,NA,"BONDY","RUE LOUIS AUGUSTE BLANQUI","inconnue","inconnue",0,""
